violation_id,ticket_id,violation_type,sla_hours,actual_hours,violation_date,severity,impact,action_taken
816,4514,Response Time,8,48.0,2024-12-24,Critical,Medium,Manager Notified
817,4521,Response Time,2,24.0,2024-05-07,Critical,Low,Manager Notified
818,4533,Response Time,8,24.0,2023-11-08,Critical,Medium,None
819,4535,Response Time,8,24.0,2024-05-10,Minor,Medium,Process Review
820,4536,Response Time,2,24.0,2024-01-29,Critical,Low,None
821,4537,Response Time,8,24.0,2023-11-12,Minor,Low,None
822,4542,Response Time,2,24.0,2024-03-19,Minor,Low,None
823,4544,Response Time,8,24.0,2024-05-29,Major,Low,Escalated
824,4550,Response Time,2,24.0,2023-07-19,Critical,Medium,Process Review
825,4556,Response Time,8,24.0,2024-05-27,Minor,Low,None
826,4565,Response Time,8,24.0,2023-02-27,Minor,Low,Process Review
827,4582,Response Time,8,24.0,2024-07-29,Critical,Low,Process Review
828,4594,Response Time,2,24.0,2023-07-30,Minor,Low,Escalated
829,4596,Response Time,2,48.0,2023-09-11,Minor,Medium,Escalated
830,4599,Response Time,8,48.0,2024-06-14,Major,Medium,None
831,4603,Response Time,8,24.0,2023-03-31,Major,High,None
832,4606,Response Time,2,48.0,2023-10-08,Major,Medium,Manager Notified
833,4607,Response Time,2,24.0,2023-07-15,Minor,Low,None
834,4614,Response Time,8,24.0,2023-03-07,Major,Medium,Manager Notified
835,4617,Response Time,8,48.0,2023-10-22,Minor,High,None
836,4620,Response Time,8,24.0,2023-01-19,Minor,High,Manager Notified
837,4624,Response Time,8,24.0,2023-05-28,Minor,Low,Process Review
838,4629,Response Time,8,24.0,2023-07-01,Critical,Medium,Manager Notified
839,4636,Response Time,8,24.0,2023-03-16,Critical,High,Escalated
840,4642,Response Time,8,24.0,2024-11-28,Minor,Medium,Manager Notified
841,4643,Response Time,2,24.0,2024-09-16,Critical,High,Process Review
842,4648,Response Time,8,24.0,2024-08-31,Minor,High,Escalated
843,4649,Response Time,8,24.0,2024-08-27,Minor,High,None
844,4651,Response Time,8,24.0,2024-10-11,Critical,Low,Escalated
845,4652,Response Time,8,24.0,2023-06-09,Critical,Low,Process Review
846,4655,Response Time,2,24.0,2023-08-23,Major,Medium,None
847,4661,Response Time,2,24.0,2023-08-10,Major,Medium,Escalated
848,4669,Response Time,2,24.0,2023-07-21,Major,Low,None
849,4672,Response Time,8,24.0,2023-02-05,Major,Low,None
850,4680,Response Time,8,24.0,2024-02-14,Critical,Medium,Escalated
851,4716,Response Time,8,24.0,2023-09-22,Major,High,Process Review
852,4719,Response Time,2,24.0,2024-02-16,Critical,High,Manager Notified
853,4728,Response Time,2,24.0,2023-04-03,Critical,High,Process Review
854,4729,Response Time,2,24.0,2023-08-26,Minor,Low,Process Review
855,4740,Response Time,2,24.0,2023-07-08,Minor,High,Process Review
856,4747,Response Time,2,24.0,2023-03-21,Critical,Low,None
857,4756,Response Time,2,24.0,2023-02-12,Minor,Low,None
858,4759,Response Time,8,24.0,2024-10-12,Major,High,Process Review
859,4760,Response Time,8,24.0,2023-04-25,Major,Medium,Manager Notified
860,4761,Response Time,2,24.0,2023-05-09,Minor,Low,None
861,4763,Response Time,8,24.0,2023-01-23,Critical,High,Escalated
862,4768,Response Time,2,24.0,2023-05-05,Minor,Low,Escalated
863,4772,Response Time,2,24.0,2023-05-30,Minor,High,Escalated
864,4774,Response Time,8,24.0,2024-05-26,Minor,Low,Escalated
865,4775,Response Time,8,48.0,2024-04-19,Major,High,Manager Notified
866,4798,Response Time,8,24.0,2024-10-06,Critical,Low,Process Review
867,4805,Response Time,2,24.0,2023-06-24,Critical,Medium,Manager Notified
868,4812,Response Time,2,24.0,2024-04-10,Major,Medium,Manager Notified
869,4816,Response Time,8,24.0,2024-07-09,Critical,Medium,None
870,4820,Response Time,2,24.0,2023-07-22,Major,High,Manager Notified
871,4825,Response Time,2,24.0,2024-02-17,Critical,Medium,Process Review
872,4828,Response Time,8,24.0,2023-12-30,Major,Low,None
873,4837,Response Time,8,24.0,2024-05-23,Critical,High,Process Review
874,4843,Response Time,8,24.0,2024-02-25,Minor,Low,Manager Notified
875,4846,Response Time,8,24.0,2023-04-15,Major,High,Manager Notified
876,4857,Response Time,8,24.0,2024-05-05,Minor,Low,None
877,4859,Response Time,2,24.0,2024-02-08,Minor,Medium,Process Review
878,4866,Response Time,8,24.0,2024-12-18,Minor,Low,Escalated
879,4867,Response Time,8,24.0,2024-01-02,Minor,High,Escalated
880,4886,Response Time,2,24.0,2023-02-01,Critical,High,None
881,4888,Response Time,8,24.0,2023-05-19,Major,High,Process Review
882,4890,Response Time,2,24.0,2023-04-18,Major,Medium,None
883,4900,Response Time,8,24.0,2023-11-11,Minor,High,Process Review
884,4901,Response Time,2,24.0,2024-05-10,Critical,Medium,Manager Notified
885,4915,Response Time,8,24.0,2024-06-10,Minor,High,Manager Notified
886,4920,Response Time,2,24.0,2024-11-30,Major,High,Process Review
887,4931,Response Time,8,24.0,2024-08-21,Major,Low,Escalated
888,4939,Response Time,2,24.0,2024-02-11,Critical,Medium,None
889,4944,Response Time,8,24.0,2024-10-11,Major,Medium,Escalated
890,4947,Response Time,2,24.0,2023-09-28,Major,Medium,Process Review
891,4957,Response Time,8,24.0,2023-06-01,Major,Low,Manager Notified
892,4969,Response Time,2,24.0,2024-02-19,Major,High,None
893,4970,Response Time,2,24.0,2024-01-16,Major,Medium,Escalated
894,4972,Response Time,2,24.0,2024-10-17,Critical,High,Escalated
895,4974,Response Time,8,24.0,2023-10-08,Minor,Low,Process Review
896,4978,Response Time,8,24.0,2023-10-11,Critical,High,Process Review
897,4981,Response Time,24,48.0,2023-10-23,Critical,Medium,Process Review
898,4984,Response Time,2,24.0,2023-05-22,Critical,Low,Escalated
899,4986,Response Time,8,24.0,2023-09-06,Critical,High,Escalated
900,4988,Response Time,2,24.0,2023-08-29,Major,High,Escalated
901,5007,Response Time,8,24.0,2024-02-03,Minor,Low,Process Review
902,5013,Response Time,2,24.0,2023-05-25,Critical,Medium,Escalated
903,5017,Response Time,2,24.0,2023-07-07,Major,High,Manager Notified
904,5029,Response Time,2,48.0,2023-11-01,Major,Medium,Manager Notified
905,5036,Response Time,2,24.0,2023-05-03,Major,Medium,Escalated
906,5043,Response Time,8,24.0,2023-09-19,Major,High,None
907,5050,Response Time,2,24.0,2023-02-23,Critical,Medium,Manager Notified
908,5053,Response Time,2,24.0,2023-08-24,Major,Low,Process Review
909,5054,Response Time,8,24.0,2023-06-02,Minor,High,Escalated
910,5061,Response Time,8,24.0,2023-12-29,Major,Medium,Escalated
911,5062,Response Time,8,24.0,2024-09-16,Major,Low,Escalated
912,5063,Response Time,8,24.0,2024-04-19,Minor,High,Manager Notified
913,5075,Response Time,8,24.0,2024-06-28,Critical,Medium,Manager Notified
914,5080,Response Time,8,24.0,2023-12-09,Minor,Medium,None
915,5081,Response Time,8,24.0,2023-02-20,Major,Medium,Process Review
916,5085,Response Time,8,24.0,2024-09-19,Minor,Low,Process Review
917,5086,Response Time,8,24.0,2023-10-24,Minor,Low,None
918,5088,Response Time,24,48.0,2024-12-09,Major,Medium,Manager Notified
919,5094,Response Time,8,24.0,2024-10-27,Minor,Medium,None
920,5097,Response Time,8,24.0,2023-09-04,Major,Low,None
921,5099,Response Time,2,24.0,2024-02-05,Critical,High,None
922,5106,Response Time,8,24.0,2023-06-13,Major,Medium,None
923,5115,Response Time,2,24.0,2024-04-14,Minor,Low,None
924,5119,Response Time,8,24.0,2024-07-17,Minor,Medium,Process Review
925,5120,Response Time,2,24.0,2023-09-20,Major,Low,None
926,5123,Response Time,2,48.0,2024-09-02,Minor,Low,Escalated
927,5131,Response Time,2,24.0,2023-04-16,Minor,Low,Escalated
928,5142,Response Time,2,48.0,2024-10-03,Minor,Medium,Manager Notified
929,5147,Response Time,2,24.0,2023-05-13,Minor,Low,Process Review
930,5151,Response Time,8,24.0,2023-07-01,Critical,Low,Process Review
931,5154,Response Time,8,24.0,2024-03-15,Critical,Medium,Manager Notified
932,5169,Response Time,2,24.0,2023-08-10,Critical,Low,Escalated
933,5170,Response Time,8,24.0,2024-10-13,Critical,High,Escalated
934,5187,Response Time,2,24.0,2024-04-22,Critical,Low,Process Review
935,5188,Response Time,8,24.0,2024-05-13,Minor,Low,None
936,5192,Response Time,2,24.0,2023-01-12,Minor,Low,Manager Notified
937,5205,Response Time,24,48.0,2024-03-17,Critical,High,Manager Notified
938,5209,Response Time,8,24.0,2024-11-15,Critical,High,None
939,5210,Response Time,8,24.0,2024-11-23,Minor,High,Escalated
940,5219,Response Time,8,24.0,2023-08-29,Critical,Low,None
941,5227,Response Time,8,24.0,2023-04-25,Minor,High,Process Review
942,5242,Response Time,8,24.0,2023-10-22,Minor,High,None
943,5252,Response Time,8,24.0,2024-11-28,Critical,High,Manager Notified
944,5263,Response Time,2,24.0,2023-03-17,Critical,Medium,None
945,5265,Response Time,8,24.0,2024-01-23,Major,Medium,Process Review
946,5275,Response Time,8,24.0,2023-05-16,Critical,High,Manager Notified
947,5277,Response Time,8,24.0,2023-07-21,Minor,Low,Process Review
948,5282,Response Time,8,24.0,2023-06-21,Critical,High,Manager Notified
949,5287,Response Time,2,24.0,2023-07-24,Minor,Low,Manager Notified
950,5290,Response Time,2,24.0,2024-01-01,Minor,Low,Process Review
951,5294,Response Time,2,24.0,2023-01-21,Critical,High,Manager Notified
952,5295,Response Time,2,24.0,2024-03-24,Critical,Medium,Manager Notified
953,5296,Response Time,8,24.0,2024-01-05,Critical,Medium,Manager Notified
954,5304,Response Time,2,24.0,2023-01-05,Minor,High,None
955,5307,Response Time,2,24.0,2024-06-15,Critical,Low,None
956,5310,Response Time,2,24.0,2024-09-13,Minor,Medium,Manager Notified
957,5313,Response Time,2,24.0,2023-12-05,Critical,Low,None
958,5320,Response Time,8,24.0,2023-02-03,Major,Low,None
959,5323,Response Time,2,24.0,2024-09-09,Major,Medium,Escalated
960,5327,Response Time,2,24.0,2023-12-16,Major,Medium,Process Review
961,5329,Response Time,2,24.0,2023-08-10,Critical,High,None
962,5330,Response Time,2,24.0,2024-10-13,Minor,Low,Escalated
963,5331,Response Time,2,24.0,2024-11-16,Major,Low,Process Review
964,5332,Response Time,8,24.0,2023-07-13,Major,Medium,Process Review
965,5348,Response Time,8,48.0,2024-02-16,Major,Low,None
966,5356,Response Time,8,24.0,2023-06-12,Major,High,Manager Notified
967,5364,Response Time,2,24.0,2024-03-21,Minor,Low,None
968,5368,Response Time,8,24.0,2023-11-25,Major,High,None
969,5371,Response Time,2,24.0,2023-06-14,Critical,High,Manager Notified
970,5375,Response Time,2,24.0,2024-12-10,Minor,Medium,Escalated
971,5380,Response Time,2,24.0,2024-07-10,Major,Medium,Manager Notified
972,5385,Response Time,8,24.0,2023-02-27,Critical,Low,Process Review
973,5386,Response Time,2,24.0,2024-10-01,Minor,Medium,Escalated
974,5390,Response Time,2,24.0,2023-03-17,Critical,High,Process Review
975,5394,Response Time,8,24.0,2024-07-01,Minor,Medium,Process Review
976,5395,Response Time,2,24.0,2024-09-14,Major,Medium,Process Review
977,5401,Response Time,2,24.0,2024-10-30,Critical,High,Manager Notified
978,5408,Response Time,8,24.0,2023-04-28,Minor,Medium,Escalated
979,5409,Response Time,2,24.0,2024-06-09,Minor,Low,None
980,5418,Response Time,2,24.0,2024-11-13,Major,High,Process Review
981,5423,Response Time,2,24.0,2023-06-14,Major,Low,Escalated
982,5440,Response Time,2,24.0,2024-01-31,Critical,Low,Manager Notified
983,5443,Response Time,2,24.0,2023-09-17,Critical,Low,Manager Notified
984,5461,Response Time,8,24.0,2024-12-25,Critical,Medium,None
985,5472,Response Time,8,24.0,2024-02-05,Critical,Low,Manager Notified
986,5477,Response Time,24,48.0,2024-07-06,Minor,Low,Escalated
987,5478,Response Time,8,24.0,2024-01-20,Critical,High,Manager Notified
988,5480,Response Time,2,24.0,2023-11-25,Minor,Low,Process Review
989,5481,Response Time,2,24.0,2024-07-04,Major,Low,None
990,5482,Response Time,8,24.0,2023-09-18,Major,High,Manager Notified
991,5485,Response Time,8,24.0,2024-07-23,Minor,Medium,Escalated
992,5488,Response Time,8,24.0,2024-06-22,Minor,High,Process Review
993,5489,Response Time,8,24.0,2024-11-07,Minor,High,None
994,5491,Response Time,8,24.0,2024-12-11,Critical,Low,Escalated
995,5495,Response Time,2,24.0,2023-11-26,Minor,Medium,Escalated
996,5509,Response Time,2,24.0,2023-11-17,Major,High,Escalated
997,5511,Response Time,8,24.0,2023-04-15,Minor,Low,Manager Notified
998,5524,Response Time,8,24.0,2023-04-09,Critical,Low,Process Review
999,5543,Response Time,8,24.0,2024-11-03,Major,High,Process Review
1000,5544,Response Time,8,24.0,2023-11-15,Critical,High,Manager Notified
1001,5549,Response Time,2,24.0,2024-09-27,Major,Low,None
1002,5550,Response Time,2,24.0,2023-06-16,Minor,Low,Process Review
1003,5565,Response Time,8,24.0,2024-06-12,Minor,Low,Manager Notified
1004,5567,Response Time,8,24.0,2024-06-01,Critical,High,None
1005,5572,Response Time,8,24.0,2023-06-27,Major,High,Manager Notified
1006,5581,Response Time,8,24.0,2023-08-14,Critical,Medium,Escalated
1007,5586,Response Time,2,24.0,2023-02-01,Critical,Medium,Manager Notified
1008,5591,Response Time,2,24.0,2023-03-12,Minor,Medium,Manager Notified
1009,5596,Response Time,8,24.0,2023-01-03,Critical,High,Process Review
1010,5605,Response Time,8,24.0,2024-07-25,Major,Low,Escalated
1011,5606,Response Time,2,24.0,2023-01-21,Critical,Low,None
1012,5608,Response Time,2,24.0,2024-04-28,Critical,Medium,None
1013,5611,Response Time,2,24.0,2023-03-14,Major,High,Manager Notified
1014,5614,Response Time,8,24.0,2023-02-07,Critical,Medium,Process Review
1015,5621,Response Time,2,24.0,2024-07-23,Critical,Low,Manager Notified
1016,5622,Response Time,2,24.0,2023-03-30,Critical,Medium,Manager Notified
1017,5626,Response Time,8,24.0,2023-11-11,Major,High,Escalated
1018,5639,Response Time,2,24.0,2024-12-14,Major,Low,Escalated
1019,5649,Response Time,8,24.0,2024-08-30,Minor,Low,Escalated
1020,5652,Response Time,2,24.0,2023-06-08,Critical,Medium,Escalated
1021,5660,Response Time,8,24.0,2023-10-15,Critical,Low,Process Review
1022,5673,Response Time,8,24.0,2023-03-01,Critical,Medium,None
1023,5679,Response Time,8,24.0,2024-12-07,Critical,Medium,None
1024,5681,Response Time,2,24.0,2023-06-30,Major,High,Process Review
1025,5682,Response Time,2,24.0,2024-04-19,Critical,High,None
1026,5693,Response Time,2,24.0,2023-01-21,Critical,High,Escalated
1027,5707,Response Time,2,24.0,2023-05-08,Major,Low,Escalated
1028,5715,Response Time,8,24.0,2023-06-23,Major,Medium,Manager Notified
1029,5716,Response Time,2,24.0,2023-11-05,Minor,Low,None
1030,5717,Response Time,2,24.0,2024-06-01,Critical,High,Process Review
1031,5718,Response Time,8,24.0,2024-11-10,Major,Low,None
1032,5719,Response Time,2,24.0,2024-01-28,Major,Low,Manager Notified
1033,5724,Response Time,2,24.0,2024-05-06,Critical,High,None
1034,5726,Response Time,2,24.0,2024-12-13,Critical,Medium,Process Review
1035,5735,Response Time,2,48.0,2023-04-10,Critical,Medium,Manager Notified
1036,5737,Response Time,2,24.0,2023-10-19,Major,High,Manager Notified
1037,5742,Response Time,2,24.0,2024-11-09,Critical,Low,Escalated
1038,5750,Response Time,2,48.0,2024-07-29,Minor,Low,None
1039,5755,Response Time,8,24.0,2023-02-15,Minor,High,Escalated
1040,5771,Response Time,2,24.0,2023-11-22,Major,Medium,Manager Notified
1041,5773,Response Time,2,24.0,2024-05-23,Critical,Low,Escalated
1042,5776,Response Time,24,48.0,2024-11-20,Major,Low,Process Review
1043,5779,Response Time,2,24.0,2024-04-08,Major,Low,Process Review
1044,5781,Response Time,8,24.0,2023-05-07,Major,Low,Manager Notified
1045,5782,Response Time,2,24.0,2024-03-22,Minor,Low,Manager Notified
1046,5788,Response Time,2,24.0,2024-05-02,Minor,Low,Manager Notified
1047,5789,Response Time,8,24.0,2023-04-13,Critical,Medium,Manager Notified
1048,5791,Response Time,2,24.0,2024-09-16,Critical,High,Manager Notified
1049,5816,Response Time,8,24.0,2024-07-04,Critical,Low,Process Review
1050,5817,Response Time,2,24.0,2023-12-19,Minor,Medium,None
1051,5818,Response Time,8,24.0,2024-11-29,Critical,High,Escalated
1052,5819,Response Time,8,24.0,2023-01-16,Minor,Medium,None
1053,5823,Response Time,8,24.0,2023-10-23,Critical,High,None
1054,5825,Response Time,2,24.0,2024-07-17,Minor,Medium,Escalated
1055,5829,Response Time,8,24.0,2024-10-16,Major,High,Process Review
1056,5830,Response Time,8,24.0,2023-05-17,Critical,Medium,None
1057,5831,Response Time,8,24.0,2024-09-20,Minor,Low,Manager Notified
1058,5836,Response Time,8,24.0,2023-09-25,Critical,Low,Process Review
1059,5837,Response Time,8,24.0,2023-08-09,Critical,Medium,Process Review
1060,5839,Response Time,2,24.0,2024-03-04,Major,Low,None
1061,5849,Response Time,2,24.0,2024-01-05,Minor,Medium,Manager Notified
1062,5852,Response Time,2,24.0,2024-12-28,Critical,Medium,None
1063,5856,Response Time,2,24.0,2024-05-17,Critical,Low,Manager Notified
1064,5859,Response Time,2,24.0,2024-05-15,Major,High,Process Review
1065,5869,Response Time,8,24.0,2024-08-22,Major,Medium,Process Review
1066,5870,Response Time,2,24.0,2024-09-06,Major,Low,Manager Notified
1067,5884,Response Time,2,24.0,2023-06-12,Critical,Medium,Process Review
1068,5893,Response Time,8,24.0,2023-04-29,Minor,Medium,Escalated
1069,5924,Response Time,2,24.0,2023-11-26,Major,Low,None
1070,5933,Response Time,8,24.0,2023-06-06,Major,High,Manager Notified
1071,5936,Response Time,2,24.0,2024-12-01,Critical,High,Process Review
1072,5939,Response Time,2,24.0,2023-03-19,Critical,High,Process Review
1073,5950,Response Time,8,24.0,2024-05-06,Critical,High,None
1074,5962,Response Time,2,24.0,2023-03-18,Critical,High,Escalated
1075,5968,Response Time,2,24.0,2024-07-16,Critical,High,Escalated
1076,5977,Response Time,2,24.0,2024-12-06,Major,Low,None
1077,5986,Response Time,2,24.0,2024-04-22,Major,High,Process Review
1078,5991,Response Time,2,24.0,2023-02-12,Critical,High,Manager Notified
1079,5993,Response Time,8,24.0,2024-02-15,Critical,Low,Escalated
1080,5997,Response Time,2,24.0,2024-10-21,Critical,Low,Escalated
1081,6012,Response Time,8,24.0,2024-08-07,Minor,Medium,Escalated
1082,6017,Response Time,8,24.0,2023-08-02,Major,High,Escalated
1083,6025,Response Time,8,24.0,2023-11-13,Minor,High,Process Review
1084,6027,Response Time,8,24.0,2024-10-21,Critical,Medium,Escalated
1085,6028,Response Time,2,24.0,2024-06-14,Major,High,Escalated
1086,6033,Response Time,8,24.0,2023-10-07,Major,Low,None
1087,6042,Response Time,2,24.0,2024-06-05,Critical,Medium,Process Review
1088,6043,Response Time,8,24.0,2024-09-07,Minor,High,Escalated
1089,6044,Response Time,2,24.0,2024-09-29,Minor,Low,Escalated
1090,6045,Response Time,2,24.0,2023-06-09,Critical,Medium,Escalated
1091,6049,Response Time,2,24.0,2023-07-20,Critical,Low,None
1092,6055,Response Time,8,24.0,2024-06-20,Major,High,Manager Notified
1093,6066,Response Time,8,24.0,2023-06-18,Critical,Low,None
1094,6068,Response Time,8,24.0,2023-09-23,Major,Low,Escalated
1095,6091,Response Time,2,24.0,2024-05-29,Minor,Medium,Manager Notified
1096,6097,Response Time,8,24.0,2023-06-01,Major,Medium,Process Review
1097,6104,Response Time,8,24.0,2024-02-24,Minor,Low,Escalated
1098,6106,Response Time,2,24.0,2023-09-14,Major,Low,Manager Notified
1099,6122,Response Time,8,24.0,2023-03-19,Minor,Low,None
1100,6125,Response Time,8,24.0,2023-09-08,Minor,Low,Process Review
1101,6135,Response Time,2,24.0,2024-04-05,Critical,High,Manager Notified
1102,6138,Response Time,2,24.0,2024-04-11,Major,High,Escalated
1103,6141,Response Time,2,24.0,2024-07-11,Major,High,Manager Notified
1104,6143,Response Time,8,24.0,2024-02-11,Critical,High,Process Review
1105,6149,Response Time,8,24.0,2024-06-26,Critical,Medium,None
1106,6153,Response Time,8,24.0,2023-02-02,Minor,Low,Process Review
1107,6159,Response Time,2,24.0,2024-01-23,Critical,High,Escalated
1108,6161,Response Time,2,24.0,2023-10-06,Critical,High,None
1109,6169,Response Time,8,24.0,2023-01-20,Major,Medium,None
1110,6174,Response Time,2,24.0,2023-09-22,Major,High,Escalated
1111,6183,Response Time,8,24.0,2024-09-19,Minor,High,Manager Notified
1112,6186,Response Time,2,48.0,2023-01-25,Minor,Low,Manager Notified
1113,6211,Response Time,8,24.0,2023-12-06,Major,High,Process Review
1114,6232,Response Time,8,24.0,2024-05-30,Major,Low,Manager Notified
1115,6246,Response Time,2,24.0,2024-12-31,Critical,High,Process Review
1116,6249,Response Time,2,24.0,2023-06-29,Major,Medium,Process Review
1117,6252,Response Time,2,24.0,2023-05-17,Critical,Medium,None
1118,6259,Response Time,2,24.0,2024-07-06,Critical,High,Manager Notified
1119,6261,Response Time,8,24.0,2024-05-01,Critical,High,None
1120,6262,Response Time,8,24.0,2024-10-08,Minor,Low,Escalated
1121,6265,Response Time,2,24.0,2024-02-09,Critical,High,Escalated
1122,6270,Response Time,8,24.0,2023-08-12,Critical,Medium,Process Review
1123,6271,Response Time,2,24.0,2024-11-05,Critical,Low,Process Review
1124,6273,Response Time,8,24.0,2024-02-19,Major,Medium,Process Review
1125,6277,Response Time,8,24.0,2024-05-23,Major,Low,Manager Notified
1126,6278,Response Time,8,24.0,2024-05-25,Minor,Medium,None
1127,6288,Response Time,24,48.0,2023-11-27,Critical,High,Manager Notified
1128,6294,Response Time,8,24.0,2023-05-08,Major,High,Escalated
1129,6299,Response Time,8,24.0,2023-08-29,Critical,High,Escalated
1130,6302,Response Time,8,24.0,2024-02-01,Major,High,None
1131,6310,Response Time,8,24.0,2023-12-23,Minor,Low,Process Review
1132,6313,Response Time,8,24.0,2023-10-30,Major,High,Manager Notified
1133,6322,Response Time,8,24.0,2023-08-13,Critical,Low,None
1134,6332,Response Time,2,24.0,2024-10-17,Minor,Medium,Manager Notified
1135,6335,Response Time,8,24.0,2023-03-04,Minor,High,Escalated
1136,6340,Response Time,8,24.0,2024-04-25,Major,Low,None
1137,6344,Response Time,8,24.0,2023-10-02,Critical,Low,Process Review
1138,6347,Response Time,8,48.0,2023-05-17,Major,Medium,Process Review
1139,6352,Response Time,2,24.0,2023-01-15,Critical,Low,None
1140,6357,Response Time,2,24.0,2024-04-26,Critical,Low,Manager Notified
1141,6366,Response Time,2,24.0,2023-06-15,Major,High,Escalated
1142,6374,Response Time,8,24.0,2023-12-28,Major,Medium,None
1143,6383,Response Time,8,24.0,2024-11-16,Critical,High,Process Review
1144,6390,Response Time,2,24.0,2024-05-23,Major,Medium,None
1145,6395,Response Time,8,24.0,2023-09-06,Major,High,Escalated
1146,6396,Response Time,8,24.0,2024-07-03,Minor,Low,None
1147,6400,Response Time,8,24.0,2024-09-04,Minor,High,Process Review
1148,6404,Response Time,2,24.0,2024-05-13,Minor,Medium,Escalated
1149,6423,Response Time,8,24.0,2023-04-03,Critical,High,Process Review
1150,6426,Response Time,8,24.0,2024-09-03,Minor,High,Manager Notified
1151,6432,Response Time,2,24.0,2024-04-10,Major,Low,Process Review
1152,6436,Response Time,2,24.0,2023-02-24,Critical,Low,Manager Notified
1153,6438,Response Time,2,24.0,2024-07-06,Critical,High,Manager Notified
1154,6441,Response Time,8,24.0,2024-09-13,Major,Medium,Manager Notified
1155,6447,Response Time,2,24.0,2024-01-10,Critical,High,Process Review
1156,6457,Response Time,2,24.0,2023-09-03,Minor,Medium,Manager Notified
1157,6460,Response Time,8,24.0,2024-02-16,Minor,Medium,Escalated
1158,6471,Response Time,8,24.0,2024-10-09,Major,Medium,Manager Notified
1159,6478,Response Time,2,24.0,2024-07-11,Critical,Low,None
1160,6480,Response Time,2,24.0,2023-02-16,Critical,Low,Manager Notified
1161,6481,Response Time,8,24.0,2023-11-17,Minor,Low,Process Review
1162,6485,Response Time,8,48.0,2024-09-27,Minor,Low,None
1163,6491,Response Time,2,24.0,2024-01-22,Minor,Low,Manager Notified
1164,6496,Response Time,8,24.0,2023-02-19,Critical,Low,Escalated
1165,6509,Response Time,24,48.0,2023-02-16,Minor,Medium,Escalated
1166,6513,Response Time,2,24.0,2024-02-28,Minor,Low,Process Review
1167,6517,Response Time,8,24.0,2024-09-15,Major,Medium,None
1168,6518,Response Time,2,24.0,2023-10-29,Minor,Medium,None
1169,6521,Response Time,2,24.0,2024-11-23,Critical,Medium,Manager Notified
1170,6522,Response Time,2,24.0,2023-02-09,Minor,High,Manager Notified
1171,6523,Response Time,8,24.0,2023-08-14,Major,Low,Escalated
1172,6524,Response Time,8,24.0,2024-11-29,Major,Medium,Escalated
1173,6530,Response Time,2,24.0,2023-12-26,Critical,High,Process Review
1174,6531,Response Time,8,24.0,2023-11-06,Minor,High,Escalated
1175,6537,Response Time,8,48.0,2023-02-11,Minor,High,None
1176,6546,Response Time,8,24.0,2023-07-03,Major,High,Process Review
1177,6555,Response Time,8,24.0,2024-04-18,Minor,High,Process Review
1178,6565,Response Time,2,24.0,2023-02-07,Critical,Low,Process Review
1179,6567,Response Time,8,24.0,2023-04-03,Critical,High,None
1180,6570,Response Time,8,24.0,2023-12-22,Major,Low,Manager Notified
1181,6577,Response Time,24,48.0,2024-10-22,Minor,Low,Manager Notified
1182,6578,Response Time,2,24.0,2024-03-26,Minor,High,None
1183,6585,Response Time,2,24.0,2024-06-14,Major,Medium,Escalated
1184,6586,Response Time,8,24.0,2023-11-23,Minor,Low,Manager Notified
1185,6600,Response Time,2,24.0,2024-06-19,Minor,Low,None
1186,6602,Response Time,8,24.0,2023-12-30,Minor,High,None
1187,6624,Response Time,8,24.0,2024-05-25,Minor,Low,None
1188,6628,Response Time,2,24.0,2023-03-09,Major,High,None
1189,6631,Response Time,8,24.0,2023-01-23,Major,Medium,Escalated
1190,6632,Response Time,2,24.0,2024-08-26,Minor,High,Manager Notified
1191,6633,Response Time,2,24.0,2024-02-18,Critical,High,Process Review
1192,6643,Response Time,8,24.0,2023-05-10,Minor,High,None
1193,6650,Response Time,2,24.0,2023-03-03,Major,Low,Escalated
1194,6651,Response Time,2,24.0,2023-03-02,Major,Medium,Manager Notified
1195,6654,Response Time,2,24.0,2024-12-02,Minor,Low,Manager Notified
1196,6656,Response Time,2,24.0,2024-11-15,Minor,Low,None
1197,6667,Response Time,8,24.0,2024-07-01,Major,Low,Process Review
1198,6670,Response Time,8,48.0,2023-08-13,Major,High,Escalated
1199,6676,Response Time,8,24.0,2023-09-29,Major,Medium,Manager Notified
1200,6681,Response Time,8,24.0,2023-03-06,Major,High,Process Review
1201,6683,Response Time,8,24.0,2024-05-05,Minor,Medium,Escalated
1202,6684,Response Time,8,48.0,2023-01-25,Minor,Medium,Escalated
1203,6695,Response Time,2,24.0,2023-02-07,Major,Medium,None
1204,6725,Response Time,2,24.0,2023-06-29,Critical,Low,None
1205,6726,Response Time,24,48.0,2024-09-15,Critical,High,None
1206,6728,Response Time,8,24.0,2024-10-19,Critical,Medium,Process Review
1207,6730,Response Time,8,24.0,2023-01-12,Critical,Low,None
1208,6737,Response Time,2,24.0,2024-01-08,Major,Low,Manager Notified
1209,6738,Response Time,8,24.0,2023-05-03,Major,Low,Process Review
1210,6745,Response Time,8,24.0,2024-10-28,Critical,Medium,Manager Notified
1211,6746,Response Time,2,24.0,2024-01-22,Critical,High,Escalated
1212,6750,Response Time,8,24.0,2024-03-03,Critical,Low,None
1213,6751,Response Time,8,24.0,2023-10-13,Major,High,Escalated
1214,6758,Response Time,2,24.0,2024-08-09,Major,Low,Manager Notified
