escalation_id,ticket_id,from_agent_id,to_agent_id,escalation_reason,escalation_date,escalation_level,resolution_time_hours,is_resolved,notes
1123,7345,35.0,24,,2024-12-19,1,32,True,Rise do their stage will happy success majority.
1124,7347,16.0,15,,2024-01-11,3,19,True,Help box argue do fill common successful step.
1125,7351,38.0,39,,2023-10-15,2,43,True,Sing loss official fight trip prove time campaign author against price.
1126,7352,1.0,6,Vendor Issue,2023-03-23,1,2,True,Start floor sort six career available across across role.
1127,7358,48.0,5,,2024-11-30,3,9,False,Marriage alone provide close avoid why them baby third.
1128,7362,43.0,3,,2024-02-22,1,39,True,Pass positive loss traditional ten scene.
1129,7369,34.0,34,,2024-08-30,1,30,True,Agree friend site attack both discussion agreement.
1130,7374,43.0,42,SLA Breach Risk,2024-08-26,2,29,True,Once garden wrong avoid.
1131,7383,15.0,4,,2023-11-29,2,12,True,Management player today receive difficult.
1132,7388,43.0,41,Customer Dissatisfaction,2024-09-21,2,8,True,Way star pattern your light coach always.
1133,7391,46.0,31,,2023-07-04,3,26,True,Like method source the.
1134,7393,34.0,13,,2023-04-07,1,22,True,Right risk mind expect official task receive these more certainly college.
1135,7394,23.0,12,,2024-04-07,3,28,True,Probably feel quickly option car develop same become factor it.
1136,7400,22.0,31,,2024-09-11,3,30,True,Call thought couple lot past plan employee east shake pay.
1137,7401,17.0,39,,2023-10-04,1,29,True,Bed religious well letter nation identify thought total energy the.
1138,7403,,4,,2023-11-21,2,9,True,Owner blood sister measure reason song their pay head member.
1139,7413,38.0,46,,2024-02-07,2,23,True,Wrong decision box owner should present real forward dinner or.
1140,7414,14.0,41,Manager Required,2023-09-25,3,2,True,Theory season hundred election adult consider build daughter.
1141,7415,20.0,3,,2024-06-21,1,17,True,People among change now tend should bring color chance open message.
1142,7427,38.0,30,,2024-09-04,1,4,True,Clear human chair people system.
1143,7437,1.0,17,,2023-06-09,2,39,True,Exist show present myself system.
1144,7440,24.0,12,,2023-11-08,2,36,False,North couple inside wind artist parent.
1145,7446,16.0,26,,2023-04-17,3,34,True,Just behind thing all lay.
1146,7490,45.0,38,,2024-06-19,2,45,True,Instead employee also soon phone technology rock develop.
1147,7493,,35,,2023-04-25,1,31,False,Your talk sea which yourself PM try run close gun.
1148,7497,,24,,2024-03-31,3,24,True,Above memory deep face send huge stuff rule popular.
1149,7499,36.0,40,,2024-09-08,1,24,True,Crime board eye policy however dream.
1150,7501,20.0,1,,2024-12-11,3,39,True,Professor issue college already open.
1151,7505,,34,,2023-11-26,3,39,True,Person evening magazine international sister skin pull grow.
1152,7516,,36,,2024-12-03,1,17,True,Authority left administration visit such born go imagine.
1153,7525,44.0,14,,2024-07-23,2,9,True,Strong admit recently late not west lawyer successful.
1154,7538,31.0,31,,2024-08-17,3,25,True,Project address activity thank thank write effect.
1155,7539,5.0,41,,2023-07-31,1,15,True,Growth without green baby sister.
1156,7544,1.0,5,,2024-02-06,3,31,True,You east travel service just watch more old across.
1157,7549,24.0,11,,2024-10-23,3,42,True,Land fall then home station open.
1158,7559,32.0,23,,2024-04-14,2,34,True,Person brother avoid guess third five.
1159,7573,42.0,31,Customer Dissatisfaction,2024-11-14,3,35,True,Radio education agent parent represent position wear ahead.
1160,7590,40.0,15,,2023-09-13,1,15,True,Ago movie bill need reduce professional teacher boy.
1161,7596,33.0,18,,2023-08-04,3,29,True,Data oil trade you present behavior kitchen ok.
1162,7602,49.0,2,,2024-12-14,2,39,True,Show a woman wear from.
1163,7615,27.0,42,Manager Required,2024-07-07,2,47,True,Outside evidence white firm budget fish sure middle admit specific.
1164,7622,19.0,14,,2024-05-26,3,31,False,Throughout clear speech south particular war skill century star factor.
1165,7624,23.0,13,,2024-07-21,3,7,True,Skin so fine create I writer still property case include task.
1166,7626,28.0,22,,2024-05-27,3,3,True,Money news energy part crime statement individual.
1167,7628,40.0,49,,2024-08-01,3,32,True,Reveal price black movie article every professor.
1168,7629,12.0,33,,2024-02-06,2,32,False,Home sure deal author easy knowledge treatment.
1169,7642,,34,,2024-08-30,2,14,True,View former cut lawyer Republican law finally matter trial.
1170,7647,,20,SLA Breach Risk,2023-09-16,3,34,True,Space deep serve tax peace pick others.
1171,7667,42.0,4,,2023-12-27,2,36,False,Local important ago cover score which hospital old.
1172,7672,44.0,40,,2023-12-07,1,26,True,Fire rather scientist what region thought perhaps.
1173,7673,17.0,39,,2024-10-18,1,33,True,Head play this community keep.
1174,7675,39.0,12,,2024-06-30,3,42,True,Bar instead write company where agency whether paper west several.
1175,7679,44.0,31,,2023-05-22,3,38,True,No myself that gas radio.
1176,7688,6.0,18,,2023-06-30,1,38,True,Magazine cultural certainly hotel subject control enter consumer station quality.
1177,7693,,22,,2024-10-23,3,15,True,Open western take yes.
1178,7702,2.0,27,,2024-04-19,2,21,True,Between want American ago firm surface.
1179,7705,24.0,48,,2024-12-07,1,30,True,Now weight wish cup serious record key themselves federal real.
1180,7713,13.0,30,,2024-08-23,3,38,True,Who wear management mind significant.
1181,7719,32.0,30,,2023-04-30,2,15,True,Smile lose these head more why center team claim skill.
1182,7724,49.0,28,,2024-11-06,2,42,True,Age religious none which live.
1183,7732,,43,,2024-04-18,3,9,True,Method consider high you religious expert.
1184,7734,43.0,21,,2023-11-08,1,13,True,Represent without whose just give your just any environment.
1185,7735,10.0,4,,2024-04-10,1,2,True,Budget seat war surface heavy once less him.
1186,7737,47.0,39,Manager Required,2023-08-22,3,27,False,And place often room.
1187,7742,42.0,17,,2024-09-11,2,6,True,Letter child staff check international local indicate main notice create.
1188,7752,38.0,46,,2024-08-31,1,13,True,Want politics sit dog term father cold blue teacher apply.
1189,7762,4.0,18,,2023-06-05,1,5,False,Beautiful can try production million opportunity.
1190,7765,13.0,50,,2023-09-21,1,15,True,Pick news more bank morning time dog fear.
1191,7771,26.0,47,,2024-05-22,3,37,True,These miss sell cause director face drop.
1192,7773,39.0,42,,2024-04-06,1,12,True,Little very animal oil learn set military reach.
1193,7792,31.0,13,,2023-08-04,1,23,False,Of tax give billion establish surface enough challenge perhaps manage center.
1194,7797,27.0,23,,2024-10-02,2,30,True,Front brother above in that fish billion significant eight.
1195,7799,16.0,21,,2024-10-21,1,6,True,Lose camera your fast similar billion near clear bar either.
1196,7808,3.0,13,,2024-12-16,2,46,True,Dream join structure young task yes travel talk who reduce.
1197,7810,31.0,26,Customer Dissatisfaction,2023-04-12,3,18,False,Bad war education decide art.
1198,7817,9.0,30,,2024-06-18,3,33,True,Yourself employee paper year source leave ten.
1199,7826,,30,,2024-06-23,1,41,True,Nation realize close wish civil.
1200,7827,34.0,29,,2024-08-13,2,43,True,Exactly hand although this piece still.
1201,7839,29.0,13,,2024-07-06,1,29,False,Notice professor five certainly right.
1202,7840,47.0,22,,2023-08-25,2,19,True,Claim century southern final eight take rather how teach improve.
1203,7846,,4,,2023-05-16,3,44,True,Attack what environmental gas ball early property nothing especially together.
1204,7849,15.0,18,,2024-12-21,2,15,False,Just population cause interview could third speech offer true cold stock.
1205,7853,16.0,29,,2023-08-14,1,6,True,Full nation good consumer beautiful kind family treatment.
1206,7855,34.0,37,,2024-01-13,3,24,False,One production be care.
1207,7860,17.0,37,,2024-09-26,2,35,True,Down collection like give full suggest support rise.
1208,7863,4.0,11,,2024-05-19,1,4,True,Exactly book on remember them fall.
1209,7871,8.0,27,,2023-10-19,1,20,True,And true lose outside.
1210,7881,37.0,6,Complex Technical Issue,2024-08-16,1,24,True,Mrs in security possible dark about travel.
1211,7888,13.0,16,,2024-03-16,3,30,True,Natural nature kind place as significant control.
1212,7905,50.0,31,,2024-03-17,3,14,True,Name change time together fund mother day.
1213,7917,8.0,30,,2024-07-13,3,22,True,One guess special contain money.
1214,7918,,30,,2024-09-02,3,1,True,Game low yard key military with.
1215,7924,11.0,46,,2024-05-05,3,5,True,Too economy organization sister ball experience reveal voice wonder political.
1216,7937,,28,,2024-11-17,1,47,True,Situation special feeling best order music according evidence.
1217,7939,10.0,30,,2024-04-18,1,45,True,Tell her or color act himself provide certain word.
1218,7948,30.0,29,,2024-05-27,3,14,True,Whom year where such young former remember sea present radio.
1219,7962,21.0,43,,2024-03-24,2,46,True,History say of need capital.
1220,7969,43.0,49,,2024-09-18,3,6,True,Rest mention hour challenge sister quality drop.
1221,7970,19.0,35,,2024-05-16,1,38,True,Consumer like we sing take.
1222,7972,3.0,44,,2024-04-29,3,21,False,History forward news hear throw white.
1223,7974,22.0,31,,2024-04-11,1,26,True,Power radio teacher recent two.
1224,7982,42.0,9,,2024-10-07,3,46,True,When control according indicate end easy present personal teacher.
1225,7986,22.0,41,,2024-03-19,2,23,True,Someone understand experience full.
1226,8009,38.0,33,,2024-07-13,2,23,True,Including light matter eight national night century activity matter strategy.
1227,8021,46.0,50,,2023-08-26,1,2,True,Where fill fact much buy husband receive throughout share.
1228,8030,29.0,14,,2024-10-15,2,31,False,Strong us feeling chair east human sea.
1229,8032,,3,,2024-01-25,3,33,True,Especially to knowledge beyond card.
1230,8034,9.0,23,,2024-08-20,3,44,True,Happen time together already clear scene effort drive.
1231,8035,7.0,22,,2023-10-20,3,11,True,Sing space rate cost seven because.
1232,8041,15.0,13,Customer Dissatisfaction,2024-11-30,2,19,True,National art too study walk matter quite.
1233,8044,18.0,28,Complex Technical Issue,2024-07-08,2,3,True,Success nice want however half mention guess.
1234,8072,17.0,48,,2023-09-28,1,12,True,Sea themselves Mr garden at word threat enter.
1235,8087,13.0,9,,2024-10-20,3,14,False,Behind standard year either outside stay.
1236,8098,,2,,2024-07-29,2,26,False,Bring threat house coach produce defense either.
1237,8099,41.0,4,,2023-10-30,1,37,True,Other his police receive war way for foot task although.
1238,8100,35.0,34,,2024-04-02,2,43,True,Each several to tonight factor water contain ball speak.
1239,8104,27.0,46,,2024-12-23,2,47,True,Including direction beyond natural mind issue eye.
1240,8128,7.0,2,,2024-04-24,3,20,True,Woman kitchen identify because seem.
1241,8139,31.0,17,Manager Required,2024-03-13,3,23,True,Rest the structure blood model wish we film quality bill.
1242,8142,,49,,2024-02-24,1,3,True,Exactly store value account explain.
1243,8168,38.0,10,,2024-08-16,2,40,False,Then none claim serve improve imagine between.
1244,8170,39.0,48,,2023-05-03,2,5,False,Collection author face require leave enter door air hard travel.
1245,8174,14.0,16,,2024-02-24,1,37,True,Do send idea which condition possible action information.
1246,8177,27.0,20,,2023-09-23,3,35,True,Response million participant second upon.
1247,8181,36.0,37,,2024-10-19,2,16,True,Thing subject recognize heart movement.
1248,8182,46.0,27,,2023-10-25,1,4,True,Art leader quickly toward at what investment evidence go foot.
1249,8183,18.0,20,,2024-03-22,2,31,False,Win live thing continue standard future various month who.
1250,8194,29.0,36,,2024-04-24,3,44,True,Piece significant your hope yes purpose well.
1251,8201,32.0,44,,2023-07-03,2,33,True,Building rise citizen rather debate imagine believe.
1252,8202,33.0,6,,2024-01-03,2,30,True,State student court among product challenge drive give.
1253,8207,50.0,37,,2023-08-07,1,46,True,Wind military us huge term.
1254,8225,,29,,2023-10-19,1,16,True,Appear number yeah wish box.
1255,8229,,27,,2024-06-14,1,14,False,Bring pressure sort positive pick report.
1256,8231,9.0,4,,2024-04-29,1,23,True,Own assume interesting measure interview theory professional.
1257,8240,7.0,28,,2023-09-01,1,11,True,Face subject wife degree old condition organization life hundred southern grow.
1258,8243,47.0,39,,2023-12-28,3,8,False,Scientist clear live whom plan help.
1259,8250,19.0,30,Manager Required,2024-02-07,2,9,True,Thus agree in necessary push sure hotel college stay feel.
1260,8251,32.0,27,,2024-05-18,1,26,True,Across more including part visit window between something city.
1261,8253,5.0,32,,2024-05-02,1,24,False,Phone serve conference them young mind.
1262,8258,37.0,15,,2024-12-03,2,30,True,There yard quickly card turn.
1263,8260,20.0,40,,2024-12-24,1,15,True,Believe paper coach animal last building project.
1264,8262,43.0,21,,2024-08-12,3,15,False,Ten three according begin about build part factor car.
1265,8263,,38,,2024-12-07,3,30,True,Large that technology gas all chair customer old.
1266,8264,32.0,16,,2024-06-21,1,8,True,Inside worry Democrat need check pattern campaign.
1267,8265,39.0,9,,2024-05-29,2,23,True,Keep carry wait sign west.
1268,8272,,48,Vendor Issue,2023-06-27,3,35,True,Prevent single dark southern improve thought.
1269,8273,11.0,34,,2024-08-03,2,37,True,Less meeting me town probably.
1270,8293,8.0,33,,2024-03-27,2,41,True,Deep skin gas upon fall summer.
1271,8306,32.0,29,,2024-07-04,3,5,True,Study stage perform sing billion rest.
1272,8311,39.0,33,,2024-10-22,1,25,True,What exist happy hot shake hold father.
1273,8314,,7,Security Concern,2023-02-24,1,21,True,Into my federal just game whole indicate off travel kind.
1274,8315,50.0,7,,2024-08-23,2,18,True,Picture available billion bed trip blood stay natural.
1275,8317,47.0,37,,2023-05-20,3,2,True,Rest candidate pressure appear three.
1276,8321,31.0,42,,2024-05-18,3,18,True,Specific or mission again hit drug call first everything fight early.
1277,8322,39.0,33,,2024-06-12,3,47,True,How kind expert avoid avoid station try.
1278,8374,,25,,2024-09-17,1,9,True,Commercial learn important can middle with through.
1279,8375,40.0,13,Complex Technical Issue,2024-02-02,3,33,False,Still wish write left five here heart way the your.
1280,8387,5.0,1,,2024-03-22,2,18,True,Market example capital however usually strong vote yeah issue.
1281,8391,21.0,32,,2024-06-10,1,9,True,Black land benefit seat explain or know will matter.
1282,8396,15.0,20,,2023-07-31,2,13,True,Figure bill focus far west speech simply type small.
1283,8397,33.0,42,,2024-08-13,1,48,True,Whom kitchen majority itself do.
1284,8399,6.0,9,,2023-12-26,2,32,True,Age brother call thought six church sister left plan.
1285,8402,,2,,2024-07-09,3,28,True,Figure total nothing spend technology cause your care street.
1286,8409,26.0,27,Complex Technical Issue,2023-12-02,2,48,True,Exist message ability staff line yes.
1287,8419,43.0,34,,2023-05-30,3,15,True,Appear everybody both list theory billion while skill.
1288,8423,,14,,2024-08-31,2,23,True,Letter have evening media situation.
1289,8431,33.0,38,,2024-07-22,2,34,True,Just bring especially election maybe blood side power.
1290,8432,45.0,42,,2024-08-01,1,10,False,Name much employee occur.
1291,8438,37.0,39,,2024-11-11,3,40,False,Special assume claim outside goal bank industry.
1292,8455,13.0,15,,2023-10-26,3,30,True,Book note walk yard figure.
1293,8457,47.0,13,Complex Technical Issue,2024-06-10,1,11,True,Author positive behavior such necessary worry candidate.
1294,8470,9.0,5,,2024-10-29,1,39,True,Develop do painting sell peace run your information condition catch conference.
1295,8471,,6,,2024-02-20,3,31,False,Find memory around clearly hospital old.
1296,8473,40.0,50,,2023-08-08,1,9,False,Major way realize improve tough appear trip west heart son.
1297,8481,38.0,23,,2023-11-27,1,4,True,Century strategy standard better common girl month actually occur.
1298,8487,31.0,23,,2023-06-07,1,15,False,Owner situation commercial how event.
1299,8491,39.0,29,,2024-03-15,1,20,False,Offer camera growth identify baby key including.
1300,8492,36.0,46,Complex Technical Issue,2023-12-06,1,35,True,Relate collection radio blue region society.
1301,8498,29.0,5,,2024-09-15,1,3,True,Concern situation successful head perhaps dream attorney person.
1302,8512,20.0,38,,2023-08-04,1,42,False,Everybody little check skin director character day.
1303,8516,,31,,2024-05-07,2,20,True,Although whatever local career building catch such.
1304,8522,11.0,20,,2023-11-21,1,3,True,Relationship paper imagine line sometimes.
1305,8532,,49,,2024-12-13,1,18,True,Quickly expect eat bag stuff add head.
1306,8535,17.0,37,,2024-03-30,3,11,True,Recently second message front peace class movement gas item use.
1307,8544,1.0,36,,2024-04-10,1,5,False,House people they various rise rather.
1308,8550,14.0,16,,2024-10-06,2,19,True,Hot myself ability fall close.
1309,8562,19.0,36,,2023-11-27,2,41,True,Study man almost particularly nothing than team strategy yourself with.
1310,8567,50.0,5,,2024-09-10,3,33,False,Painting else field determine individual woman yourself near boy on.
1311,8568,1.0,34,,2023-02-23,1,26,True,Life focus sing value fill whose.
1312,8572,29.0,33,,2024-08-08,3,8,True,Feeling various trial position administration always.
1313,8575,,28,,2023-02-27,1,17,True,Describe rule draw site travel.
1314,8581,,34,,2024-07-03,3,1,True,Should well leader my ok always.
1315,8585,32.0,48,,2024-01-02,2,1,True,Break television surface job can act so.
1316,8588,49.0,41,,2024-11-22,1,45,True,Range according follow dark simple.
1317,8590,31.0,17,,2024-01-24,1,44,True,Four final let and anyone morning product they stand.
1318,8592,20.0,36,,2023-12-14,1,19,True,Management organization let along face.
1319,8594,3.0,7,,2024-05-22,3,43,True,Gas fact we finish until.
1320,8598,43.0,9,,2024-07-29,2,22,False,Important because wind every five.
1321,8610,43.0,18,,2024-06-09,3,11,True,Start top glass fund between lawyer ten.
1322,8640,2.0,19,Manager Required,2024-01-03,1,2,True,Likely trouble performance believe during man final accept bit unit.
1323,8643,3.0,43,Manager Required,2023-10-22,1,24,True,Generation guy peace performance fast reason character participant.
1324,8658,42.0,19,,2023-06-15,3,46,True,Season figure present would few student business hard.
1325,8666,46.0,21,,2023-05-12,1,42,False,Top sense government water shoulder both those fish.
1326,8674,21.0,39,,2024-01-09,1,31,True,Standard common deal scene majority though.
1327,8675,1.0,42,,2023-03-23,1,8,True,On effort leg stage nor choose.
1328,8679,34.0,15,Complex Technical Issue,2024-05-14,3,29,True,Him building practice space general full better.
1329,8692,19.0,35,SLA Breach Risk,2023-04-24,1,12,True,Affect explain morning talk parent run.
1330,8701,25.0,16,,2023-03-18,2,25,False,Way similar painting put himself civil water sing for.
1331,8724,,38,,2023-08-25,1,40,True,Buy suffer page point listen off of improve old.
1332,8730,2.0,17,,2024-09-01,2,14,False,Knowledge institution some later suffer long population budget recognize.
1333,8745,,27,Complex Technical Issue,2024-10-07,3,35,False,Section possible likely course total side me fight.
1334,8757,30.0,26,,2023-05-23,2,37,True,Break sign will career push still.
1335,8762,10.0,27,,2023-08-06,1,5,True,Play store also particularly senior quickly continue property.
1336,8774,21.0,30,,2024-04-07,3,30,True,Specific there talk hit rock success camera oil answer.
1337,8784,,5,,2023-11-08,3,28,False,Already bill girl ahead agreement hotel maybe never short.
1338,8786,1.0,49,,2024-04-04,3,45,True,Level billion now game sign break end product just line.
1339,8793,,38,,2024-08-21,2,7,False,Unit report home build wonder produce age out.
1340,8807,7.0,4,Complex Technical Issue,2024-09-14,3,23,True,Conference growth happy trouble at hospital forget collection think.
1341,8813,14.0,12,,2024-03-30,2,16,True,Center professional someone character street action let between.
1342,8816,19.0,1,,2023-10-09,3,18,True,Seek marriage great employee especially administration region whom despite.
1343,8818,12.0,34,,2024-09-02,3,48,True,Same cultural through organization step seven writer garden.
1344,8819,,23,,2023-06-18,1,31,True,Might body sing professional employee act teach partner kid something.
1345,8821,37.0,10,,2024-08-02,1,45,True,Place campaign black behind meet white officer hope marriage attorney.
1346,8830,25.0,22,,2024-11-29,1,29,False,Space two buy age provide.
1347,8831,38.0,34,,2024-01-25,2,41,True,Operation suggest upon sure.
1348,8837,10.0,15,,2023-02-25,1,10,True,Most adult establish outside price through.
1349,8851,13.0,36,,2024-06-09,2,17,False,Side gas thought service up process this degree blue several.
1350,8852,6.0,43,,2024-12-23,2,26,True,Difference but form half.
1351,8861,10.0,47,,2024-04-15,2,29,True,Help stay radio off dream kind hospital parent no when.
1352,8864,13.0,15,,2023-09-14,3,32,True,Mouth campaign claim exactly.
1353,8876,25.0,37,,2024-07-02,2,14,False,Outside tough arm place tell civil physical.
1354,8877,6.0,20,,2024-07-05,1,23,False,Machine student service middle lawyer reach hear.
1355,8879,13.0,39,,2024-09-15,1,48,False,After chair book pick most kid.
1356,8882,46.0,41,,2024-02-20,2,11,True,Ahead break movement base cause.
1357,8886,18.0,48,,2024-07-16,1,5,True,Throw discuss and situation so know realize hear recent seek.
1358,8887,5.0,32,,2023-06-14,1,24,True,If Mr significant list indicate always.
1359,8894,41.0,13,,2024-09-27,3,11,True,Front seem table organization network spend a.
1360,8901,47.0,43,,2024-10-11,3,32,False,Institution from lawyer charge.
1361,8902,44.0,42,,2024-03-11,3,8,True,Specific prepare million bill.
1362,8921,26.0,11,,2024-11-30,3,24,False,Drug stuff way mother position service your focus.
1363,8926,24.0,17,,2023-08-19,3,15,False,Defense turn thousand space likely deal care.
1364,8928,35.0,48,Vendor Issue,2023-10-30,1,48,True,Myself notice standard describe many practice Republican.
1365,8942,34.0,8,,2024-09-18,1,29,True,Land still response raise politics remember family on street stock.
1366,8945,45.0,48,,2024-06-23,3,26,False,Either author role very buy take tough.
1367,8946,27.0,30,,2024-09-04,1,28,False,Side statement attorney next show run fill west join hold speech.
1368,8947,9.0,47,,2024-06-28,2,22,True,Recognize imagine perform sure discuss approach push model really agent woman.
1369,8951,7.0,18,,2023-07-29,2,20,True,Collection billion religious night car international.
1370,8953,13.0,38,,2024-06-07,1,47,False,Moment open every themselves sport.
1371,8955,31.0,49,,2023-05-17,2,7,True,He line whose could thought country stand.
1372,8956,,40,,2023-07-30,3,32,True,Dark little value arrive forward.
1373,8957,4.0,48,,2024-07-21,3,48,False,Ready church wife recognize choose anyone task before drug here choice.
1374,8962,22.0,18,,2024-07-08,2,8,True,Live something step edge which.
1375,8964,17.0,13,,2024-05-24,3,37,True,Hour mean traditional feel yard reality fact enter authority piece.
1376,8972,14.0,41,Customer Dissatisfaction,2024-09-25,3,14,True,Long never must might face food open discuss skill time.
1377,8975,,10,,2024-07-23,3,10,False,Science the choose heavy left morning usually after.
1378,8976,24.0,12,,2024-02-17,2,22,True,Conference wrong business remember still turn value economic center name.
1379,8980,4.0,17,,2023-11-17,2,42,False,Will tax whether discussion day then former risk.
1380,8982,49.0,14,,2024-10-09,1,11,True,Remember most property idea defense receive stay.
1381,9003,,34,,2023-04-02,3,34,True,Him computer art quite speak debate something through help.
1382,9017,34.0,40,Customer Dissatisfaction,2024-02-24,3,18,False,Receive necessary along American accept past.
1383,9029,35.0,45,Manager Required,2024-11-29,3,44,True,Television behavior boy value rule ahead key compare.
1384,9033,29.0,37,,2023-12-29,2,21,True,Lay either hundred work cultural several wear.
1385,9040,46.0,3,,2024-04-28,2,18,True,Exactly money son write.
1386,9041,38.0,22,Customer Dissatisfaction,2023-06-09,2,24,False,Deal thousand guess do however political man nice.
1387,9046,3.0,32,,2024-06-24,2,25,True,Player father picture picture shoulder north red perhaps should stage worker.
1388,9057,31.0,43,,2024-05-17,2,25,True,Together doctor theory painting cup often represent.
1389,9059,24.0,49,Security Concern,2024-04-11,2,44,True,Practice role brother feeling true thought information area apply movie.
1390,9061,15.0,32,,2023-11-25,1,9,True,Learn smile high between dinner.
1391,9064,,10,,2024-07-04,3,20,False,Find listen bar television cost.
1392,9078,34.0,14,,2024-11-04,1,16,True,This ball however standard debate event require base.
1393,9098,50.0,12,,2024-09-03,3,36,False,Value social later speak about my.
1394,9101,33.0,10,Customer Dissatisfaction,2024-04-21,1,18,True,Heavy prepare that expect natural space.
1395,9107,20.0,27,,2024-05-21,2,42,False,Cut society arrive change ok seven huge someone notice.
1396,9122,13.0,29,,2023-07-20,3,18,True,Hit foreign and bring with once walk represent positive paper.
1397,9126,24.0,25,,2024-02-15,2,12,True,Bit watch author start rich under.
1398,9129,50.0,23,,2023-02-06,2,14,True,More market explain decade player least.
1399,9136,19.0,10,,2023-08-14,1,33,True,Matter campaign necessary air certain beat.
1400,9139,7.0,35,,2024-04-15,1,8,True,Nation decide ever source knowledge.
1401,9146,35.0,21,,2024-10-27,2,20,True,Across sell rate he simply population.
1402,9167,40.0,35,,2024-11-15,3,44,True,Sign plan think station financial party food.
1403,9172,15.0,41,,2024-10-16,1,21,True,Begin least move raise involve watch each exactly minute group.
1404,9180,33.0,7,,2023-08-15,3,47,True,Oil possible leg reality their clear same.
1405,9181,40.0,47,,2024-10-18,2,32,True,Rock staff someone sport own must huge.
1406,9195,,24,,2023-08-16,1,14,True,Cup benefit economy three hot onto capital matter any idea about.
1407,9196,,19,,2023-12-20,1,40,False,Brother close husband market prove personal need plan over.
1408,9211,9.0,6,,2023-12-09,2,24,False,Ability may others lose nice.
1409,9215,17.0,2,,2024-03-28,1,48,True,School study successful stop result indeed study.
1410,9217,50.0,14,,2023-08-21,1,22,True,Field move side we various.
1411,9221,31.0,46,,2024-08-16,2,17,True,Lead often risk purpose score top hope.
1412,9222,48.0,39,,2024-11-26,2,29,True,Though act election rather student.
1413,9239,16.0,29,Customer Dissatisfaction,2024-02-20,1,34,False,Girl plan left throughout word war respond lot.
1414,9251,,22,,2023-07-31,2,40,True,Certain out visit memory run instead someone.
1415,9252,24.0,39,,2024-10-22,3,42,True,Investment job tend American first Congress pattern decade.
1416,9254,,50,,2024-12-11,2,43,False,Arm very customer top young.
1417,9264,5.0,21,,2023-10-16,2,25,False,Walk stand simply require everybody we total health factor.
1418,9272,3.0,24,,2023-09-04,1,19,True,Total hope true spend ever what relate expect act.
1419,9282,,22,,2024-09-21,1,42,False,Mission top stay discussion security concern trouble.
1420,9283,,39,Security Concern,2024-03-01,2,20,False,Dog yes certain here success matter nearly when.
1421,9289,,4,Vendor Issue,2024-11-10,2,23,False,National and dark at past size hand two prevent.
1422,9292,1.0,6,Complex Technical Issue,2023-10-25,3,31,True,Single prepare garden management action.
1423,9295,9.0,34,,2024-02-21,1,15,True,Wrong citizen mother local various north.
1424,9308,2.0,7,,2023-02-24,1,14,True,At entire happen art health beautiful student.
1425,9311,44.0,7,,2024-01-30,2,5,False,Hotel model issue so.
1426,9318,24.0,12,,2024-05-31,1,1,False,Position way leg side society she show.
1427,9330,38.0,10,,2024-10-10,1,28,True,Can water begin small sing answer management success poor case.
1428,9342,27.0,40,,2024-07-31,3,10,False,Single same sure modern check contain collection marriage.
1429,9359,40.0,15,,2024-03-09,2,3,True,Forget similar beat up almost choice rate.
1430,9375,16.0,43,,2024-07-01,1,42,False,Too house statement avoid couple start push response buy carry never.
1431,9380,40.0,15,,2024-07-11,2,34,True,Last finish thus another kitchen.
1432,9381,,8,,2024-07-09,1,31,True,After evening son result attention science difference but both.
1433,9382,14.0,8,,2024-11-05,2,3,True,Less note personal something her continue.
1434,9390,31.0,36,,2024-04-21,3,36,True,Better part yes area fact article happy each.
1435,9392,,33,,2024-11-03,2,41,False,Coach road these power suffer authority think media president level.
1436,9397,49.0,45,,2024-05-29,1,38,True,After full spend second practice popular.
1437,9401,43.0,11,,2023-08-13,2,27,True,Not because government under protect analysis challenge fire few.
1438,9406,9.0,35,,2024-11-24,2,23,True,Particularly treatment move attorney nor level free among.
1439,9415,19.0,33,,2024-08-23,3,43,True,Class read a certain natural both serious.
1440,9433,,10,,2023-12-20,3,35,True,Soon defense cultural computer.
1441,9434,,42,,2023-10-23,1,34,True,Our check along nor center every arrive race describe.
1442,9439,40.0,1,Customer Dissatisfaction,2024-08-10,1,12,True,Identify race phone catch want baby question have different town.
1443,9445,14.0,31,,2023-09-01,1,4,False,Source receive phone on including speak blue since.
1444,9448,18.0,4,,2024-09-23,1,29,True,See rest than drive like.
1445,9457,7.0,18,,2024-09-21,2,40,True,Billion describe central form consumer remain cause how general.
1446,9463,42.0,47,,2024-03-15,2,47,False,Film chair push owner get continue official.
1447,9480,14.0,49,Complex Technical Issue,2024-02-20,1,44,True,We identify although enjoy include process billion perform fast.
1448,9489,17.0,41,,2024-03-30,1,43,True,Reality person benefit PM about specific author alone forget.
1449,9498,20.0,10,,2024-03-13,1,41,True,Simple section whatever because themselves five south surface.
1450,9501,24.0,34,,2024-09-19,3,18,False,Blue these science accept that serious detail brother inside always.
1451,9518,23.0,38,,2024-11-05,2,18,False,Forward truth suddenly create inside doctor budget.
1452,9521,10.0,36,,2024-10-24,3,13,True,These exist realize including should organization find near option.
1453,9531,50.0,46,,2024-09-23,3,45,True,Should gun seek successful international.
1454,9536,41.0,9,,2024-12-19,2,28,False,How move executive know leg very may culture can.
1455,9541,38.0,50,Manager Required,2024-09-09,1,31,True,Create without lay knowledge onto these you task mother.
