ticket_id,customer_id,assigned_agent_id,product_id,category_id,priority_id,status_id,subject,description,created_date,resolved_date,last_updated,first_response_date,resolution_time_hours,response_time_hours,customer_satisfaction,is_escalated,escalation_reason,tags,source
8245,3753,6.0,7,7,1,4,Rich chair senior institution enter.,Company fish and find tough any. Ahead receive recent hair check to. Current four media condition effect compare. Side believe effort couple fire.,2024-05-27,2024-06-21,2024-10-03,2024-05-28,600.0,24.0,2.0,False,,"possible, their",Phone
8246,344,,1,5,5,2,Player report quality her hold coach first student.,Star become born. Tree pay upon bit little level blue manager.,2023-10-31,2023-11-23,2023-12-05,,552.0,,,False,,"tend, election",Chat
8247,314,25.0,5,8,1,1,Generation push one start money newspaper beyond into project reason.,Keep maybe stop list machine his yet. Full simple provide prove sign. House oil class contain available style eight.,2024-12-17,,2024-12-21,2024-12-17,,0.0,,False,,"ok, watch",Social Media
8248,635,26.0,1,8,4,3,Music unit other also add yard.,Receive history unit seek nothing. Expect usually drop official.,2023-05-20,,2024-06-29,2023-05-20,,0.0,2.0,False,,"successful, wind",Phone
8249,4494,8.0,10,7,4,6,Over who minute force himself anything order include argue.,Simple four animal on through should.,2023-03-06,2023-03-18,2023-06-25,2023-03-06,288.0,0.0,2.0,False,,"give, trial",Phone
8250,3311,19.0,5,5,4,4,Travel single garden born data suggest inside view.,Friend society reveal close sort market.,2023-08-03,2023-08-08,2024-03-24,2023-08-03,120.0,0.0,2.0,True,Manager Required,"house, participant",Social Media
8251,4575,32.0,1,1,4,4,Become himself piece yes yet.,Other heavy force scene day do now. Win practice case by miss lose. Energy despite other movement while church second.,2023-12-04,2023-12-19,2024-05-22,,360.0,,,True,,"allow, language",Portal
8252,3861,17.0,4,5,2,4,Window let Democrat upon responsibility.,Usually in product. Group off reality center require. What easy through amount chair.,2024-04-09,2024-04-18,2024-09-27,2024-04-10,216.0,24.0,,False,,"avoid, course",Chat
8253,2572,5.0,5,6,2,6,News voice too third start state economic around relate.,Teacher night teacher between writer like. Matter issue industry. Bank Republican staff bit worry hit plan. Contain civil more charge mean smile popular there.,2024-03-15,2024-03-21,2024-08-08,,144.0,,,True,,"rise, news",Chat
8254,3691,18.0,3,8,1,3,Add perform business southern pick door road least could peace.,Hand maybe water many visit political. Here remain if ground material nearly.,2023-11-11,2023-11-14,2024-01-28,2023-11-12,72.0,24.0,,False,,"military, learn",Social Media
8255,619,30.0,6,8,5,2,Radio information big enjoy myself may relationship nice today camera.,Material scene interview a still state start. Federal probably final response relationship. Form enough moment which parent our.,2024-04-05,,2024-09-20,2024-04-06,,24.0,5.0,False,,"name, total",Social Media
8256,964,1.0,1,8,2,7,Control couple fact spend development list.,Stop throw thank both.,2024-05-22,2024-05-23,2024-07-03,2024-05-22,24.0,0.0,5.0,False,Vendor Issue,"because, example",Chat
8257,1988,,2,3,5,3,Later color radio reflect food form resource.,Race reach right share. Get fund ever us.,2024-05-21,2024-06-16,2024-11-08,2024-05-22,624.0,24.0,,False,,"tough, throw",Chat
8258,626,37.0,9,2,2,4,Place for ready direction how sort.,Least enjoy prepare relate board. Practice protect seven can seek themselves wall. Hotel eight write however.,2024-12-03,,2024-12-06,2024-12-04,,24.0,,True,,"operation, hotel",Portal
8259,2879,13.0,1,1,4,7,Once personal position several brother room improve pull stuff measure.,Something catch bag option too method pattern. Source result fund huge it.,2024-10-18,2024-11-03,2024-12-03,2024-10-19,384.0,24.0,2.0,False,Manager Required,"total, table",Social Media
8260,137,20.0,5,1,4,4,Science resource similar civil lose important.,Big skill culture recently always. Difference note behavior program remain wind strategy process. Woman attention within will view candidate.,2024-12-24,2024-12-26,2024-12-24,2024-12-24,48.0,0.0,4.0,True,,"computer, my",Portal
8261,4938,40.0,4,6,4,4,Better talk total reduce stuff beat major.,Top loss serve stuff where continue. Radio product rest. Natural play practice always. Memory mother around.,2024-04-02,2024-04-27,2024-09-27,2024-04-03,600.0,24.0,4.0,False,,"peace, maybe",API
8262,4572,43.0,9,2,4,3,Produce worker sign claim usually law.,Memory painting effect cost partner minute. Action task less father today ground employee conference. His writer especially network plan.,2024-02-17,,2024-08-23,2024-02-17,,0.0,5.0,True,,"wonder, stand",Chat
8263,92,,2,7,1,1,Reality hand president seven million player key bag.,Suddenly hand maintain couple travel present above. Section probably enter ten purpose house read. Trouble already remember can bed responsibility.,2024-11-03,,2024-12-15,2024-11-04,,24.0,,True,,"garden, green",Portal
8264,4686,32.0,2,5,1,6,Land out away inside over paper small.,Almost travel organization reality especially. Car technology none sport. Blood respond part bar.,2023-11-15,2023-12-09,2024-09-25,,576.0,,3.0,True,,"style, moment",Chat
8265,1148,39.0,7,1,4,7,Paper mouth remember total we keep common floor.,Create appear city guy account serious enough. Develop edge across early main doctor participant.,2023-11-20,2023-11-29,2024-10-19,2023-11-20,216.0,0.0,,True,,"impact, enter",Phone
8266,4184,,6,6,4,1,Institution Democrat event generation beautiful time last.,Major move base two traditional sea in gun. Find address between staff write help. Him bad leader just fear trouble.,2024-12-05,,2024-12-22,,,,,False,,"marriage, little",Phone
8267,4129,,4,5,2,5,Itself car debate everybody get student when year.,Movement reality movie final firm. Doctor cut arm guy money office trouble. Lose nature local.,2023-08-22,,2024-11-10,2023-08-23,,24.0,,False,,"suggest, race",Email
8268,390,6.0,1,3,1,6,Energy begin find ever half upon court worker ahead.,How particularly day raise. Bit head environmental conference.,2024-09-29,2024-10-28,2024-10-04,2024-09-30,696.0,24.0,,False,,"beat, attack",Chat
8269,2221,43.0,8,8,1,5,Animal listen edge goal eight direction activity.,Adult green position hot magazine. Out would brother box try.,2024-03-24,,2024-03-31,2024-03-24,,0.0,4.0,False,,"operation, receive",Phone
8270,226,25.0,5,6,4,1,Mission produce Republican old employee newspaper.,Ready certain evidence cost. Early traditional its conference price new clearly prepare.,2024-12-22,,2024-12-28,2024-12-22,,0.0,2.0,False,,"situation, important",Portal
8271,3404,7.0,4,8,3,6,Check ok true either threat my model read.,Rather condition military team yeah trial. Whole those stand.,2023-04-29,2023-05-12,2024-01-11,,312.0,,,False,,"decision, work",Phone
8272,2370,,2,7,1,6,Us at former quickly decision east.,Rest author on current least step.,2023-06-16,,2024-05-02,2023-06-17,,24.0,,True,Vendor Issue,"girl, vote",Portal
8273,3718,11.0,5,8,1,6,Writer simple sort direction chair minute under arrive.,Take strong save parent just watch include successful. Between happy test weight upon city.,2024-06-23,2024-07-20,2024-08-29,2024-06-23,648.0,0.0,5.0,True,,"dog, oil",Phone
8274,2492,35.0,1,2,2,1,Down magazine itself service stock.,Go lawyer particular parent. Message through purpose write. Where certainly factor moment available care unit leader.,2024-11-28,2024-11-28,2024-12-11,2024-11-28,0.0,0.0,,False,,"positive, from",Phone
8275,4471,47.0,8,2,2,6,Thank suggest lay sea surface interesting.,Special writer particular. Approach man recently look smile site recent. Night staff mean our record. Gun treatment police student size community.,2024-03-04,2024-03-12,2024-03-29,2024-03-04,192.0,0.0,,False,,"anyone, fight",API
8276,1581,39.0,9,2,4,6,Personal share occur sit week hard budget family.,Sometimes kitchen stand nearly reflect number. Feeling woman opportunity tend with tough. Which almost once people later also.,2023-01-09,2023-01-25,2024-12-06,2023-01-09,384.0,0.0,,False,,"term, character",Phone
8277,1108,15.0,9,3,1,1,Southern man a work approach report.,Event health behavior dream race direction. Impact cost and bill fall.,2023-05-30,2023-06-22,2024-11-08,2023-05-31,552.0,24.0,1.0,False,,"partner, capital",Phone
8278,546,15.0,6,8,5,2,Child data today another power.,Couple ten themselves treatment street. Least toward take list speak scientist again change. Use manage maybe society know garden trouble debate.,2024-01-20,,2024-04-10,2024-01-20,,0.0,1.0,False,Vendor Issue,"book, by",Chat
8279,693,,9,5,5,1,As only late could poor happen notice.,Each when choice suddenly full be who. High only chair contain ask serious my. Cut big edge over building.,2023-01-16,,2023-07-08,,,,,False,,"something, party",Email
8280,359,29.0,4,6,5,4,Individual consider teacher continue yourself major budget toward.,Seat parent natural early kitchen. Produce data role grow short prevent less yes. Class act begin culture million. Sometimes threat special add senior every court could.,2023-07-18,2023-07-30,2024-01-26,,288.0,,,False,,"other, direction",API
8281,488,40.0,9,1,5,5,Condition strategy authority know different town responsibility.,Street among offer. Threat economy two of century.,2023-09-19,2023-10-10,2024-05-06,2023-09-20,504.0,24.0,4.0,False,,"event, will",API
8282,3507,26.0,7,7,2,3,Student through newspaper represent bank hope three defense result behavior.,Technology either degree community drop theory program. Me add try claim a sometimes edge. Allow war red take positive little commercial and. Small know business herself.,2024-08-20,2024-09-11,2024-10-22,,528.0,,4.0,False,,"party, church",Email
8283,4780,43.0,10,3,2,4,Traditional thing add character type another child risk responsibility after.,Bar television fly least final over. Outside customer structure me hot. Place could eight benefit move available personal. Old when former blue treatment grow.,2024-09-10,2024-09-15,2024-11-22,2024-09-10,120.0,0.0,5.0,False,,"article, any",Social Media
8284,2992,,7,6,2,6,Machine fall be matter avoid.,Would term voice sometimes school. Wait on send.,2024-12-24,,2024-12-25,2024-12-24,,0.0,5.0,False,,"beat, cell",Portal
8285,4368,3.0,1,2,3,6,Feeling them seat local body current TV dinner forward trial.,Young area realize.,2023-08-06,2023-08-26,2023-08-29,2023-08-06,480.0,0.0,5.0,False,Security Concern,"hope, grow",Social Media
8286,2421,50.0,6,6,1,3,Accept music easy chair owner stay crime.,As cause rest risk as answer right. Under current lead military watch six protect.,2024-05-10,2024-06-07,2024-11-26,2024-05-10,672.0,0.0,,False,,"though, news",Email
8287,4937,33.0,5,2,1,3,Here child country baby cut model until.,Top middle change.,2023-08-29,2023-09-20,2024-01-08,2023-08-29,528.0,0.0,3.0,False,,"place, since",API
8288,3054,29.0,1,2,2,2,Around people others agree city.,Development one notice spend husband suddenly. Because particular address.,2024-02-27,2024-03-02,2024-05-23,2024-02-28,96.0,24.0,,False,,"usually, reason",Social Media
8289,1605,26.0,1,8,5,1,Pull head theory perform responsibility.,View pass standard unit later. Network space hand lead tree. Professional probably rich lose.,2024-05-09,,2024-10-06,2024-05-10,,24.0,,False,,"soon, among",Portal
8290,4709,39.0,3,3,1,2,Them call close teacher employee now accept so.,Sign town know other put recognize. Information approach already ok.,2023-08-15,2023-08-27,2023-09-08,2023-08-15,288.0,0.0,,False,,"matter, someone",Phone
8291,3515,23.0,4,8,4,7,Contain study someone television make drive threat.,Reduce drug pattern section too newspaper. Easy law for help. Create make clear cold.,2024-02-29,2024-03-06,2024-03-19,,144.0,,,False,,"add, important",Phone
8292,1843,33.0,6,6,1,2,Couple him respond ago discuss especially get customer safe girl.,Start recognize kitchen study bring across effort. Dark power many responsibility poor. List traditional best when read cause mission. Where line floor gun site sure.,2023-10-28,2023-11-14,2024-09-07,2023-10-28,408.0,0.0,3.0,False,,"product, travel",Social Media
8293,1255,8.0,4,2,1,3,Computer sell thought require exactly support address.,North red leave owner. Set wife position surface score dark.,2024-03-03,,2024-05-08,2024-03-04,,24.0,3.0,True,,"project, thought",Phone
8294,350,21.0,10,4,4,7,Attention fall interview become detail explain present.,Vote left against dinner. Paper offer commercial measure.,2023-09-01,,2024-02-14,2023-09-02,,24.0,,False,Customer Dissatisfaction,"product, market",Phone
8295,16,50.0,1,3,3,6,Even raise morning soldier fish.,Fight example fall employee. Gas suffer big important. Small foot here southern billion respond strong.,2024-05-23,,2024-09-19,2024-05-24,,24.0,,False,,"like, sing",Social Media
8296,4743,47.0,4,6,4,2,Side least dark left surface protect marriage explain some administration.,Parent box front peace physical whom fill. Wrong official thing simply. Yourself ready garden through live.,2024-09-12,2024-09-16,2024-09-16,2024-09-14,96.0,48.0,1.0,False,,"without, sign",Portal
8297,4853,2.0,9,5,5,3,Clearly fast tonight win suffer Mrs who standard difficult play.,Entire important national sister audience. News personal beautiful huge.,2024-09-11,,2024-11-12,2024-09-12,,24.0,4.0,False,,"should, church",API
8298,3360,18.0,2,8,3,4,Music major boy everybody pretty base.,Often somebody world particularly pass animal to. Tree away data project performance need.,2024-12-22,2025-01-20,2024-12-26,2024-12-22,696.0,0.0,,False,,"stage, eat",Email
8299,3769,44.0,7,5,2,3,Your knowledge contain require act.,Indicate first not himself. Apply audience interesting strategy firm day score. Foreign computer as he view word.,2024-09-11,2024-10-03,2024-12-23,2024-09-11,528.0,0.0,2.0,False,,"if, nature",Portal
8300,734,2.0,8,4,4,6,Police already break wonder page.,Thought expect assume child general. School TV paper return adult. Recent agent beyond ever wife play participant.,2023-04-18,2023-05-11,2024-05-03,2023-04-19,552.0,24.0,,False,SLA Breach Risk,"the, guy",Social Media
8301,3748,17.0,3,1,1,7,Right political human image let across government beyond.,Develop whose grow special white leg. Billion available nice keep.,2023-11-07,2023-11-26,2024-11-22,2023-11-08,456.0,24.0,1.0,False,,"a, put",API
8302,1628,44.0,7,4,3,2,Without learn study stuff together that current leader.,Team marriage fast more I environmental girl. Sometimes anyone third lose amount. Able interesting behind less perhaps floor.,2024-04-03,2024-04-22,2024-11-10,2024-04-04,456.0,24.0,,False,,"study, whose",Portal
8303,212,,7,4,3,7,Rather very theory hand part.,Down throughout raise special when decade quite. Use that mind suffer fire language finish. Me dinner find happen.,2023-07-15,2023-07-22,2023-08-20,2023-07-15,168.0,0.0,2.0,False,,"pass, case",Email
8304,1723,47.0,10,1,1,4,Act book read technology my agreement.,Usually the eye hear.,2024-12-29,2025-01-02,2024-12-30,2024-12-30,96.0,24.0,3.0,False,,"nor, local",Chat
8305,1201,,10,1,4,7,Film next structure born expert.,Among cell shoulder soldier ever himself. At on reach true air. Positive never customer firm generation though.,2024-02-13,2024-03-12,2024-10-15,,672.0,,2.0,False,,"such, bit",Chat
8306,4637,32.0,8,2,4,3,Yourself purpose difference none will finish use try catch film.,Course culture produce station. Her knowledge four exist best even. Visit well final dream state.,2023-11-25,,2024-10-01,2023-11-26,,24.0,2.0,True,,"quite, deal",Chat
8307,3943,49.0,7,7,2,3,Star relate impact work draw even fast campaign south.,Body test various discuss. Later each small choice.,2023-10-26,,2024-02-17,2023-10-28,,48.0,5.0,False,,"eat, loss",API
8308,3655,6.0,1,5,1,5,Support gas forward modern score.,Financial magazine edge red professor board need. Maybe their begin room.,2023-06-22,,2024-05-01,2023-06-23,,24.0,3.0,False,,"rest, front",Phone
8309,3703,27.0,10,4,5,3,Issue anyone expect from media.,Hope office type know the past clearly. Yes seek key among rather themselves. Teacher plan choose agency. Instead standard threat.,2024-02-22,2024-03-05,2024-08-18,2024-02-22,288.0,0.0,,False,,"school, data",Chat
8310,4369,48.0,10,4,4,2,Opportunity stock sell police language.,His plant several occur ready year single full. Car indicate drop benefit parent. Research paper throw tree sport money beautiful. Budget attention either author past.,2023-03-07,2023-03-28,2024-09-04,2023-03-08,504.0,24.0,1.0,False,Complex Technical Issue,"indeed, machine",Portal
8311,3586,39.0,4,4,2,4,Fire realize will boy health walk long.,Particular so inside series. Because field me determine effect later beyond.,2023-12-22,2024-01-17,2024-12-05,2023-12-23,624.0,24.0,,True,,"win, arm",Chat
8312,1308,,6,7,2,6,Tonight surface use nearly individual husband hot.,Within early article us not. Spring list buy arrive inside democratic want.,2023-05-05,,2023-09-18,2023-05-06,,24.0,1.0,False,,"series, upon",Portal
8313,3740,10.0,10,5,2,5,Executive responsibility research strategy really society example take.,Economic meeting lot safe. Our analysis father perform also race. Edge budget east three.,2024-02-23,2024-02-27,2024-12-06,,96.0,,3.0,False,,"front, yet",Portal
8314,1636,,7,2,2,4,Place food five here within note glass now least example.,Difference visit analysis one. Father mean season parent next guy. Election mind hair risk key.,2023-01-18,,2024-01-06,2023-01-18,,0.0,1.0,True,Security Concern,"phone, sell",API
8315,115,50.0,6,4,2,6,Better could TV special answer.,This affect toward nothing. Own bill long mission address less.,2024-07-28,2024-07-30,2024-11-05,,48.0,,,True,,"wish, travel",Email
8316,3054,19.0,8,3,5,5,Herself six shake threat section process by party color.,Full ahead fact cup. Smile budget training as attention our attention control. Both author seek present break cut.,2023-06-03,2023-06-03,2023-09-13,2023-06-04,0.0,24.0,5.0,False,,"police, memory",Chat
8317,3912,47.0,1,4,5,5,Girl trip generation between despite between newspaper or usually clear cost.,Moment parent hear any pay attorney son upon. Option area four yard box. Attention life which parent door front nearly.,2023-02-09,2023-02-15,2024-07-24,2023-02-09,144.0,0.0,,True,,"piece, teach",Social Media
8318,679,31.0,6,4,4,3,Language accept statement issue operation leave study personal thought.,Stop about whose drop church sister. Rate no arrive box. Speech father political director.,2023-11-25,2023-11-30,2024-11-08,,120.0,,,False,,"voice, while",API
8319,4781,8.0,3,7,1,1,Magazine population article condition according issue bill.,Speak blue take appear physical. Left simply never drop study. Real project western mouth.,2024-03-02,2024-03-27,2024-12-09,2024-03-02,600.0,0.0,1.0,False,,"staff, reality",Phone
8320,3292,25.0,9,5,2,3,Require quality former fly experience we why popular woman mind.,Study program prove mean dream. Hard performance stop ok garden.,2024-10-28,2024-11-08,2024-11-21,2024-10-29,264.0,24.0,4.0,False,,"health, seek",Email
8321,123,31.0,2,1,5,3,However inside or he feeling hour none.,Always church at once. Conference claim decision knowledge often can require.,2024-04-27,,2024-06-28,2024-04-28,,24.0,,True,,"executive, capital",API
8322,4386,39.0,2,8,5,4,Improve large public baby story.,Support despite wall owner after study. Inside south security different analysis majority. Game imagine staff teacher.,2023-07-09,2023-07-23,2024-07-18,2023-07-10,336.0,24.0,4.0,True,,"accept, everybody",Chat
8323,2694,2.0,9,6,1,2,Forget suffer field near family Mr today someone man discuss.,Left family world law only carry. Mention activity move role fight personal course. Practice general who off.,2023-11-07,2023-11-11,2024-10-19,2023-11-08,96.0,24.0,,False,,"sure, reflect",API
8324,307,27.0,7,7,5,4,Cut wait individual hair return.,Amount nice truth everything class. Fight them beyond economic state majority.,2024-02-11,,2024-10-20,,,,,False,Vendor Issue,"although, box",Portal
8325,3171,29.0,6,6,4,6,List sure respond reach who example none style growth north.,Maybe single generation development simple weight minute. Increase although family reality small. Stuff feeling medical administration model human.,2023-05-09,,2024-12-22,2023-05-10,,24.0,1.0,False,,"build, skin",Portal
8326,909,4.0,6,2,4,6,Check example drive yard lay strong responsibility.,Bad increase maybe recognize keep sing. Long someone degree. And simply buy I effect best. Once inside opportunity able certainly.,2023-09-10,2023-10-03,2024-03-19,2023-09-11,552.0,24.0,3.0,False,Complex Technical Issue,"fight, similar",Email
8327,2968,14.0,9,4,5,3,Same source radio rise conference treatment Mrs later finish.,Candidate within business car third appear. Leave last during approach smile. Care behind receive face heavy quality child.,2024-08-18,2024-09-15,2024-10-03,2024-08-19,672.0,24.0,3.0,False,,"hope, evidence",Email
8328,4842,14.0,9,4,1,5,State dog between here.,Throughout responsibility field his child PM institution. Office common cut debate maybe.,2023-10-14,2023-11-09,2024-11-16,2023-10-14,624.0,0.0,4.0,False,,"speak, yet",API
8329,2510,39.0,8,6,2,7,New general alone bank hair claim population Democrat notice.,Effect task teacher media charge social. Dog rest source theory education. Explain choose care collection such.,2024-06-22,2024-07-02,2024-09-05,,240.0,,4.0,False,,"behind, four",Portal
8330,3129,,8,7,3,1,Town still discussion song big different office find hour.,Table court full listen. Three mind process laugh seven example discussion.,2023-08-27,,2024-06-15,2023-08-28,,24.0,,False,Vendor Issue,"place, week",Social Media
8331,3257,15.0,7,5,2,4,Happen door let around teacher reveal daughter star him television.,General result debate first argue. State whom prepare fund. Inside unit partner discover huge.,2023-02-05,2023-03-05,2023-11-24,,672.0,,2.0,False,,"suffer, teacher",Social Media
8332,575,23.0,10,2,4,4,Though yet such still daughter write.,Project imagine care. Brother memory plant. Agree idea despite already activity man perform.,2024-09-19,2024-10-13,2024-10-18,2024-09-19,576.0,0.0,2.0,False,,"set, avoid",API
8333,29,19.0,10,3,2,5,Discover bag ago true eye consider appear among item.,I better doctor develop without guess. Military total store best candidate author toward.,2023-05-25,,2024-09-26,2023-05-25,,0.0,5.0,False,,"fall, certain",Phone
8334,4497,16.0,6,5,5,4,Morning become soldier very exist himself machine southern hard.,Talk their over work rest democratic along city. Operation available scientist.,2024-01-23,,2024-03-26,2024-01-23,,0.0,,False,,"interesting, note",Chat
8335,1839,24.0,2,2,1,1,Heavy like never international former.,Reach our between school success explain place. Than control however if material option physical. Magazine age why success. Care arm manage here alone.,2024-12-19,2025-01-10,2024-12-28,2024-12-19,528.0,0.0,,False,Vendor Issue,"skill, accept",Portal
8336,1392,50.0,10,6,2,5,Particular along laugh realize officer section.,Little analysis woman girl paper ago. Hair out international nation visit more those.,2024-12-17,2024-12-17,2024-12-30,2024-12-17,0.0,0.0,3.0,False,,"high, compare",API
8337,553,7.0,5,1,1,1,None reduce to top night.,Economic one party.,2024-01-17,2024-01-27,2024-09-29,2024-01-18,240.0,24.0,,False,,"organization, this",Social Media
8338,2642,37.0,1,2,2,4,Yes realize doctor as accept family sister young rest.,Mention activity student share imagine itself meet suffer. War actually simply today him want.,2023-10-04,2023-11-01,2024-04-11,2023-10-05,672.0,24.0,1.0,False,,"a, identify",Phone
8339,4926,40.0,10,8,3,2,Two common large expect east candidate.,Whose per role few environmental dream social total. Current any century best house.,2024-05-20,,2024-07-12,2024-05-20,,0.0,,False,,"owner, I",Chat
8340,3526,9.0,10,2,3,6,Listen want type single field human after fast so.,Activity avoid pull land image beat. Chance may what particularly large large investment.,2023-05-24,,2024-11-02,2023-05-25,,24.0,3.0,False,,"let, include",Portal
8341,919,12.0,8,8,1,5,Audience force set fall himself all.,Us throw factor information. Event would some trial feeling believe report sort. Collection night development education decision magazine imagine.,2023-03-12,2023-03-23,2023-10-29,2023-03-12,264.0,0.0,,False,Customer Dissatisfaction,"serve, decide",Social Media
8342,2389,15.0,7,4,5,6,Cause discover marriage out.,Site anyone west southern board. Five office whose off rate throw.,2023-08-17,,2023-09-06,2023-08-17,,0.0,,False,,"station, owner",API
8343,1102,29.0,6,1,3,3,Such million senior financial establish evidence full sound accept not.,Let including seven bar baby prevent director. Official concern right collection reality.,2024-12-29,2025-01-23,2024-12-29,2024-12-29,600.0,0.0,5.0,False,,"open, impact",Phone
8344,1574,3.0,6,8,3,6,Person take they speak line article mission moment.,Organization marriage line toward American we gas. Morning attention provide course consumer.,2024-09-09,2024-09-16,2024-12-29,2024-09-10,168.0,24.0,3.0,False,,"pick, go",Social Media
8345,3761,34.0,4,5,5,4,Discuss fund there song prove may happy natural.,Specific leader attack charge interview draw most. Civil could training enough black here. Which while director shake.,2024-05-20,,2024-09-23,2024-05-20,,0.0,4.0,False,,"reality, least",Social Media
8346,640,27.0,6,1,4,2,Easy common throughout worker would stage.,No meet school seat memory great none. Prove yeah our summer director beyond.,2023-08-29,2023-09-10,2024-03-14,,288.0,,,False,,"section, hand",Social Media
8347,2137,3.0,4,5,1,7,Remain born professional have year still everything.,Bill up spend go security bit hand. Raise which ok agree.,2023-10-15,2023-10-28,2023-12-03,2023-10-15,312.0,0.0,,False,,"owner, seven",API
8348,2376,1.0,6,6,5,5,Let film take security instead reflect.,Western support important worker successful. Career of personal cover instead common. Customer leave thing town Democrat southern husband.,2024-11-03,2024-11-21,2024-11-24,,432.0,,,False,,"could, maintain",Phone
8349,2074,37.0,5,1,4,6,Program admit nice yeah professional hard.,Really picture often Mr water effect church trial. Society according with.,2024-02-04,2024-02-26,2024-03-30,,528.0,,5.0,False,,"laugh, maybe",Chat
8350,2944,17.0,7,7,5,5,Later anything ahead city discuss value protect together western economy.,Happy base beat join. Plant across be.,2024-03-10,2024-04-02,2024-04-13,,552.0,,1.0,False,,"so, ago",Social Media
8351,4962,27.0,2,2,2,7,Bring ok might include allow seat religious process sign seat.,Probably area address girl today skin big star. Despite picture carry explain city between director.,2024-08-09,2024-08-13,2024-08-25,,96.0,,5.0,False,,"organization, anything",API
8352,3698,3.0,3,8,5,5,Order process less office church process television detail rock ago.,No represent deep remain recently cause cold garden. Reach bad debate. Out film economy listen about actually whom.,2023-11-24,2023-12-16,2024-12-13,2023-11-25,528.0,24.0,4.0,False,,"effort, very",Portal
8353,313,5.0,8,1,4,7,Budget return want nation music whatever clearly.,Establish administration perform protect imagine best town. Growth half near vote Republican.,2023-01-24,2023-02-21,2023-05-26,2023-01-25,672.0,24.0,3.0,False,,"picture, allow",Chat
8354,689,17.0,4,3,4,1,Discuss product adult opportunity job.,Show west cell close help. Never itself win where field entire hope area. Even PM anything.,2023-12-24,2024-01-15,2024-11-07,2023-12-25,528.0,24.0,,False,,"range, run",Email
8355,2039,,10,6,5,6,Item store bed across among foot future economy.,Majority break message push. Director available agreement foot describe reflect. Family office market history address size yourself board.,2024-12-27,2025-01-20,2024-12-29,2024-12-27,576.0,0.0,5.0,False,,"find, gun",Chat
8356,51,17.0,8,5,2,5,Degree serious trade trade large six father cause expert couple.,Stuff too section. Top girl billion where view. Base subject position sport receive run use a.,2023-05-28,2023-06-23,2024-06-11,,624.0,,1.0,False,,"reduce, work",Email
8357,761,30.0,4,3,2,4,Improve push mouth business environment discussion operation allow way.,Miss probably government physical long. Technology professional interest party which plant sound.,2023-05-15,2023-05-22,2023-08-25,2023-05-16,168.0,24.0,1.0,False,Vendor Issue,"so, represent",Phone
8358,4322,30.0,9,5,1,4,Provide knowledge money will him.,Last meet open effect alone water site. Doctor administration rule factor turn. Moment type close message run.,2024-05-26,,2024-08-31,2024-05-27,,24.0,,False,,"carry, decide",Social Media
8359,3029,1.0,8,7,5,6,Hair member television Republican each reason site to determine.,Sound scientist near human effort. Low worry what. Test vote yes pretty rich high rule.,2024-04-11,2024-05-09,2024-05-20,2024-04-12,672.0,24.0,1.0,False,,"kind, citizen",Email
8360,2391,,2,3,1,4,Effort between also suffer behavior area billion else.,World prepare clearly keep consider it check. American paper power detail. We television investment admit trip seek side.,2023-04-29,2023-05-27,2023-10-09,2023-04-29,672.0,0.0,5.0,False,,"admit, enjoy",Phone
8361,3939,,4,5,2,6,Suffer whether response teacher reveal small fact admit.,Front mention behavior measure Congress more. Information southern lose me. Available oil plant travel whose again marriage.,2023-10-09,2023-11-04,2024-06-22,2023-10-10,624.0,24.0,,False,,"run, model",Phone
8362,1868,31.0,5,2,3,3,Short house anything group beat front join rate amount.,Baby administration must attention most north. Firm coach population others full rich similar.,2023-11-30,2023-12-22,2024-04-13,,528.0,,1.0,False,,"book, product",Email
8363,2907,33.0,3,4,4,6,Sing or travel interesting none environment beyond blue city value say.,Benefit front high across identify pay that. Opportunity five close while.,2023-05-08,2023-05-10,2023-08-25,2023-05-08,48.0,0.0,2.0,False,,"machine, home",Chat
8364,1368,24.0,3,5,1,5,If current its alone according issue though member none during.,Artist realize himself. Myself those agent top yard. Man country commercial policy. Establish financial picture suddenly current after.,2023-07-14,2023-08-01,2024-03-09,,432.0,,3.0,False,,"morning, government",API
8365,696,19.0,2,2,2,5,Live create understand degree personal thus as front really.,Wonder machine quite very positive. Old over music front.,2024-03-31,2024-04-21,2024-07-07,2024-03-31,504.0,0.0,,False,Customer Dissatisfaction,"painting, ten",Portal
8366,3476,16.0,6,2,5,1,Discussion experience population risk vote across be wait still.,Fact water perhaps rich. Amount treatment however choose always box direction.,2023-06-22,2023-06-26,2023-10-25,2023-06-22,96.0,0.0,,False,,"long, teach",Portal
8367,3927,33.0,6,8,1,3,Respond station grow leave threat five you.,Property pull another coach tough. Mean sell tree travel establish mouth but. Tough young effort matter box next reflect training.,2023-10-21,2023-10-24,2023-12-29,2023-10-22,72.0,24.0,,False,,"use, practice",Chat
8368,3165,11.0,2,7,2,7,Successful boy chance seven pressure major letter would scene receive.,Indeed course involve almost very pick reality suggest. Knowledge cold many strategy arm reveal sister. Believe business season.,2023-12-01,,2024-10-18,2023-12-01,,0.0,4.0,False,,"pass, we",Email
8369,1701,35.0,5,2,3,4,Relate method bill source third.,Indicate how himself third meeting civil not. Goal work miss camera group. Writer tree deal feel traditional fill his.,2023-11-22,2023-11-23,2024-11-24,2023-11-22,24.0,0.0,5.0,False,,"west, room",Email
