commission_id,deal_id,rep_id,deal_value,commission_rate,commission_amount,payment_date,status,payment_method,tax_withheld
650,650,15,335870,0.118,39632.659999999996,2023-07-05,Paid,Wire Transfer,9908.164999999999
651,651,26,424467,0.077,32683.959,2023-11-11,Paid,Wire Transfer,8170.98975
652,652,49,390373,0.088,34352.824,2023-11-21,Paid,Direct Deposit,8588.206
653,653,41,488095,0.072,35142.84,2024-07-23,Disputed,Check,8785.71
654,654,9,418128,0.072,30105.215999999997,2024-07-20,Pending,Direct Deposit,7526.303999999999
655,655,24,168202,0.097,16315.594000000001,2024-06-08,Pending,Direct Deposit,4078.8985000000002
656,656,36,320561,0.063,20195.343,2025-08-12,Disputed,Check,5048.83575
657,657,43,12170,0.074,900.5799999999999,2024-07-11,Pending,Direct Deposit,225.14499999999998
658,658,15,168787,0.118,19916.865999999998,2024-03-02,Pending,Check,4979.2164999999995
659,659,15,70089,0.118,8270.502,2023-09-23,Disputed,Check,2067.6255
660,660,31,416645,0.096,39997.92,2024-03-08,Disputed,Check,9999.48
661,661,17,62366,0.127,7920.482,2025-01-13,Paid,Check,1980.1205
662,662,7,54602,0.071,3876.7419999999997,2025-04-06,Pending,Wire Transfer,969.1854999999999
663,663,30,304259,0.093,28296.087,2023-12-01,Paid,Check,7074.02175
664,664,39,64647,0.081,5236.407,2023-10-21,Paid,Direct Deposit,1309.10175
665,665,6,135631,0.15,20344.649999999998,2025-05-22,Disputed,Wire Transfer,5086.162499999999
666,666,1,261220,0.123,32130.06,2024-10-09,Paid,Check,8032.515
667,667,25,494221,0.085,42008.785,2025-10-07,Pending,Check,10502.19625
668,668,27,399190,0.148,59080.119999999995,2024-11-12,Paid,Wire Transfer,14770.029999999999
669,669,45,282165,0.136,38374.44,2024-04-16,Disputed,Check,9593.61
670,670,28,283784,0.091,25824.344,2024-02-19,Pending,Wire Transfer,6456.086
671,671,49,166743,0.088,14673.384,2024-07-21,Paid,Wire Transfer,3668.346
672,672,50,433561,0.1,43356.100000000006,2024-11-27,Pending,Direct Deposit,10839.025000000001
673,673,28,421834,0.091,38386.894,2025-03-26,Pending,Direct Deposit,9596.7235
674,674,37,26249,0.061,1601.189,2024-05-01,Pending,Wire Transfer,400.29725
675,675,24,177044,0.097,17173.268,2024-07-26,Disputed,Wire Transfer,4293.317
676,676,14,446593,0.065,29028.545000000002,2024-03-30,Paid,Wire Transfer,7257.1362500000005
677,677,22,75854,0.113,8571.502,2024-12-23,Paid,Check,2142.8755
678,678,38,479299,0.091,43616.208999999995,2024-08-03,Paid,Check,10904.052249999999
679,679,50,132495,0.1,13249.5,2025-03-26,Pending,Check,3312.375
680,680,5,472229,0.09,42500.61,2025-02-10,Pending,Wire Transfer,10625.1525
681,681,7,89995,0.071,6389.6449999999995,2024-12-07,Pending,Direct Deposit,1597.4112499999999
682,682,35,451658,0.071,32067.717999999997,2024-09-12,Pending,Direct Deposit,8016.929499999999
683,683,42,453343,0.103,46694.329,2025-12-12,Pending,Direct Deposit,11673.58225
684,684,1,296640,0.123,36486.72,2024-07-22,Pending,Wire Transfer,9121.68
685,685,43,392505,0.074,29045.37,2024-12-26,Disputed,Check,7261.3425
686,686,4,294363,0.079,23254.677,2025-08-23,Pending,Direct Deposit,5813.66925
687,687,2,490399,0.074,36289.526,2025-09-09,Disputed,Check,9072.3815
688,688,6,482173,0.15,72325.95,2024-12-05,Paid,Wire Transfer,18081.4875
689,689,10,47967,0.062,2973.954,2024-06-03,Disputed,Direct Deposit,743.4885
690,690,7,439236,0.071,31185.755999999998,2024-04-02,Disputed,Direct Deposit,7796.438999999999
691,691,46,219551,0.121,26565.671,2024-02-22,Pending,Wire Transfer,6641.41775
692,692,49,28360,0.088,2495.68,2023-08-16,Pending,Direct Deposit,623.92
693,693,31,409799,0.096,39340.704,2024-04-17,Pending,Check,9835.176
694,694,25,51874,0.085,4409.29,2025-08-17,Pending,Check,1102.3225
695,695,8,301520,0.054,16282.08,2025-01-28,Paid,Check,4070.52
696,696,14,363557,0.065,23631.205,2024-09-22,Disputed,Direct Deposit,5907.80125
697,697,10,224550,0.062,13922.1,2024-05-06,Disputed,Direct Deposit,3480.525
698,698,27,379049,0.148,56099.252,2023-06-30,Paid,Check,14024.813
699,699,5,451536,0.09,40638.24,2024-03-08,Paid,Direct Deposit,10159.56
700,700,4,24639,0.079,1946.481,2024-10-24,Disputed,Wire Transfer,486.62025
701,701,10,128214,0.062,7949.268,2024-04-29,Pending,Wire Transfer,1987.317
702,702,12,432148,0.135,58339.98,2025-08-04,Paid,Direct Deposit,14584.995
703,703,2,3446,0.074,255.004,2024-04-09,Paid,Wire Transfer,63.751
704,704,22,410302,0.113,46364.126000000004,2023-06-22,Paid,Direct Deposit,11591.031500000001
705,705,3,234413,0.104,24378.951999999997,2024-01-29,Disputed,Direct Deposit,6094.737999999999
706,706,43,160532,0.074,11879.367999999999,2024-11-15,Pending,Wire Transfer,2969.8419999999996
707,707,43,40308,0.074,2982.792,2024-04-19,Pending,Direct Deposit,745.698
708,708,22,406581,0.113,45943.653,2023-06-26,Paid,Wire Transfer,11485.91325
709,709,31,131518,0.096,12625.728000000001,2023-12-14,Pending,Check,3156.4320000000002
710,710,3,398149,0.104,41407.496,2024-04-16,Disputed,Direct Deposit,10351.874
711,711,12,457787,0.135,61801.245,2025-08-11,Pending,Check,15450.31125
712,712,7,299039,0.071,21231.768999999997,2025-04-29,Disputed,Direct Deposit,5307.942249999999
713,713,9,146933,0.072,10579.176,2025-01-17,Paid,Wire Transfer,2644.794
714,714,38,38879,0.091,3537.989,2024-11-08,Pending,Check,884.49725
715,715,32,1721,0.054,92.934,2023-10-26,Disputed,Check,23.2335
716,716,32,441896,0.054,23862.384,2024-05-12,Disputed,Direct Deposit,5965.596
717,717,42,144190,0.103,14851.57,2024-05-12,Paid,Direct Deposit,3712.8925
718,718,38,82825,0.091,7537.075,2024-09-24,Paid,Wire Transfer,1884.26875
719,719,40,100653,0.068,6844.404,2024-04-22,Pending,Wire Transfer,1711.101
720,720,48,119520,0.138,16493.760000000002,2025-02-20,Pending,Wire Transfer,4123.4400000000005
721,721,13,50549,0.132,6672.468000000001,2025-01-11,Paid,Wire Transfer,1668.1170000000002
722,722,21,440912,0.073,32186.575999999997,2024-09-15,Disputed,Check,8046.643999999999
723,723,27,155861,0.148,23067.428,2023-12-08,Paid,Wire Transfer,5766.857
724,724,20,92134,0.081,7462.854,2024-12-17,Disputed,Check,1865.7135
725,725,36,413087,0.063,26024.481,2026-01-09,Pending,Direct Deposit,6506.12025
726,726,38,497585,0.091,45280.235,2024-02-08,Paid,Direct Deposit,11320.05875
727,727,7,3086,0.071,219.106,2025-07-30,Pending,Wire Transfer,54.7765
728,728,6,370628,0.15,55594.2,2024-07-22,Pending,Check,13898.55
729,729,22,163744,0.113,18503.072,2024-12-08,Disputed,Check,4625.768
730,730,11,456512,0.08,36520.96,2025-04-13,Pending,Wire Transfer,9130.24
731,731,37,386855,0.061,23598.155,2025-09-15,Disputed,Wire Transfer,5899.53875
732,732,46,387114,0.121,46840.794,2025-08-27,Paid,Wire Transfer,11710.1985
733,733,11,112814,0.08,9025.12,2023-09-28,Pending,Direct Deposit,2256.28
734,734,2,449705,0.074,33278.17,2024-07-27,Pending,Direct Deposit,8319.5425
735,735,13,369413,0.132,48762.516,2024-03-03,Paid,Check,12190.629
736,736,48,493579,0.138,68113.902,2023-12-02,Paid,Wire Transfer,17028.4755
737,737,13,39066,0.132,5156.712,2024-05-01,Pending,Check,1289.178
738,738,35,397632,0.071,28231.871999999996,2023-10-20,Disputed,Check,7057.967999999999
739,739,36,127904,0.063,8057.952,2023-10-20,Disputed,Check,2014.488
740,740,15,324998,0.118,38349.763999999996,2024-05-09,Paid,Direct Deposit,9587.440999999999
741,741,30,113791,0.093,10582.563,2024-05-03,Disputed,Check,2645.64075
742,742,22,280011,0.113,31641.243000000002,2024-02-29,Pending,Check,7910.310750000001
743,743,17,456875,0.127,58023.125,2025-09-10,Pending,Check,14505.78125
744,744,3,132783,0.104,13809.431999999999,2024-10-30,Pending,Check,3452.3579999999997
745,745,7,400934,0.071,28466.314,2023-05-23,Pending,Check,7116.5785
746,746,3,203717,0.104,21186.568,2025-01-18,Disputed,Direct Deposit,5296.642
747,747,42,148894,0.103,15336.081999999999,2024-06-19,Disputed,Direct Deposit,3834.0204999999996
748,748,42,314530,0.103,32396.589999999997,2024-05-17,Pending,Direct Deposit,8099.147499999999
749,749,28,48868,0.091,4446.988,2024-07-25,Disputed,Direct Deposit,1111.747
750,750,6,191370,0.15,28705.5,2025-04-21,Disputed,Wire Transfer,7176.375
751,751,31,91027,0.096,8738.592,2024-03-06,Pending,Check,2184.648
752,752,49,105234,0.088,9260.591999999999,2023-08-13,Paid,Check,2315.1479999999997
753,753,41,4916,0.072,353.952,2025-06-22,Disputed,Direct Deposit,88.488
754,754,9,121912,0.072,8777.663999999999,2024-11-03,Pending,Wire Transfer,2194.4159999999997
755,755,11,262905,0.08,21032.4,2024-05-23,Paid,Direct Deposit,5258.1
756,756,7,71952,0.071,5108.592,2024-04-20,Pending,Wire Transfer,1277.148
757,757,22,324646,0.113,36684.998,2025-08-02,Pending,Check,9171.2495
758,758,8,313372,0.054,16922.088,2024-04-19,Disputed,Check,4230.522
759,759,3,17369,0.104,1806.376,2023-09-27,Disputed,Wire Transfer,451.594
760,760,11,463848,0.08,37107.840000000004,2024-02-06,Disputed,Check,9276.960000000001
761,761,42,250029,0.103,25752.986999999997,2024-09-13,Paid,Check,6438.246749999999
762,762,26,38476,0.077,2962.652,2024-09-09,Disputed,Wire Transfer,740.663
763,763,30,69316,0.093,6446.388,2024-09-20,Pending,Wire Transfer,1611.597
764,764,16,455894,0.145,66104.62999999999,2024-02-04,Pending,Check,16526.157499999998
765,765,42,475518,0.103,48978.354,2024-04-19,Pending,Check,12244.5885
766,766,16,190522,0.145,27625.69,2025-03-13,Paid,Wire Transfer,6906.4225
767,767,31,106107,0.096,10186.272,2025-04-23,Paid,Direct Deposit,2546.568
768,768,48,235905,0.138,32554.890000000003,2025-03-07,Pending,Wire Transfer,8138.722500000001
769,769,31,53892,0.096,5173.6320000000005,2024-01-04,Disputed,Wire Transfer,1293.4080000000001
770,770,12,304363,0.135,41089.005000000005,2024-11-28,Paid,Check,10272.251250000001
771,771,27,256772,0.148,38002.256,2023-06-12,Disputed,Wire Transfer,9500.564
772,772,19,196574,0.111,21819.714,2024-08-17,Disputed,Check,5454.9285
773,773,20,187184,0.081,15161.904,2025-03-08,Pending,Check,3790.476
774,774,14,13360,0.065,868.4,2024-03-29,Pending,Wire Transfer,217.1
775,775,29,465486,0.084,39100.824,2024-03-06,Disputed,Wire Transfer,9775.206
776,776,26,347580,0.077,26763.66,2023-11-20,Pending,Check,6690.915
777,777,49,24682,0.088,2172.016,2024-09-06,Paid,Wire Transfer,543.004
778,778,10,449146,0.062,27847.052,2024-04-19,Disputed,Wire Transfer,6961.763
779,779,4,94214,0.079,7442.906,2024-09-04,Pending,Direct Deposit,1860.7265
780,780,50,296722,0.1,29672.2,2025-12-17,Pending,Check,7418.05
781,781,4,259856,0.079,20528.624,2023-10-15,Paid,Direct Deposit,5132.156
782,782,5,140518,0.09,12646.619999999999,2024-06-19,Pending,Wire Transfer,3161.6549999999997
783,783,31,489652,0.096,47006.592000000004,2025-04-12,Pending,Direct Deposit,11751.648000000001
784,784,31,258559,0.096,24821.664,2024-08-06,Pending,Direct Deposit,6205.416
785,785,9,205953,0.072,14828.615999999998,2024-11-12,Disputed,Wire Transfer,3707.1539999999995
786,786,20,472797,0.081,38296.557,2024-02-24,Pending,Direct Deposit,9574.13925
787,787,33,393458,0.059,23214.021999999997,2024-08-16,Paid,Wire Transfer,5803.505499999999
788,788,34,130078,0.06,7804.679999999999,2024-07-08,Disputed,Wire Transfer,1951.1699999999998
789,789,31,430850,0.096,41361.6,2024-03-30,Pending,Wire Transfer,10340.4
790,790,32,425733,0.054,22989.582,2024-08-19,Disputed,Wire Transfer,5747.3955
791,791,48,227455,0.138,31388.79,2024-10-27,Pending,Direct Deposit,7847.1975
792,792,6,354715,0.15,53207.25,2024-05-22,Pending,Direct Deposit,13301.8125
793,793,45,175060,0.136,23808.160000000003,2024-11-20,Disputed,Check,5952.040000000001
794,794,37,38257,0.061,2333.677,2024-08-13,Paid,Direct Deposit,583.41925
795,795,20,46454,0.081,3762.7740000000003,2025-03-23,Disputed,Direct Deposit,940.6935000000001
796,796,22,369569,0.113,41761.297,2025-08-04,Disputed,Check,10440.32425
797,797,27,253238,0.148,37479.223999999995,2023-12-25,Disputed,Wire Transfer,9369.805999999999
798,798,15,270358,0.118,31902.244,2025-01-16,Disputed,Wire Transfer,7975.561
799,799,33,375663,0.059,22164.117,2024-03-13,Disputed,Wire Transfer,5541.02925
800,800,13,271519,0.132,35840.508,2025-03-18,Disputed,Direct Deposit,8960.127
801,801,5,407805,0.09,36702.45,2024-09-13,Paid,Wire Transfer,9175.6125
802,802,42,382806,0.103,39429.018,2024-08-21,Pending,Check,9857.2545
803,803,15,377680,0.118,44566.24,2023-11-09,Pending,Wire Transfer,11141.56
804,804,25,31592,0.085,2685.32,2023-11-14,Disputed,Check,671.33
805,805,23,72161,0.105,7576.905,2024-12-06,Paid,Wire Transfer,1894.22625
806,806,42,23363,0.103,2406.3889999999997,2025-08-22,Disputed,Direct Deposit,601.5972499999999
807,807,3,293996,0.104,30575.584,2024-06-24,Paid,Check,7643.896
808,808,24,494485,0.097,47965.045,2023-10-12,Pending,Check,11991.26125
809,809,3,153786,0.104,15993.743999999999,2024-11-28,Pending,Wire Transfer,3998.4359999999997
810,810,24,73221,0.097,7102.437,2023-12-04,Disputed,Check,1775.60925
811,811,35,234238,0.071,16630.897999999997,2024-12-16,Pending,Check,4157.724499999999
812,812,37,125357,0.061,7646.777,2024-10-04,Disputed,Check,1911.69425
813,813,32,85230,0.054,4602.42,2025-03-21,Disputed,Direct Deposit,1150.605
814,814,43,474967,0.074,35147.558,2025-08-02,Pending,Wire Transfer,8786.8895
815,815,26,48901,0.077,3765.377,2024-09-04,Pending,Check,941.34425
816,816,6,295499,0.15,44324.85,2024-01-27,Paid,Wire Transfer,11081.2125
817,817,4,96905,0.079,7655.495,2024-08-31,Disputed,Direct Deposit,1913.87375
818,818,13,383819,0.132,50664.108,2024-07-16,Paid,Check,12666.027
819,819,9,207338,0.072,14928.336,2024-07-11,Disputed,Direct Deposit,3732.084
820,820,24,147493,0.097,14306.821,2024-03-06,Disputed,Direct Deposit,3576.70525
821,821,8,212116,0.054,11454.264,2025-02-25,Disputed,Check,2863.566
822,822,10,73227,0.062,4540.074,2023-09-16,Paid,Check,1135.0185
823,823,42,23005,0.103,2369.515,2024-01-13,Paid,Wire Transfer,592.37875
824,824,39,283659,0.081,22976.379,2024-04-27,Disputed,Wire Transfer,5744.09475
825,825,39,67574,0.081,5473.494000000001,2025-02-25,Paid,Wire Transfer,1368.3735000000001
826,826,40,128159,0.068,8714.812,2023-11-05,Pending,Wire Transfer,2178.703
827,827,16,316623,0.145,45910.335,2024-11-28,Paid,Check,11477.58375
828,828,6,174469,0.15,26170.35,2024-05-14,Pending,Check,6542.5875
829,829,7,48998,0.071,3478.8579999999997,2024-05-14,Disputed,Direct Deposit,869.7144999999999
830,830,33,217770,0.059,12848.429999999998,2024-12-19,Disputed,Direct Deposit,3212.1074999999996
831,831,23,376808,0.105,39564.84,2025-09-24,Disputed,Check,9891.21
832,832,41,170102,0.072,12247.344,2025-05-11,Paid,Check,3061.836
833,833,41,476407,0.072,34301.304,2025-09-17,Paid,Check,8575.326
834,834,1,489016,0.123,60148.968,2024-09-09,Disputed,Check,15037.242
835,835,20,17068,0.081,1382.508,2024-09-05,Disputed,Wire Transfer,345.627
836,836,36,214060,0.063,13485.78,2024-05-04,Pending,Check,3371.445
837,837,44,130087,0.113,14699.831,2024-05-24,Pending,Check,3674.95775
838,838,11,158840,0.08,12707.2,2024-10-09,Disputed,Wire Transfer,3176.8
839,839,9,422842,0.072,30444.623999999996,2025-01-02,Disputed,Direct Deposit,7611.155999999999
840,840,16,483812,0.145,70152.73999999999,2024-10-29,Pending,Direct Deposit,17538.184999999998
841,841,8,488215,0.054,26363.61,2025-07-06,Paid,Check,6590.9025
842,842,33,306674,0.059,18093.766,2023-12-01,Pending,Wire Transfer,4523.4415
843,843,2,2239,0.074,165.68599999999998,2025-01-07,Paid,Direct Deposit,41.421499999999995
844,844,22,178258,0.113,20143.154000000002,2025-09-20,Pending,Direct Deposit,5035.788500000001
845,845,32,401820,0.054,21698.28,2024-02-29,Paid,Check,5424.57
846,846,48,110062,0.138,15188.556,2023-05-21,Paid,Wire Transfer,3797.139
847,847,31,490643,0.096,47101.728,2025-06-08,Pending,Wire Transfer,11775.432
848,848,45,381069,0.136,51825.384000000005,2024-10-13,Disputed,Direct Deposit,12956.346000000001
849,849,25,215153,0.085,18288.005,2024-12-13,Paid,Check,4572.00125
850,850,10,205316,0.062,12729.592,2023-11-19,Pending,Direct Deposit,3182.398
851,851,50,217111,0.1,21711.100000000002,2025-01-09,Pending,Wire Transfer,5427.775000000001
852,852,21,176269,0.073,12867.636999999999,2025-02-13,Paid,Check,3216.9092499999997
853,853,33,388880,0.059,22943.92,2024-01-05,Paid,Wire Transfer,5735.98
854,854,26,406755,0.077,31320.135,2023-05-09,Paid,Check,7830.03375
855,855,31,371951,0.096,35707.296,2025-11-01,Disputed,Wire Transfer,8926.824
