opportunity_id,customer_id,rep_id,product_id,opportunity_name,stage,status,value,probability,expected_value,created_date,close_date,last_activity,competitor,decision_criteria,next_steps
2910,316,7,7,Deal with Reynolds Group,Closed Lost,Closed Lost,291220,16,46595.200000000004,2024-08-04,2025-07-28,2024-12-02,Competitor C,Whatever yard lay if after none very buy education tax.,Expect arm forward data daughter democratic picture.
2911,2779,14,6,Deal with Zuniga-Keller,Closed Lost,Negotiation,151173,59,89192.06999999999,2024-04-08,2024-07-14,2024-09-28,None,Special attention traditional rest glass push mother very.,Relationship after all guy later field bank.
2912,3406,3,4,"Deal with Walton, Henderson and Long",Negotiation,Closed Lost,455309,81,368800.29000000004,2024-10-17,2025-01-09,2024-11-07,Competitor B,Recently enter wish past key true put evening.,Month management catch.
2913,756,43,10,"Deal with Woodward, Reynolds and Wiggins",Negotiation,Open,251156,42,105485.51999999999,2024-10-18,2025-08-01,2024-11-09,Competitor B,Option strategy reason forward chance ability choice once inside ability.,Son research bit however prevent product.
2914,4228,50,8,"Deal with Richardson, Nielsen and Pena",Prospecting,Qualified,374680,28,104910.40000000001,2024-05-15,2024-11-24,2024-10-26,Competitor C,Result view resource it college remember need I political.,Face lawyer station.
2915,925,41,3,"Deal with Brown, Hayden and Perry",Qualification,Closed Won,181711,49,89038.39,2024-04-23,2024-07-27,2024-11-19,In-house,Detail keep education front about pretty song about.,Management senior major still method southern rise.
2916,2401,23,1,Deal with Hall Group,Closed Won,Closed Won,341141,17,57993.97,2023-09-30,2024-07-02,2024-12-19,None,Region yeah notice billion woman American although.,Group animal account some eight.
2917,2365,33,11,"Deal with Rosales, Smith and Collins",Qualification,Closed Lost,130240,34,44281.600000000006,2023-09-20,2024-02-05,2023-11-28,None,My career support city foot make live.,Stuff lot check worry throw ask.
2918,4057,45,2,Deal with Williams Group,Negotiation,Closed Won,59296,25,14824.0,2023-07-14,2024-01-20,2024-07-04,Competitor B,Since attorney outside fund news keep western one cup know.,Look project fish manager law government.
2919,4825,19,4,Deal with Bryant-Reyes,Closed Lost,Proposal Sent,114238,65,74254.7,2023-04-23,2024-02-04,2024-08-05,Competitor C,Trial guy task each wind decide.,Strong eye spring affect surface important call area.
2920,1654,12,3,"Deal with Harris, Daniel and White",Prospecting,Closed Won,271295,28,75962.6,2023-11-02,2024-05-28,2024-08-15,Competitor C,Radio table and project happen role building.,Player decide message.
2921,4542,3,6,Deal with Brown-Velasquez,Closed Won,Closed Lost,253397,43,108960.70999999999,2024-11-16,2025-03-24,2024-12-20,Competitor C,Big participant artist visit first mother theory.,Least bit forget white.
2922,3484,16,12,"Deal with Lindsey, Johnson and Stokes",Proposal,Closed Lost,32352,68,21999.36,2024-11-10,2025-05-29,2024-12-12,None,Will shoulder to our nation well their.,Travel create join matter.
2923,3732,40,3,Deal with Tucker Ltd,Negotiation,Closed Won,2050,26,533.0,2024-01-30,2024-03-21,2024-08-14,Competitor B,Group medical concern believe summer administration too.,Let adult forget learn five plan.
2924,922,39,10,Deal with Nichols-Smith,Closed Lost,Closed Lost,160750,71,114132.5,2023-05-31,2024-03-01,2024-02-28,Competitor B,Gas voice marriage against training president moment stay never.,Fish myself eye appear long.
2925,1219,13,5,"Deal with Rodriguez, Moore and Arnold",Negotiation,Qualified,302964,38,115126.32,2023-07-22,2024-06-25,2024-06-03,None,Job down card series never listen above try sign.,About main think federal.
2926,3731,2,10,"Deal with Chandler, Reed and Boone",Proposal,Closed Lost,383708,47,180342.75999999998,2024-01-20,2024-12-25,2024-07-23,None,Remain next return prove old debate wonder game.,Shake miss drive building probably live camera must.
2927,587,12,12,"Deal with Buchanan, Cox and Craig",Negotiation,Open,156558,84,131508.72,2024-11-26,2025-05-21,2024-11-28,None,Them former fight evidence would individual company.,Reveal budget knowledge group throughout.
2928,4069,40,11,"Deal with Wade, Thomas and Scott",Qualification,Negotiation,121012,17,20572.04,2024-04-08,2024-12-24,2024-08-03,Competitor C,Special event save forget shoulder.,Describe society along own power with black and.
2929,684,46,7,Deal with Christian Ltd,Qualification,Open,391423,27,105684.21,2023-09-22,2024-01-24,2024-04-02,Competitor A,Cover scientist south pressure lose effort mouth put bit.,Audience baby month present.
2930,518,38,8,Deal with Page Inc,Closed Lost,Open,52088,85,44274.799999999996,2024-12-29,2025-06-14,2024-12-29,In-house,Run foreign let fire floor.,Night laugh present low road fight million top.
2931,2153,35,3,Deal with Alexander-Cox,Prospecting,Proposal Sent,202445,26,52635.700000000004,2023-03-29,2023-10-26,2023-08-23,Competitor B,Serious kid professor listen sister account.,Run easy choice they health.
2932,1727,11,7,Deal with Smith-Rodriguez,Closed Lost,Negotiation,302358,68,205603.44,2023-12-29,2024-05-10,2024-03-21,Competitor A,Level office year prove hit never body light experience quality wonder.,Season organization left ten everything doctor black different.
2933,3792,40,6,Deal with Jennings and Sons,Prospecting,Proposal Sent,311705,87,271183.35,2024-04-23,2025-03-23,2024-11-21,None,Agree another back build sort.,Forget whether one meet under.
2934,642,4,4,Deal with Edwards Ltd,Proposal,Proposal Sent,281757,52,146513.64,2023-01-22,2023-07-10,2024-07-09,Competitor A,Good during can although rock.,Ball able agree much course.
2935,3225,8,7,"Deal with Pearson, Lynch and Tucker",Closed Lost,Qualified,21694,19,4121.86,2024-07-24,2024-11-30,2024-08-28,None,Eight task available international increase consumer campaign number wide style plant.,Team other art people.
2936,1666,44,5,Deal with Jones-Walker,Prospecting,Qualified,363983,64,232949.12,2023-07-28,2023-09-29,2023-12-13,None,Probably growth prevent goal step right.,Assume medical quite stock.
2937,1370,8,6,Deal with Baker LLC,Prospecting,Qualified,311451,52,161954.52000000002,2023-05-27,2023-12-09,2024-03-28,In-house,Picture investment blood skin effect case prevent life wonder democratic.,Service student none throw none sell perhaps drop.
2938,450,40,4,"Deal with Day, Moore and Harvey",Qualification,Negotiation,29735,80,23788.0,2024-11-27,2025-05-16,2024-11-28,None,Have Congress eat they same late power statement husband its.,Strategy senior image Mr save.
2939,4095,10,9,Deal with Johnson-Hernandez,Closed Lost,Proposal Sent,231885,36,83478.59999999999,2023-06-30,2024-04-23,2024-01-24,Competitor B,Evening identify capital appear run throw enjoy future.,All old big several interest.
2940,1885,12,4,"Deal with Barrett, Forbes and Vance",Qualification,Closed Won,172570,21,36239.7,2023-02-22,2023-05-01,2024-07-21,Competitor A,Several strategy necessary your night beat medical four.,Mention south peace man standard personal reality.
2941,1426,37,4,"Deal with Byrd, Reed and Williams",Closed Won,Negotiation,437863,49,214552.87,2024-01-17,2024-02-20,2024-06-29,None,Sing mean culture rich responsibility tax machine hear lose reflect.,Statement soon official foreign.
2942,3498,16,4,"Deal with Waters, Paul and Perez",Closed Won,Open,115998,72,83518.56,2024-06-08,2025-04-17,2024-08-05,Competitor C,Form plan bad activity receive that everything board.,Other deal past suffer project sure somebody.
2943,3741,25,5,"Deal with Perez, Harris and Klein",Qualification,Qualified,254305,24,61033.2,2023-09-27,2024-01-04,2024-02-05,Competitor A,Training break participant hard enjoy usually over.,World close bit writer manage share oil able.
2944,3069,9,4,Deal with Harding Inc,Negotiation,Proposal Sent,144674,54,78123.96,2024-04-08,2024-10-10,2024-07-04,In-house,Expect civil administration final good increase give return TV thought.,Quite order sure job entire development gas language.
2945,2339,31,9,Deal with Nash-Cook,Negotiation,Open,419771,81,340014.51,2023-12-19,2024-08-31,2024-01-10,Competitor B,Shake class customer people player memory series state.,Into figure machine something interest.
2946,1901,5,8,Deal with Glover-Phillips,Closed Lost,Qualified,127124,42,53392.079999999994,2024-07-19,2025-01-26,2024-10-19,In-house,Now word official build realize without who suddenly any beyond.,Hope indicate study professional.
2947,959,25,12,Deal with Miller-Chan,Closed Won,Open,324382,68,220579.76,2024-08-12,2024-10-12,2024-10-11,In-house,Economic owner ability machine really imagine their human explain trip.,Write human reflect cold hot young pretty.
2948,2170,5,3,"Deal with Rios, Rice and Cooley",Negotiation,Qualified,447986,65,291190.9,2024-09-12,2025-07-01,2024-12-21,Competitor A,Yes allow at pick kind painting enjoy.,Firm environmental human account part Republican although.
2949,2678,45,4,Deal with Parker and Sons,Qualification,Open,237519,30,71255.7,2023-10-17,2024-06-07,2024-07-16,Competitor C,All type according fight money produce clearly air appear despite.,Play hard doctor deep out would since.
2950,2805,8,2,"Deal with Klein, Mills and Duran",Closed Lost,Proposal Sent,360460,65,234299.0,2023-04-25,2023-12-20,2024-02-25,Competitor B,Which democratic attention her money table just entire ready world.,Think sit reduce.
2951,2050,46,8,"Deal with Smith, Caldwell and Stout",Qualification,Open,487454,22,107239.88,2023-08-13,2024-02-24,2023-10-30,Competitor C,Especially population peace window true worker design continue rise then.,Should close describe since save camera.
2952,203,21,9,"Deal with George, Key and Foster",Negotiation,Negotiation,143900,38,54682.0,2023-02-16,2023-05-29,2023-11-14,Competitor A,Rather thank bed understand seat president state appear end.,Its animal investment station another compare before.
2953,834,20,1,"Deal with Zimmerman, Oliver and Allen",Closed Won,Qualified,322482,54,174140.28,2023-09-07,2024-08-04,2024-01-11,None,Tree fill short road use.,Name board property nearly long.
2954,100,11,6,"Deal with Arroyo, Gutierrez and Phillips",Negotiation,Proposal Sent,96435,36,34716.6,2023-11-01,2024-04-11,2024-01-16,Competitor B,News than several community amount body civil card.,Can tough western hit once either.
2955,1343,30,6,"Deal with Hanna, Frost and Mitchell",Negotiation,Proposal Sent,213806,72,153940.32,2024-12-04,2025-05-13,2024-12-21,Competitor B,Across prepare statement ok agree member education.,More thing produce federal will return individual.
2956,3762,16,10,"Deal with Coleman, Roberts and Smith",Qualification,Open,443080,90,398772.0,2023-07-20,2023-11-19,2023-10-19,Competitor A,Understand among fine myself possible.,Product nor whose never kid risk body.
2957,4899,44,4,"Deal with Strickland, Smith and Ortiz",Proposal,Qualified,482278,18,86810.04,2023-02-23,2023-08-02,2024-10-06,Competitor A,Truth shake glass him member media time.,Toward audience person.
2958,3963,4,7,"Deal with Stein, Burton and Mcgee",Qualification,Qualified,78719,55,43295.450000000004,2023-03-22,2023-12-10,2024-01-13,Competitor A,Language with contain both lay information.,Us first movie.
2959,783,43,12,Deal with Shea-Wong,Proposal,Negotiation,99525,30,29857.5,2023-07-28,2024-01-03,2024-01-22,In-house,Such exactly peace trip election.,Inside realize economic area color market piece.
2960,2659,16,1,"Deal with Mcneil, Edwards and Cole",Closed Lost,Proposal Sent,94135,38,35771.3,2024-03-27,2024-05-09,2024-05-15,None,Never ever analysis believe impact oil responsibility task national growth.,Act official since deal dinner goal base.
2961,3031,35,12,Deal with Wolfe Ltd,Qualification,Open,131371,32,42038.72,2024-05-18,2025-04-14,2024-07-20,Competitor A,Usually find three about medical.,Year play require off street fast.
2962,1107,32,7,Deal with Rios Inc,Qualification,Closed Won,185955,72,133887.6,2023-04-20,2023-12-01,2023-06-17,Competitor B,Practice film world nation form.,Ago partner force order true great as.
2963,2737,39,11,Deal with Carter-Meyer,Prospecting,Proposal Sent,131604,74,97386.95999999999,2024-12-10,2025-08-26,2024-12-30,None,Training affect half throughout maybe machine former theory evening heart.,Myself husband she memory for goal media.
2964,3401,13,9,"Deal with Thomas, Arnold and Thomas",Negotiation,Negotiation,367370,47,172663.9,2024-11-18,2025-03-14,2024-12-27,Competitor A,Create gun drug attention we financial sense worker building.,Oil drug police century front mission office.
2965,180,8,8,"Deal with Gonzalez, Warner and Phillips",Proposal,Open,235550,81,190795.5,2023-10-25,2024-02-04,2024-12-17,Competitor C,Six inside fine condition economic loss.,Phone tree fine card interesting stage.
2966,1966,31,1,Deal with Valentine Ltd,Qualification,Closed Won,17321,18,3117.7799999999997,2024-01-17,2024-06-25,2024-08-02,In-house,Miss cup bring floor discuss hundred condition.,Police create yard particular hand gas world.
2967,25,50,10,Deal with Schaefer and Sons,Closed Lost,Open,63552,80,50841.600000000006,2024-12-26,2025-06-07,2024-12-27,Competitor B,Become maybe growth brother early top us card environment prepare.,Build agency standard system reach teach so.
2968,4360,22,7,Deal with Schultz-James,Prospecting,Closed Won,22873,29,6633.169999999999,2024-04-30,2024-10-12,2024-07-17,Competitor B,Father nearly statement recognize focus manage.,Model TV system pick experience.
2969,4273,13,7,Deal with Cox-Bryant,Prospecting,Closed Won,432139,27,116677.53000000001,2023-01-03,2023-04-10,2023-12-28,In-house,Performance task watch not modern pattern leader guy floor run look.,His ready north site later management rock difficult.
2970,2170,22,1,Deal with Payne Ltd,Qualification,Closed Won,219546,79,173441.34,2024-09-18,2025-04-03,2024-10-25,Competitor B,Defense policy too just administration inside would country left.,Book what especially fear conference.
2971,3469,3,8,"Deal with Johnson, Armstrong and Henderson",Closed Lost,Closed Lost,459966,56,257580.96000000002,2023-03-19,2023-08-19,2023-05-07,Competitor A,Quality yourself visit certainly memory.,Foot smile he glass play indeed.
2972,1653,48,3,"Deal with Anderson, Knapp and Key",Closed Lost,Closed Lost,364242,74,269539.08,2023-03-19,2023-06-15,2023-06-19,Competitor A,Day energy over base owner capital challenge fear total performance.,Such many and fight statement.
2973,4949,13,8,"Deal with Cook, Curtis and Jefferson",Qualification,Closed Won,304452,41,124825.31999999999,2024-11-27,2025-05-17,2024-12-30,Competitor B,Major here deal everyone small tree.,Poor wonder mean identify assume security admit.
2974,4965,10,4,Deal with Lane-Hill,Negotiation,Negotiation,165165,18,29729.699999999997,2023-06-27,2023-12-19,2024-03-19,Competitor B,Play hand newspaper fire purpose act able most expert.,Theory determine at mind level read.
2975,1373,33,3,"Deal with Ortiz, Sanchez and Christensen",Negotiation,Proposal Sent,281912,81,228348.72,2023-02-06,2023-04-13,2024-05-05,In-house,Particularly you small day serious alone sure recently.,You approach through hot energy.
2976,4840,22,8,"Deal with Zavala, Strong and Stark",Closed Lost,Open,103374,88,90969.12,2024-10-04,2025-05-24,2024-10-04,In-house,Large environment these purpose party.,Heart question western foot.
2977,3842,6,5,Deal with Hester-Lewis,Prospecting,Closed Lost,191756,79,151487.24000000002,2024-11-18,2025-06-14,2024-12-23,Competitor C,Close after whole remember.,Billion simple choice piece.
2978,2717,43,3,"Deal with Jones, Carpenter and Mcfarland",Closed Lost,Negotiation,452921,69,312515.49,2024-04-05,2025-02-05,2024-07-31,In-house,Idea interest action west western.,Themselves indeed ahead community door later.
2979,4911,38,7,"Deal with Rubio, Charles and Fisher",Proposal,Negotiation,65365,12,7843.799999999999,2024-11-24,2025-07-04,2024-12-11,In-house,Debate improve action forget production lot control lawyer inside.,Whether business even tough computer eat fund.
2980,1793,9,11,"Deal with Turner, Gillespie and Jones",Negotiation,Negotiation,455488,17,77432.96,2024-10-04,2025-03-02,2024-11-25,None,Forward team later hundred property both follow true energy baby.,Shake size number describe effort.
2981,667,22,1,Deal with Anderson Inc,Closed Lost,Qualified,392220,29,113743.79999999999,2024-06-28,2025-03-08,2024-12-18,In-house,Own mention look make edge debate among poor manage practice.,Study certainly stay religious middle give left in.
2982,1955,13,1,Deal with Carpenter-Day,Qualification,Negotiation,51812,30,15543.599999999999,2023-03-02,2023-09-04,2023-05-21,Competitor A,Eight stage rule any nor.,Toward remember maybe range idea.
2983,1445,27,2,Deal with Monroe-Mathis,Qualification,Negotiation,288856,86,248416.16,2024-01-26,2024-06-09,2024-02-04,Competitor C,Like less read teacher what himself all member share.,Half station officer exactly deal agreement second.
2984,118,13,5,Deal with Sanchez-Alvarez,Negotiation,Closed Lost,11097,63,6991.11,2023-01-03,2023-09-27,2024-08-09,Competitor B,Class simply activity despite point toward walk.,Worry debate wrong doctor report within.
2985,1949,11,7,Deal with Grant and Sons,Negotiation,Proposal Sent,140041,53,74221.73000000001,2023-06-05,2023-08-18,2024-09-21,Competitor C,Car per movie government spring own on shoulder sister hair.,Probably important official think effort agency send trial.
2986,1949,37,2,"Deal with Tucker, Glenn and Todd",Closed Won,Open,74022,33,24427.260000000002,2023-11-13,2024-08-27,2024-08-29,Competitor C,Push then represent policy foot win end sort quality trouble.,Rate light support mind get happy paper.
2987,1455,22,9,Deal with Yoder Ltd,Closed Lost,Negotiation,390822,81,316565.82,2024-02-02,2024-03-21,2024-03-13,None,Stop hundred read everybody least term citizen.,Institution build third space meeting property.
2988,3467,36,2,Deal with Williams LLC,Negotiation,Negotiation,452757,63,285236.91,2024-03-09,2024-11-15,2024-07-06,In-house,Accept structure reach particular including page line issue.,For through professional same pressure important.
2989,1709,5,8,"Deal with Carpenter, Allen and Coleman",Qualification,Open,174690,49,85598.09999999999,2023-09-09,2024-08-19,2024-08-06,None,Somebody rock detail voice since risk occur lay himself.,Every here item citizen.
2990,3642,41,4,Deal with Chambers-Pierce,Closed Lost,Closed Lost,82229,24,19734.96,2024-07-21,2024-09-04,2024-08-01,Competitor A,Full throughout let dream.,Floor any PM yourself none.
2991,4722,50,4,Deal with Bonilla Group,Proposal,Negotiation,454155,23,104455.65000000001,2023-08-09,2023-09-12,2024-09-21,Competitor C,About happen PM market return note cost.,Level different particularly good scene way entire.
2992,4706,1,8,Deal with Dunlap and Sons,Qualification,Negotiation,32549,75,24411.75,2023-03-22,2023-10-22,2024-01-18,Competitor C,Month attack must anything number mission sing simply.,Certainly career population thing others team.
2993,3114,40,8,Deal with Vega and Sons,Proposal,Closed Won,203689,21,42774.689999999995,2024-12-06,2025-09-18,2024-12-09,Competitor A,House one law two understand ball situation.,Fact gun seek various decide response.
2994,1975,44,6,"Deal with Payne, Tate and Simpson",Negotiation,Closed Won,477379,77,367581.83,2023-01-02,2023-03-02,2024-03-12,Competitor B,Especially throughout get human fill every factor conference.,Trade dog he develop.
2995,484,33,6,"Deal with White, Taylor and Robinson",Prospecting,Qualified,463923,55,255157.65000000002,2024-04-08,2024-05-25,2024-11-12,In-house,Next arm do hour audience financial reality next likely that heart.,Rather yeah gas order management customer.
2996,1211,12,6,Deal with Watson-Bryant,Qualification,Qualified,484865,52,252129.80000000002,2023-07-10,2024-06-07,2024-02-13,Competitor B,Mean attorney avoid rock week.,When best hear heart detail that.
2997,2450,48,1,"Deal with Myers, Reed and Perry",Qualification,Qualified,391120,46,179915.2,2024-03-16,2024-10-06,2024-08-27,None,Fire admit safe company really.,Few and of former.
2998,4765,42,2,"Deal with Johnson, Sosa and Holland",Prospecting,Proposal Sent,117158,17,19916.86,2023-10-25,2024-06-04,2024-01-06,Competitor A,Major education through if spend.,Anyone bring energy great factor continue.
2999,4487,50,7,"Deal with Jones, Lewis and Dunn",Closed Lost,Open,334175,73,243947.75,2024-07-21,2025-06-11,2024-09-21,Competitor C,Real cold since science.,Table figure lay son.
3000,2818,16,10,"Deal with Holder, Nichols and Franklin",Closed Won,Negotiation,412560,16,66009.6,2024-05-20,2025-04-03,2024-11-28,Competitor B,Mr fast his forget our property fly organization.,Employee TV finally only.
3001,3906,13,6,Deal with Johnston-Hall,Negotiation,Closed Won,105798,47,49725.06,2024-02-07,2024-06-18,2024-04-19,Competitor B,Response prove three war attention hand book thank.,Where provide sing show trade.
3002,2470,14,7,Deal with Brown-Haynes,Qualification,Proposal Sent,376245,19,71486.55,2024-08-07,2024-11-02,2024-10-18,Competitor B,Budget commercial admit year fill think computer student.,Realize great course power why.
3003,3609,21,5,Deal with Morris-Lopez,Closed Lost,Proposal Sent,427505,58,247952.9,2024-08-05,2025-04-25,2024-08-09,None,Note power toward never approach message.,Instead work use hit positive.
3004,1847,34,12,Deal with Terrell-Wong,Closed Won,Open,302059,31,93638.29,2024-01-25,2024-02-25,2024-07-03,None,Throw reflect room central pick charge sometimes reach issue hear.,Could red job personal hear spend.
3005,2290,16,8,"Deal with Phelps, Adams and Lewis",Proposal,Proposal Sent,467061,28,130777.08000000002,2024-03-11,2025-02-27,2024-05-01,Competitor C,Run weight my skin agree carry across.,Cover everyone whatever meeting notice structure behavior.
3006,3905,30,4,Deal with Moore-Floyd,Proposal,Qualified,269888,40,107955.20000000001,2023-01-30,2023-03-16,2023-05-22,Competitor A,Hotel hit almost want despite until health after.,Majority issue worry single.
3007,4360,34,6,Deal with George-Ferrell,Qualification,Negotiation,50670,48,24321.6,2023-10-23,2023-11-29,2024-10-24,None,Same of whatever many factor rest seven doctor response.,Wall reflect different government industry writer parent room.
3008,3963,45,3,"Deal with Sanders, Henry and Anderson",Closed Lost,Closed Won,88635,90,79771.5,2024-02-27,2025-01-27,2024-11-20,In-house,Per name among fall fund benefit PM.,Few fill physical carry.
3009,427,7,8,Deal with Wood LLC,Proposal,Negotiation,1622,24,389.28,2023-01-14,2023-03-29,2023-04-27,Competitor C,Chance laugh analysis relate whether probably.,Like necessary issue town else happen spend.
3010,2842,10,10,"Deal with Ramos, Taylor and Johnson",Qualification,Open,154914,56,86751.84000000001,2023-01-03,2023-07-08,2024-12-19,None,Computer spend including already value spend bring member behind.,Sound garden add something.
3011,1499,12,6,Deal with Campbell Ltd,Closed Lost,Open,103585,50,51792.5,2023-09-05,2024-04-09,2024-01-14,In-house,Over upon oil wife debate right face agreement security son.,Modern coach administration certainly seat whole.
3012,1206,24,9,"Deal with Green, Dougherty and Sanchez",Qualification,Negotiation,110184,37,40768.08,2023-06-19,2023-09-13,2024-11-20,Competitor B,Feel plan western consider increase.,Reveal relate later unit.
3013,580,5,9,Deal with Ramirez Ltd,Closed Won,Qualified,152754,57,87069.78,2024-12-29,2025-02-19,2024-12-29,Competitor A,Detail us garden detail I want.,Society large never six perform think teach.
3014,1873,29,10,"Deal with Trujillo, Knight and Greene",Prospecting,Qualified,265895,27,71791.65000000001,2023-01-12,2023-12-02,2024-07-07,Competitor A,Nature hospital even first community second loss beyond many management.,Important through civil join another night ready little.
3015,3129,28,10,"Deal with Rice, Kelley and Harrison",Qualification,Closed Lost,368852,50,184426.0,2024-08-24,2024-11-07,2024-11-06,Competitor C,Spring debate without answer whether.,Those nation growth music state.
3016,2997,24,11,Deal with Bryant Ltd,Negotiation,Negotiation,115541,60,69324.59999999999,2023-05-14,2023-12-10,2023-08-14,In-house,Build argue itself chair writer heavy consumer fast war.,Today including a southern soon actually respond.
3017,2304,1,2,Deal with Thomas-Wyatt,Closed Won,Qualified,32534,46,14965.640000000001,2023-04-07,2024-03-19,2023-11-01,Competitor A,Talk return lay eat strong value run.,Particular body hear lay than land student.
3018,908,25,12,Deal with Anderson-Decker,Prospecting,Closed Lost,454443,52,236310.36000000002,2024-06-20,2024-09-17,2024-10-16,In-house,War consumer marriage research stock operation all evening pick culture personal.,Point religious deal after trouble eat that share.
3019,3025,40,3,"Deal with Perez, Olson and Romero",Closed Won,Qualified,89692,39,34979.880000000005,2023-12-17,2024-01-22,2024-09-16,In-house,Surface perhaps either main scene.,Even use traditional adult range war.
3020,2748,39,12,"Deal with Melendez, Jones and Vega",Closed Won,Closed Lost,85372,55,46954.600000000006,2023-12-07,2024-04-10,2024-10-10,Competitor B,Democrat identify according carry old relate necessary.,Same front response raise resource number.
3021,4014,33,1,Deal with Ferrell and Sons,Closed Lost,Closed Won,385664,66,254538.24000000002,2023-08-16,2024-06-24,2023-10-01,Competitor C,Wear much ready age newspaper.,General job economic family career of reveal.
3022,2496,32,7,Deal with Johnson Group,Qualification,Negotiation,197534,41,80988.94,2023-09-30,2024-02-25,2024-02-06,In-house,Work he tough person bring field land career stock.,Through team population see discuss other build rate.
3023,1400,19,12,Deal with Huff and Sons,Closed Won,Closed Won,18858,68,12823.44,2023-06-05,2023-12-07,2023-11-19,Competitor B,Data old activity after across feel room hold friend standard.,Author wish blue suggest lead hard design.
3024,1432,1,6,Deal with Chavez PLC,Closed Won,Open,424739,33,140163.87,2023-07-17,2023-08-26,2024-07-13,Competitor B,Of really table old allow find three.,Season other treatment.
3025,4047,30,2,Deal with Hanson and Sons,Closed Lost,Closed Won,216534,49,106101.66,2023-09-14,2023-11-26,2024-11-02,Competitor A,Whether property music itself model you world.,Play break while industry watch inside leader.
3026,2095,20,3,"Deal with Maynard, Friedman and Cannon",Closed Lost,Closed Won,277321,73,202444.33,2024-04-20,2024-09-25,2024-12-09,Competitor B,Station exist always save early must wait radio happen.,Represent action while sport serious.
3027,2886,4,4,Deal with Hunter-Costa,Proposal,Open,287423,65,186824.95,2024-08-31,2025-04-09,2024-11-20,In-house,Doctor race third move paper eat gun.,Move Democrat town follow.
3028,3777,49,2,"Deal with Avery, Smith and Davis",Negotiation,Negotiation,370497,37,137083.88999999998,2024-02-22,2024-10-07,2024-08-22,Competitor A,Week white born training fire none.,Girl pay guess somebody activity account tend.
3029,3494,27,1,Deal with Campbell and Sons,Qualification,Open,135118,26,35130.68,2023-05-26,2023-10-24,2024-07-22,Competitor C,Recognize stand create side today something it available.,Not building play actually seem result service.
3030,859,41,11,"Deal with Rivera, Hughes and Thomas",Proposal,Proposal Sent,148705,48,71378.4,2024-07-19,2025-06-29,2024-07-19,Competitor C,Truth drug project pressure child image actually international fine ago.,Mr indeed later still partner.
3031,3459,6,10,Deal with Jones and Sons,Closed Lost,Closed Lost,310741,83,257915.03,2023-08-23,2024-04-14,2024-06-02,In-house,Subject issue explain know whose now.,Son surface year season trip author.
3032,85,40,8,Deal with Ramirez Ltd,Qualification,Closed Won,177346,44,78032.24,2024-02-26,2024-12-28,2024-11-04,None,Law hard movie next model environment.,Owner grow in three maybe.
3033,918,46,10,Deal with Reed PLC,Negotiation,Open,315258,28,88272.24,2023-12-10,2024-07-31,2024-08-06,In-house,Official environment political among product similar five could as out.,Generation could natural.
3034,6,20,3,Deal with Oliver-Allen,Qualification,Open,464461,80,371568.80000000005,2023-10-20,2024-04-26,2024-04-26,None,City use hit management.,To discover image member against final challenge.
3035,387,2,2,Deal with Russell Inc,Prospecting,Closed Lost,40627,15,6094.05,2023-01-15,2023-02-21,2024-02-22,None,Always if apply summer able statement.,Power new how dream though.
3036,917,47,9,"Deal with Pennington, Hall and Reyes",Closed Won,Proposal Sent,417832,56,233985.92,2023-10-31,2024-07-01,2024-06-28,Competitor B,Town still crime experience under prepare he over decide.,Particularly all issue although.
3037,1020,38,9,Deal with Weaver Group,Proposal,Open,127904,77,98486.08,2023-04-07,2024-03-22,2024-01-13,Competitor C,Sound majority decade easy under.,Reflect major break because choice.
3038,3110,1,6,Deal with Knight-Miranda,Qualification,Qualified,405858,55,223221.90000000002,2023-08-10,2024-07-08,2024-10-22,In-house,Create and raise newspaper staff to.,Cover play minute follow decade assume share.
3039,2162,50,6,Deal with Martinez-Little,Closed Won,Open,31116,12,3733.92,2024-02-05,2024-04-18,2024-10-27,Competitor A,Parent speak reduce back agent day.,Understand station nearly why.
3040,4236,19,3,Deal with Giles and Sons,Qualification,Qualified,173605,57,98954.84999999999,2023-11-09,2024-04-17,2024-10-21,Competitor B,Price collection people face tough include per life sit.,Yard same military hear.
3041,94,21,9,"Deal with Bowers, Jones and Spencer",Closed Lost,Open,217315,76,165159.4,2024-10-15,2025-02-19,2024-12-03,In-house,The tonight region half.,Drive talk involve garden likely not.
3042,1147,29,7,"Deal with Wilson, Robinson and Gonzales",Negotiation,Qualified,439655,79,347327.45,2023-08-24,2023-09-28,2024-01-01,None,Onto suddenly money culture institution loss morning stay.,Material thus weight yeah quite certainly away rule.
3043,1803,29,7,Deal with Everett-Crosby,Prospecting,Closed Lost,428270,34,145611.80000000002,2024-05-17,2024-07-12,2024-08-06,In-house,New recognize end school seat tree stuff ago successful who cause.,Wall after at economic sort scientist.
3044,1688,7,4,"Deal with Hays, Brown and Johnson",Closed Won,Negotiation,123649,54,66770.46,2023-06-14,2023-09-29,2023-06-18,Competitor A,Want next food certainly organization care see officer.,Ready degree executive image west half whom night.
3045,3835,23,8,Deal with Johnson Ltd,Qualification,Closed Lost,405972,27,109612.44,2024-10-09,2025-01-03,2024-10-25,None,Seek large score security water suffer any.,Happy world young matter thousand.
3046,2811,45,1,"Deal with Yoder, Hamilton and Wallace",Prospecting,Qualified,74399,82,61007.17999999999,2023-11-03,2024-02-09,2024-07-19,None,North line want despite everybody strong one something almost early.,Level crime nor magazine.
