journey_id,lead_id,current_stage,stage_progression,total_stages,days_in_stage,touchpoints_count,channels_used,content_consumed,engagement_score,next_expected_action,predicted_conversion_probability,last_stage_change
8589,8589,Consideration,3,7,25,2,1,1,0.58,Website Visit,0.84,2024-08-24
8590,8590,Interest,2,7,52,13,5,2,0.56,Email Open,0.39,2024-02-08
8591,8591,Evaluation,5,7,22,1,4,8,0.4,Email Open,0.64,2024-05-10
8592,8592,Awareness,1,7,20,1,2,15,0.56,Website Visit,0.43,2024-09-02
8593,8593,Intent,4,7,40,1,4,2,0.48,Purchase,0.26,2024-10-03
8594,8594,Evaluation,5,7,16,2,1,3,0.81,Website Visit,0.81,2024-07-03
8595,8595,Awareness,1,7,83,5,5,14,0.2,Call,0.8,2024-02-22
8596,8596,Interest,2,7,78,1,1,17,0.66,Call,0.18,2024-05-12
8597,8597,Intent,4,7,41,7,4,2,0.32,Call,0.18,2024-12-17
8598,8598,Purchase,6,7,58,14,3,13,0.87,Email Open,0.79,2024-08-12
8599,8599,Intent,4,7,61,15,5,19,0.97,Email Open,0.87,2024-09-03
8600,8600,Interest,2,7,85,5,3,12,0.21,Website Visit,0.35,2024-10-21
8601,8601,Evaluation,5,7,21,11,1,14,0.37,Email Open,0.45,2024-12-17
8602,8602,Evaluation,5,7,80,7,5,13,0.11,Purchase,0.63,2024-05-13
8603,8603,Consideration,3,7,61,12,5,5,0.88,Purchase,0.64,2024-11-24
8604,8604,Consideration,3,7,39,4,2,15,0.16,Call,0.61,2024-11-16
8605,8605,Consideration,3,7,78,6,1,6,0.88,Call,0.89,2024-12-19
8606,8606,Retention,7,7,47,11,4,5,0.16,Form Submit,0.77,2024-12-02
8607,8607,Consideration,3,7,85,8,5,12,0.89,Email Open,0.77,2024-08-21
8608,8608,Consideration,3,7,60,11,2,6,0.5,Form Submit,0.4,2024-05-22
8609,8609,Consideration,3,7,73,13,1,3,0.49,Purchase,0.74,2024-11-29
8610,8610,Intent,4,7,69,6,4,20,0.76,Website Visit,0.17,2024-11-25
8611,8611,Interest,2,7,69,5,3,6,0.84,Email Open,0.22,2024-12-20
8612,8612,Evaluation,5,7,54,4,1,12,0.23,Purchase,0.82,2024-04-21
8613,8613,Interest,2,7,64,9,5,6,0.88,Purchase,0.38,2023-12-05
8614,8614,Retention,7,7,5,7,4,20,0.71,Email Open,0.68,2024-12-11
8615,8615,Purchase,6,7,89,12,4,8,0.99,Form Submit,0.34,2024-06-22
8616,8616,Awareness,1,7,9,3,1,20,0.29,Website Visit,0.5,2024-01-10
8617,8617,Interest,2,7,15,14,2,6,0.79,Email Open,0.21,2024-06-15
8618,8618,Intent,4,7,7,6,5,6,0.86,Email Open,0.42,2024-10-14
8619,8619,Retention,7,7,55,10,1,7,0.24,Purchase,0.85,2024-09-28
8620,8620,Evaluation,5,7,1,2,2,1,0.9,Website Visit,0.34,2024-10-12
8621,8621,Interest,2,7,1,4,1,19,0.17,Purchase,0.77,2024-09-03
8622,8622,Evaluation,5,7,75,5,2,10,0.4,Email Open,0.65,2024-11-08
8623,8623,Purchase,6,7,10,13,4,18,0.53,Form Submit,0.12,2024-08-25
8624,8624,Consideration,3,7,46,8,3,3,0.69,Form Submit,0.88,2024-06-04
8625,8625,Intent,4,7,51,6,2,15,0.75,Email Open,0.65,2024-04-21
8626,8626,Interest,2,7,81,14,4,4,0.92,Call,0.2,2024-04-04
8627,8627,Consideration,3,7,47,12,2,15,0.84,Call,0.14,2024-08-21
8628,8628,Retention,7,7,21,8,1,20,0.37,Website Visit,0.19,2024-03-24
8629,8629,Intent,4,7,59,5,3,15,0.3,Purchase,0.17,2024-09-24
8630,8630,Consideration,3,7,10,3,4,16,0.23,Email Open,0.39,2024-09-09
8631,8631,Intent,4,7,2,4,1,15,0.96,Purchase,0.22,2024-04-07
8632,8632,Intent,4,7,75,11,1,16,0.81,Purchase,0.9,2024-09-08
8633,8633,Purchase,6,7,33,8,1,16,0.28,Purchase,0.25,2024-08-02
8634,8634,Purchase,6,7,12,2,1,15,0.87,Call,0.19,2024-11-03
8635,8635,Intent,4,7,16,8,3,14,0.14,Website Visit,0.84,2024-07-06
8636,8636,Intent,4,7,41,13,5,13,0.28,Website Visit,0.32,2024-12-02
8637,8637,Interest,2,7,7,8,2,7,0.46,Form Submit,0.57,2024-10-22
8638,8638,Interest,2,7,61,13,1,10,0.88,Form Submit,0.16,2024-11-16
8639,8639,Awareness,1,7,5,9,3,13,0.71,Call,0.87,2024-09-14
8640,8640,Purchase,6,7,65,14,4,11,0.61,Purchase,0.81,2024-08-05
8641,8641,Intent,4,7,70,5,5,5,0.24,Website Visit,0.89,2023-07-30
8642,8642,Retention,7,7,1,15,4,1,0.89,Form Submit,0.82,2024-10-12
8643,8643,Evaluation,5,7,17,7,2,5,0.95,Email Open,0.21,2024-01-31
8644,8644,Purchase,6,7,40,4,3,7,0.96,Website Visit,0.2,2024-02-08
8645,8645,Interest,2,7,31,9,2,7,0.68,Call,0.52,2024-12-28
8646,8646,Intent,4,7,49,3,4,8,0.22,Form Submit,0.57,2024-01-23
8647,8647,Awareness,1,7,16,6,5,7,0.52,Website Visit,0.7,2024-12-07
8648,8648,Purchase,6,7,78,2,5,14,0.46,Purchase,0.67,2024-11-04
8649,8649,Retention,7,7,12,7,3,2,0.17,Form Submit,0.45,2023-10-14
8650,8650,Purchase,6,7,53,3,1,8,0.76,Form Submit,0.37,2024-11-28
8651,8651,Awareness,1,7,5,8,2,11,0.82,Form Submit,0.81,2024-11-25
8652,8652,Evaluation,5,7,59,10,4,13,0.86,Email Open,0.55,2024-11-12
8653,8653,Retention,7,7,61,4,2,6,0.48,Website Visit,0.14,2024-10-26
8654,8654,Intent,4,7,8,6,5,6,0.22,Call,0.22,2024-12-05
8655,8655,Retention,7,7,19,13,4,5,0.18,Email Open,0.68,2024-12-28
8656,8656,Intent,4,7,71,8,5,0,0.45,Website Visit,0.18,2024-12-29
8657,8657,Purchase,6,7,36,13,5,3,0.54,Call,0.88,2024-10-25
8658,8658,Purchase,6,7,23,7,3,18,0.33,Purchase,0.61,2024-12-19
8659,8659,Interest,2,7,12,1,3,4,0.7,Website Visit,0.44,2024-08-10
8660,8660,Interest,2,7,52,7,4,11,0.2,Purchase,0.78,2024-10-18
8661,8661,Interest,2,7,86,6,3,16,0.46,Call,0.18,2023-12-23
8662,8662,Consideration,3,7,67,10,4,13,0.88,Email Open,0.74,2024-08-27
8663,8663,Intent,4,7,38,12,1,10,0.75,Email Open,0.18,2024-07-27
8664,8664,Purchase,6,7,26,8,4,13,0.97,Email Open,0.6,2023-08-01
8665,8665,Awareness,1,7,26,5,1,3,0.41,Call,0.16,2024-10-30
8666,8666,Awareness,1,7,51,9,1,14,0.22,Website Visit,0.63,2024-12-25
8667,8667,Interest,2,7,14,11,3,17,0.16,Form Submit,0.13,2024-06-03
8668,8668,Interest,2,7,47,13,3,9,0.84,Call,0.24,2024-01-27
8669,8669,Consideration,3,7,25,3,2,9,0.73,Email Open,0.52,2024-03-27
8670,8670,Intent,4,7,1,1,1,6,0.94,Call,0.42,2024-05-17
8671,8671,Interest,2,7,82,9,5,1,0.27,Call,0.57,2024-11-17
8672,8672,Retention,7,7,8,8,2,16,0.36,Website Visit,0.35,2024-11-13
8673,8673,Retention,7,7,16,9,5,13,0.86,Website Visit,0.69,2024-12-25
8674,8674,Consideration,3,7,51,10,5,10,0.9,Form Submit,0.21,2024-09-11
8675,8675,Intent,4,7,26,9,1,3,0.21,Email Open,0.31,2024-04-06
8676,8676,Intent,4,7,80,12,1,11,0.85,Email Open,0.26,2024-10-01
8677,8677,Awareness,1,7,56,9,5,19,0.58,Website Visit,0.62,2024-11-09
8678,8678,Intent,4,7,41,8,3,15,0.2,Form Submit,0.67,2024-09-02
8679,8679,Consideration,3,7,39,15,3,13,0.2,Email Open,0.5,2024-12-08
8680,8680,Purchase,6,7,88,12,2,11,0.32,Website Visit,0.26,2024-10-30
8681,8681,Consideration,3,7,83,3,4,5,0.42,Form Submit,0.88,2024-12-16
8682,8682,Awareness,1,7,67,6,2,13,0.64,Email Open,0.82,2024-03-27
8683,8683,Awareness,1,7,73,4,4,5,0.82,Website Visit,0.81,2024-06-04
8684,8684,Purchase,6,7,74,4,3,1,0.82,Call,0.55,2024-08-27
8685,8685,Consideration,3,7,18,8,3,5,0.15,Website Visit,0.29,2024-08-28
8686,8686,Intent,4,7,34,8,1,17,0.75,Call,0.84,2024-10-31
8687,8687,Consideration,3,7,7,15,1,6,0.62,Email Open,0.17,2024-06-06
8688,8688,Awareness,1,7,60,14,4,17,0.55,Purchase,0.73,2024-03-25
8689,8689,Retention,7,7,70,6,1,11,0.99,Email Open,0.83,2024-07-19
8690,8690,Awareness,1,7,52,12,2,10,0.75,Website Visit,0.76,2024-04-12
8691,8691,Purchase,6,7,79,15,4,13,0.96,Email Open,0.86,2023-03-24
8692,8692,Purchase,6,7,82,14,4,19,0.78,Website Visit,0.5,2024-10-13
8693,8693,Intent,4,7,56,14,1,12,0.82,Purchase,0.85,2024-10-25
8694,8694,Purchase,6,7,22,7,4,18,0.74,Email Open,0.55,2024-02-14
8695,8695,Evaluation,5,7,67,4,4,12,0.47,Form Submit,0.15,2024-12-16
8696,8696,Retention,7,7,87,15,5,6,0.24,Call,0.55,2024-07-28
8697,8697,Interest,2,7,69,4,1,17,0.31,Email Open,0.13,2024-12-03
8698,8698,Interest,2,7,90,6,3,3,0.68,Call,0.14,2024-12-01
8699,8699,Awareness,1,7,48,9,2,2,0.95,Purchase,0.23,2024-12-19
8700,8700,Consideration,3,7,24,4,2,15,0.98,Call,0.19,2024-12-17
8701,8701,Consideration,3,7,36,14,3,15,0.34,Form Submit,0.32,2024-12-26
8702,8702,Retention,7,7,79,9,3,1,0.25,Website Visit,0.15,2024-02-09
8703,8703,Interest,2,7,17,2,5,11,0.65,Purchase,0.76,2023-12-11
8704,8704,Purchase,6,7,8,9,5,0,0.23,Purchase,0.42,2024-12-16
8705,8705,Intent,4,7,2,11,5,13,0.32,Form Submit,0.66,2024-07-15
8706,8706,Intent,4,7,3,6,4,11,0.27,Email Open,0.3,2024-07-08
8707,8707,Interest,2,7,50,5,2,18,0.71,Website Visit,0.89,2023-11-27
8708,8708,Awareness,1,7,2,3,3,7,0.48,Call,0.58,2024-12-27
8709,8709,Interest,2,7,75,7,3,11,0.77,Website Visit,0.61,2024-01-24
8710,8710,Interest,2,7,59,1,3,2,0.83,Form Submit,0.3,2024-12-06
8711,8711,Awareness,1,7,9,15,4,18,0.8,Email Open,0.7,2024-09-18
8712,8712,Retention,7,7,31,2,2,2,0.13,Call,0.31,2024-08-23
8713,8713,Consideration,3,7,57,12,4,10,0.9,Website Visit,0.23,2024-11-29
8714,8714,Consideration,3,7,72,4,4,14,0.29,Call,0.13,2024-12-13
8715,8715,Consideration,3,7,8,9,3,4,0.99,Email Open,0.61,2024-11-26
8716,8716,Purchase,6,7,71,14,2,0,0.56,Call,0.32,2024-12-01
8717,8717,Purchase,6,7,21,4,2,19,0.54,Purchase,0.26,2024-08-22
8718,8718,Evaluation,5,7,40,8,5,6,0.98,Form Submit,0.78,2024-12-02
8719,8719,Purchase,6,7,68,9,4,3,0.77,Form Submit,0.65,2024-01-28
8720,8720,Evaluation,5,7,2,7,5,18,0.89,Form Submit,0.55,2024-08-06
8721,8721,Interest,2,7,51,1,1,18,0.7,Form Submit,0.87,2024-08-05
8722,8722,Awareness,1,7,4,3,1,0,0.89,Form Submit,0.21,2024-04-03
8723,8723,Intent,4,7,54,5,4,7,0.56,Call,0.78,2024-09-26
8724,8724,Interest,2,7,38,10,1,17,0.95,Form Submit,0.83,2024-10-31
8725,8725,Consideration,3,7,51,15,5,11,0.4,Email Open,0.34,2024-11-03
8726,8726,Evaluation,5,7,85,9,1,1,0.64,Purchase,0.33,2024-12-21
8727,8727,Evaluation,5,7,48,3,1,7,0.69,Purchase,0.14,2024-12-16
8728,8728,Intent,4,7,79,6,1,4,0.67,Email Open,0.23,2024-12-09
8729,8729,Awareness,1,7,22,11,5,0,0.78,Form Submit,0.25,2024-06-20
8730,8730,Consideration,3,7,52,5,2,8,0.41,Form Submit,0.17,2024-08-03
8731,8731,Evaluation,5,7,4,5,1,15,0.4,Purchase,0.47,2024-10-29
8732,8732,Intent,4,7,73,9,4,2,0.3,Call,0.55,2024-05-31
8733,8733,Purchase,6,7,71,3,5,11,0.32,Form Submit,0.33,2024-03-25
8734,8734,Retention,7,7,78,15,2,14,0.31,Form Submit,0.23,2024-07-26
8735,8735,Intent,4,7,4,15,5,0,0.92,Website Visit,0.2,2024-05-31
8736,8736,Interest,2,7,53,5,5,2,0.88,Call,0.15,2024-11-17
8737,8737,Consideration,3,7,54,10,3,4,0.79,Purchase,0.78,2024-10-24
8738,8738,Evaluation,5,7,24,8,4,10,0.77,Email Open,0.17,2024-12-19
8739,8739,Interest,2,7,73,1,1,3,1.0,Purchase,0.44,2024-03-16
8740,8740,Interest,2,7,75,4,2,6,0.63,Email Open,0.73,2024-12-19
8741,8741,Consideration,3,7,28,15,4,14,0.52,Form Submit,0.86,2024-12-04
8742,8742,Consideration,3,7,56,5,4,20,0.37,Call,0.36,2024-03-26
8743,8743,Awareness,1,7,35,2,3,11,0.8,Form Submit,0.81,2024-08-20
8744,8744,Intent,4,7,24,7,1,10,0.36,Email Open,0.42,2024-02-27
8745,8745,Intent,4,7,5,1,1,9,0.32,Purchase,0.23,2024-12-28
8746,8746,Retention,7,7,38,12,2,11,0.48,Website Visit,0.27,2024-11-11
8747,8747,Interest,2,7,49,1,3,16,0.75,Form Submit,0.41,2024-08-22
8748,8748,Retention,7,7,37,2,5,0,0.52,Purchase,0.71,2024-04-17
8749,8749,Purchase,6,7,16,14,5,1,0.75,Email Open,0.1,2024-11-20
8750,8750,Intent,4,7,66,9,4,19,0.17,Form Submit,0.83,2024-12-19
8751,8751,Interest,2,7,35,15,3,13,0.57,Purchase,0.64,2024-12-01
8752,8752,Intent,4,7,66,4,2,10,0.13,Call,0.37,2024-09-02
8753,8753,Awareness,1,7,51,8,3,3,0.68,Purchase,0.81,2024-07-19
8754,8754,Awareness,1,7,53,12,1,0,0.51,Form Submit,0.51,2024-10-05
8755,8755,Interest,2,7,11,8,2,5,0.27,Email Open,0.64,2024-11-20
8756,8756,Intent,4,7,44,15,4,4,0.14,Website Visit,0.84,2024-05-07
8757,8757,Purchase,6,7,45,9,2,3,0.74,Email Open,0.12,2024-03-16
8758,8758,Consideration,3,7,29,8,2,4,0.87,Form Submit,0.13,2024-12-27
8759,8759,Purchase,6,7,29,11,3,18,0.42,Purchase,0.48,2024-10-10
8760,8760,Evaluation,5,7,79,2,2,3,0.45,Call,0.62,2024-06-18
8761,8761,Evaluation,5,7,11,7,1,8,0.66,Website Visit,0.64,2024-08-12
8762,8762,Awareness,1,7,76,12,1,14,0.3,Call,0.49,2024-11-11
8763,8763,Purchase,6,7,13,4,3,12,0.32,Email Open,0.69,2024-02-22
8764,8764,Evaluation,5,7,32,12,2,15,0.48,Email Open,0.28,2024-03-05
8765,8765,Retention,7,7,42,15,4,18,0.96,Purchase,0.21,2024-07-06
8766,8766,Awareness,1,7,61,9,1,10,0.47,Form Submit,0.59,2024-02-05
8767,8767,Awareness,1,7,18,4,2,7,0.39,Website Visit,0.49,2024-08-07
8768,8768,Purchase,6,7,69,6,1,8,0.66,Call,0.66,2024-04-04
8769,8769,Purchase,6,7,22,9,3,12,0.67,Website Visit,0.14,2024-11-21
8770,8770,Awareness,1,7,23,1,3,2,0.37,Call,0.15,2024-11-27
8771,8771,Interest,2,7,18,1,2,3,0.55,Website Visit,0.8,2024-08-17
8772,8772,Retention,7,7,72,11,2,14,0.18,Call,0.55,2024-12-23
8773,8773,Purchase,6,7,89,12,4,8,0.63,Purchase,0.78,2024-01-16
8774,8774,Purchase,6,7,77,14,2,4,0.59,Email Open,0.8,2024-07-24
8775,8775,Consideration,3,7,69,11,5,19,0.76,Call,0.71,2023-12-05
8776,8776,Consideration,3,7,52,5,1,19,0.34,Call,0.2,2024-09-15
8777,8777,Intent,4,7,38,8,3,4,0.62,Purchase,0.7,2024-10-12
8778,8778,Purchase,6,7,50,9,1,16,0.24,Call,0.81,2024-09-08
8779,8779,Purchase,6,7,17,12,3,9,0.63,Email Open,0.57,2024-12-03
8780,8780,Purchase,6,7,52,3,4,3,0.77,Email Open,0.76,2024-12-18
8781,8781,Retention,7,7,63,5,4,13,0.38,Website Visit,0.28,2024-11-03
8782,8782,Retention,7,7,83,6,2,16,0.98,Form Submit,0.46,2024-11-24
8783,8783,Consideration,3,7,35,4,5,11,0.25,Call,0.37,2024-07-27
8784,8784,Retention,7,7,25,11,5,20,1.0,Email Open,0.33,2024-11-10
8785,8785,Consideration,3,7,49,6,2,4,0.96,Website Visit,0.86,2024-07-20
8786,8786,Interest,2,7,84,6,4,5,0.89,Purchase,0.88,2024-10-25
8787,8787,Interest,2,7,59,13,3,20,0.53,Email Open,0.3,2024-09-15
8788,8788,Interest,2,7,32,15,2,2,0.76,Call,0.74,2024-11-04
8789,8789,Intent,4,7,23,15,2,19,0.31,Form Submit,0.29,2024-11-09
8790,8790,Evaluation,5,7,4,9,1,6,0.48,Call,0.47,2024-02-01
8791,8791,Awareness,1,7,55,11,5,7,0.31,Purchase,0.15,2024-05-10
8792,8792,Retention,7,7,83,15,5,18,0.52,Website Visit,0.48,2024-10-08
8793,8793,Purchase,6,7,68,4,4,7,0.34,Purchase,0.77,2023-07-11
8794,8794,Intent,4,7,76,6,2,13,0.12,Form Submit,0.49,2024-11-29
8795,8795,Evaluation,5,7,35,10,2,10,0.8,Email Open,0.7,2024-12-23
8796,8796,Retention,7,7,82,8,1,2,0.45,Call,0.44,2024-12-24
8797,8797,Interest,2,7,37,4,4,11,0.26,Website Visit,0.15,2024-10-30
8798,8798,Retention,7,7,9,4,2,6,0.19,Website Visit,0.83,2024-10-20
8799,8799,Evaluation,5,7,26,15,2,3,0.7,Call,0.57,2024-12-22
8800,8800,Purchase,6,7,73,4,4,16,0.37,Form Submit,0.71,2024-12-10
8801,8801,Purchase,6,7,30,7,5,13,0.74,Email Open,0.58,2024-03-07
8802,8802,Intent,4,7,7,11,1,17,0.79,Call,0.34,2023-08-26
8803,8803,Interest,2,7,17,5,2,9,0.23,Website Visit,0.85,2024-11-09
8804,8804,Awareness,1,7,71,6,5,10,0.1,Purchase,0.33,2024-12-03
8805,8805,Purchase,6,7,61,4,3,6,0.79,Website Visit,0.74,2024-10-27
8806,8806,Interest,2,7,71,1,3,3,0.56,Form Submit,0.85,2024-09-30
8807,8807,Intent,4,7,90,15,3,8,0.87,Website Visit,0.64,2024-10-13
8808,8808,Intent,4,7,71,7,5,6,0.25,Call,0.5,2024-10-15
8809,8809,Consideration,3,7,39,7,3,5,0.94,Website Visit,0.2,2024-09-18
8810,8810,Consideration,3,7,61,15,2,16,0.31,Form Submit,0.15,2024-12-21
8811,8811,Retention,7,7,77,2,2,14,0.37,Email Open,0.44,2024-10-30
8812,8812,Interest,2,7,10,5,2,4,0.31,Purchase,0.25,2024-11-27
8813,8813,Evaluation,5,7,45,3,3,1,0.52,Call,0.28,2024-10-06
8814,8814,Interest,2,7,3,14,4,1,0.1,Purchase,0.63,2024-12-17
8815,8815,Consideration,3,7,53,6,4,14,0.21,Email Open,0.25,2023-10-07
8816,8816,Interest,2,7,89,15,3,2,0.53,Form Submit,0.9,2024-12-05
8817,8817,Purchase,6,7,36,12,3,2,0.99,Call,0.16,2023-12-20
8818,8818,Consideration,3,7,80,3,5,8,0.76,Purchase,0.84,2024-10-14
8819,8819,Intent,4,7,14,4,5,3,0.38,Form Submit,0.72,2024-09-22
8820,8820,Interest,2,7,56,11,4,8,0.45,Call,0.83,2023-10-24
8821,8821,Consideration,3,7,65,8,3,14,0.9,Purchase,0.24,2024-01-07
8822,8822,Consideration,3,7,84,14,2,10,0.67,Purchase,0.79,2024-12-25
8823,8823,Interest,2,7,18,5,4,7,0.31,Website Visit,0.4,2024-10-23
8824,8824,Interest,2,7,57,5,4,15,0.14,Purchase,0.17,2024-09-03
8825,8825,Intent,4,7,37,5,1,0,0.37,Purchase,0.58,2024-09-19
8826,8826,Purchase,6,7,8,3,4,11,0.66,Email Open,0.24,2024-11-13
8827,8827,Evaluation,5,7,26,1,4,17,0.22,Purchase,0.17,2024-06-18
8828,8828,Purchase,6,7,53,4,1,7,0.35,Call,0.5,2024-12-25
8829,8829,Awareness,1,7,17,5,5,0,0.4,Email Open,0.52,2024-12-22
8830,8830,Consideration,3,7,33,8,3,12,0.5,Email Open,0.35,2024-09-17
8831,8831,Evaluation,5,7,24,11,1,0,0.18,Purchase,0.17,2024-08-12
8832,8832,Awareness,1,7,3,15,3,19,0.81,Email Open,0.41,2024-06-11
8833,8833,Purchase,6,7,25,14,2,14,0.8,Website Visit,0.2,2024-10-28
8834,8834,Intent,4,7,27,8,1,11,0.14,Purchase,0.53,2024-10-17
8835,8835,Interest,2,7,11,12,4,20,0.98,Call,0.68,2024-04-20
8836,8836,Consideration,3,7,84,7,5,8,0.88,Form Submit,0.74,2024-12-20
8837,8837,Consideration,3,7,26,4,3,13,0.3,Form Submit,0.88,2024-07-26
8838,8838,Intent,4,7,11,10,3,20,0.15,Website Visit,0.82,2024-12-29
8839,8839,Intent,4,7,34,10,3,18,0.6,Call,0.11,2024-03-23
8840,8840,Consideration,3,7,14,2,2,15,0.53,Email Open,0.49,2024-08-06
8841,8841,Awareness,1,7,37,4,2,4,0.23,Website Visit,0.19,2024-12-12
8842,8842,Retention,7,7,67,9,3,19,0.15,Call,0.87,2024-12-16
8843,8843,Interest,2,7,74,4,1,3,0.62,Form Submit,0.16,2024-09-01
8844,8844,Retention,7,7,32,15,2,5,0.87,Call,0.46,2024-07-24
8845,8845,Intent,4,7,47,6,5,1,0.67,Call,0.41,2024-12-06
8846,8846,Retention,7,7,87,8,3,7,0.62,Call,0.65,2024-12-15
8847,8847,Evaluation,5,7,59,11,2,14,0.91,Call,0.32,2024-08-11
8848,8848,Purchase,6,7,4,10,4,3,0.68,Form Submit,0.72,2024-07-08
8849,8849,Purchase,6,7,67,12,1,15,0.64,Call,0.79,2024-12-23
8850,8850,Retention,7,7,69,3,1,11,0.47,Email Open,0.19,2024-12-01
8851,8851,Interest,2,7,30,8,2,5,0.64,Call,0.42,2023-08-14
8852,8852,Evaluation,5,7,54,15,1,5,0.6,Call,0.86,2024-05-03
8853,8853,Purchase,6,7,68,12,5,4,0.7,Call,0.23,2024-12-09
8854,8854,Evaluation,5,7,41,13,4,20,0.76,Website Visit,0.53,2024-07-30
8855,8855,Purchase,6,7,18,1,2,7,0.75,Purchase,0.29,2024-11-18
8856,8856,Awareness,1,7,16,12,3,18,0.38,Purchase,0.26,2024-09-06
8857,8857,Consideration,3,7,17,7,3,11,0.37,Form Submit,0.28,2024-06-07
8858,8858,Intent,4,7,13,9,1,7,0.53,Call,0.47,2024-07-29
8859,8859,Consideration,3,7,35,13,3,11,0.55,Website Visit,0.19,2024-11-23
8860,8860,Retention,7,7,61,4,3,17,0.78,Purchase,0.48,2024-12-26
8861,8861,Awareness,1,7,5,13,2,18,0.44,Website Visit,0.87,2024-07-16
8862,8862,Intent,4,7,54,2,5,19,0.65,Purchase,0.37,2024-05-30
8863,8863,Awareness,1,7,69,12,3,12,0.64,Form Submit,0.31,2024-12-14
8864,8864,Evaluation,5,7,63,11,4,1,0.78,Website Visit,0.68,2024-02-06
8865,8865,Interest,2,7,75,1,4,19,0.85,Email Open,0.23,2024-08-09
8866,8866,Awareness,1,7,47,2,3,7,0.28,Website Visit,0.52,2023-10-08
8867,8867,Evaluation,5,7,69,9,3,15,0.59,Call,0.24,2023-08-02
8868,8868,Intent,4,7,56,11,4,8,0.91,Website Visit,0.47,2024-09-20
8869,8869,Interest,2,7,53,5,2,11,1.0,Purchase,0.17,2024-04-04
8870,8870,Purchase,6,7,40,4,3,20,0.8,Form Submit,0.62,2024-12-16
8871,8871,Intent,4,7,2,6,1,1,0.16,Call,0.61,2024-10-10
8872,8872,Evaluation,5,7,87,11,4,16,0.55,Email Open,0.61,2024-08-14
8873,8873,Evaluation,5,7,42,8,4,11,0.7,Form Submit,0.12,2024-05-18
8874,8874,Awareness,1,7,66,10,3,15,0.48,Form Submit,0.27,2024-02-23
8875,8875,Intent,4,7,63,10,4,5,0.8,Purchase,0.12,2024-06-16
8876,8876,Intent,4,7,82,7,2,2,0.25,Form Submit,0.2,2024-04-30
8877,8877,Consideration,3,7,25,9,1,8,0.93,Purchase,0.56,2024-08-07
8878,8878,Retention,7,7,86,4,4,12,0.33,Form Submit,0.13,2024-05-08
8879,8879,Intent,4,7,72,5,5,19,0.89,Form Submit,0.15,2024-11-04
8880,8880,Interest,2,7,32,1,1,7,0.22,Website Visit,0.16,2024-07-30
8881,8881,Retention,7,7,44,6,5,18,0.22,Form Submit,0.39,2024-12-01
8882,8882,Interest,2,7,57,1,5,14,1.0,Purchase,0.75,2024-07-23
8883,8883,Interest,2,7,74,1,2,2,0.31,Form Submit,0.15,2024-10-31
8884,8884,Purchase,6,7,74,6,2,10,0.98,Email Open,0.18,2024-08-17
8885,8885,Purchase,6,7,59,7,5,20,0.33,Website Visit,0.74,2024-12-19
8886,8886,Consideration,3,7,72,7,5,4,0.71,Call,0.12,2024-01-15
8887,8887,Retention,7,7,30,14,5,17,0.89,Purchase,0.84,2023-05-21
8888,8888,Intent,4,7,87,10,4,15,0.49,Website Visit,0.79,2024-04-28
8889,8889,Interest,2,7,77,11,1,6,0.26,Website Visit,0.27,2024-07-21
8890,8890,Purchase,6,7,51,9,1,13,0.56,Website Visit,0.44,2024-11-12
8891,8891,Consideration,3,7,49,7,3,10,0.89,Purchase,0.22,2023-10-09
8892,8892,Awareness,1,7,65,15,5,20,0.33,Email Open,0.28,2024-06-30
8893,8893,Awareness,1,7,28,4,3,10,0.55,Call,0.61,2024-09-23
8894,8894,Awareness,1,7,57,9,4,17,0.93,Purchase,0.54,2024-11-29
8895,8895,Purchase,6,7,82,12,2,18,0.77,Website Visit,0.68,2024-05-28
8896,8896,Retention,7,7,70,1,1,12,0.64,Purchase,0.39,2024-09-16
8897,8897,Retention,7,7,6,14,1,20,0.56,Purchase,0.22,2024-12-27
8898,8898,Interest,2,7,6,1,3,10,0.41,Call,0.65,2024-02-08
8899,8899,Retention,7,7,41,4,5,15,0.23,Call,0.54,2024-09-10
8900,8900,Interest,2,7,29,8,5,20,0.24,Call,0.31,2024-07-04
8901,8901,Consideration,3,7,53,5,5,18,0.55,Email Open,0.8,2024-04-07
8902,8902,Intent,4,7,43,5,3,16,0.87,Email Open,0.46,2024-11-06
8903,8903,Intent,4,7,21,7,2,5,0.12,Purchase,0.44,2024-11-17
8904,8904,Awareness,1,7,79,12,3,18,0.46,Call,0.34,2024-11-23
8905,8905,Purchase,6,7,25,12,2,4,0.18,Website Visit,0.64,2024-11-07
8906,8906,Consideration,3,7,59,5,3,10,0.65,Form Submit,0.44,2024-12-23
8907,8907,Purchase,6,7,76,10,4,12,0.54,Purchase,0.28,2024-12-10
8908,8908,Purchase,6,7,35,6,4,13,0.71,Email Open,0.58,2024-10-20
8909,8909,Purchase,6,7,29,4,1,15,0.64,Form Submit,0.16,2024-12-21
8910,8910,Evaluation,5,7,11,7,3,10,0.63,Website Visit,0.68,2024-11-05
8911,8911,Interest,2,7,25,15,3,9,0.63,Email Open,0.43,2024-11-19
8912,8912,Retention,7,7,28,11,1,14,0.81,Form Submit,0.11,2024-04-17
8913,8913,Evaluation,5,7,82,12,4,8,0.86,Call,0.41,2024-07-02
8914,8914,Purchase,6,7,8,3,3,15,0.41,Email Open,0.83,2024-12-27
