conversion_id,lead_id,campaign_id,conversion_type,conversion_date,conversion_value,revenue,customer_lifetime_value,conversion_path,attribution_model,touchpoints_count,days_to_conversion
1808,7308,2,Opportunity,2024-10-03,9273,30212,5392,Direct Mail -> Lead -> SQL,First Touch,6,144
1809,7311,3,Lead,2024-06-10,4004,42662,57690,Influencer -> Lead -> SQL,Position Based,9,150
1810,7313,4,Upsell,2024-11-18,6405,2800,44709,Email -> Lead -> SQL,First Touch,5,46
1811,7316,7,SQL,2024-04-03,5188,7270,2455,Influencer -> Lead -> MQL,Time Decay,4,148
1812,7317,6,Lead,2024-11-14,5035,35798,54269,SEO -> Lead -> Lead,Time Decay,6,7
1813,7323,39,Lead,2023-07-13,6376,26344,99090,Content Marketing -> Lead -> Lead,Time Decay,9,119
1814,7325,20,MQL,2024-12-15,3891,3252,18607,Influencer -> Lead -> Upsell,Linear,1,48
1815,7327,21,Opportunity,2023-04-26,1374,28492,41227,Influencer -> Lead -> Lead,Last Touch,10,205
1816,7328,46,Upsell,2023-11-12,5073,4619,75491,Social Media -> Lead -> Opportunity,First Touch,2,260
1817,7329,48,Upsell,2024-03-19,6434,45618,3893,Social Media -> Lead -> Opportunity,First Touch,2,78
1818,7332,8,Lead,2023-12-09,6099,32976,57338,Influencer -> Lead -> Upsell,Last Touch,1,69
1819,7339,4,Lead,2024-11-01,3377,13796,71650,Email -> Lead -> Opportunity,Position Based,7,99
1820,7343,23,Lead,2024-12-19,8112,30315,95373,Webinars -> Lead -> Upsell,Position Based,4,43
1821,7346,35,Upsell,2024-09-06,1184,47795,21999,Events -> Lead -> MQL,First Touch,6,303
1822,7348,1,MQL,2024-12-05,1540,16871,44007,Display -> Lead -> Upsell,Last Touch,10,84
1823,7350,29,SQL,2023-10-18,3857,24123,30791,Influencer -> Lead -> MQL,Linear,10,353
1824,7359,20,Customer,2024-07-12,8996,26052,8858,Influencer -> Lead -> MQL,Linear,2,29
1825,7361,13,Upsell,2024-04-26,7014,25414,98495,SEO -> Lead -> Upsell,Position Based,3,81
1826,7365,43,Opportunity,2024-10-17,3665,5398,3040,Social Media -> Lead -> MQL,Last Touch,6,222
1827,7369,32,Lead,2023-09-18,4264,46484,85805,Influencer -> Lead -> SQL,Linear,2,210
1828,7373,37,Lead,2024-12-25,6813,23269,1785,Events -> Lead -> Opportunity,Last Touch,8,251
1829,7377,16,Customer,2024-10-20,4131,27261,90525,Paid Search -> Lead -> Opportunity,First Touch,6,151
1830,7378,48,Lead,2023-07-12,2883,19856,35696,Social Media -> Lead -> Upsell,Time Decay,6,200
1831,7379,24,Upsell,2024-07-12,7680,35322,83999,SEO -> Lead -> Customer,Linear,2,197
1832,7384,30,MQL,2024-12-20,7196,32596,28273,Influencer -> Lead -> Customer,Position Based,1,51
1833,7387,44,Customer,2024-05-15,5434,16377,15726,Influencer -> Lead -> Opportunity,Linear,2,75
1834,7389,3,MQL,2024-05-24,2415,41912,54620,Influencer -> Lead -> Lead,First Touch,2,240
1835,7391,47,SQL,2024-03-28,4676,46986,93299,Influencer -> Lead -> MQL,Linear,7,17
1836,7397,15,Customer,2024-11-28,5590,33481,64530,Paid Search -> Lead -> Opportunity,Linear,4,95
1837,7401,33,SQL,2024-11-19,2667,11992,50579,Display -> Lead -> MQL,Time Decay,7,31
1838,7407,42,Opportunity,2024-08-03,7594,30938,50013,Direct Mail -> Lead -> MQL,Last Touch,1,354
1839,7408,19,Opportunity,2024-06-12,7680,35224,62995,Influencer -> Lead -> SQL,First Touch,1,42
1840,7411,12,MQL,2024-10-10,7918,8375,86176,Events -> Lead -> Upsell,Last Touch,7,11
1841,7412,34,Lead,2024-07-28,1947,2381,62674,Events -> Lead -> Upsell,Linear,10,355
1842,7414,16,Customer,2024-11-28,6790,37656,23994,Paid Search -> Lead -> SQL,First Touch,7,282
1843,7416,32,Customer,2023-12-10,1379,16669,96331,Influencer -> Lead -> Customer,Position Based,8,96
1844,7422,44,MQL,2024-04-25,2394,31877,82263,Influencer -> Lead -> MQL,Position Based,1,226
1845,7424,3,Upsell,2024-03-31,1742,42827,69999,Influencer -> Lead -> Upsell,Position Based,2,5
1846,7426,33,Opportunity,2024-12-07,3727,47669,81937,Display -> Lead -> Opportunity,Last Touch,9,8
1847,7428,13,Lead,2024-06-28,4400,24772,74902,SEO -> Lead -> Upsell,First Touch,7,225
1848,7431,48,Lead,2024-02-20,546,37329,21517,Social Media -> Lead -> Opportunity,Linear,8,332
1849,7433,44,Lead,2024-07-28,6276,9525,75275,Influencer -> Lead -> Upsell,Position Based,3,301
1850,7439,42,Opportunity,2024-12-15,5034,9487,19306,Direct Mail -> Lead -> SQL,Last Touch,7,258
1851,7442,20,Customer,2024-10-12,1469,38906,2660,Influencer -> Lead -> MQL,Time Decay,2,228
1852,7450,16,Customer,2024-09-20,3315,34927,73033,Paid Search -> Lead -> Opportunity,First Touch,5,56
1853,7451,29,Opportunity,2023-10-27,4173,37548,5433,Influencer -> Lead -> MQL,Linear,4,131
1854,7453,21,SQL,2023-08-01,1371,41122,78804,Influencer -> Lead -> SQL,Position Based,3,131
1855,7454,1,SQL,2024-11-27,8800,24403,44940,Display -> Lead -> Opportunity,Position Based,4,211
1856,7460,27,Customer,2024-10-13,1620,47700,7558,SEO -> Lead -> Customer,Position Based,8,9
1857,7465,2,Upsell,2024-02-27,377,25764,37266,Direct Mail -> Lead -> Customer,First Touch,8,183
1858,7478,3,Upsell,2024-02-22,5836,10645,33387,Influencer -> Lead -> MQL,Linear,2,71
1859,7479,25,MQL,2024-10-12,5479,4661,65571,Direct Mail -> Lead -> Opportunity,Position Based,3,41
1860,7481,6,Lead,2024-07-23,4353,18031,15245,SEO -> Lead -> MQL,Time Decay,6,28
1861,7492,27,MQL,2024-01-17,9732,2039,66622,SEO -> Lead -> Opportunity,Time Decay,4,200
1862,7498,12,SQL,2023-11-10,7896,24207,60415,Events -> Lead -> SQL,Time Decay,1,275
1863,7502,24,Opportunity,2024-05-19,4130,6111,66709,SEO -> Lead -> Customer,Position Based,9,169
1864,7506,46,Lead,2024-03-26,5935,19813,22753,Social Media -> Lead -> MQL,Position Based,2,314
1865,7512,18,Opportunity,2024-12-23,3797,2738,66751,Webinars -> Lead -> SQL,Position Based,4,353
1866,7517,24,Upsell,2024-01-16,1518,39942,59356,SEO -> Lead -> Upsell,Position Based,9,318
1867,7518,32,Upsell,2024-09-20,9297,30245,60197,Influencer -> Lead -> Customer,First Touch,9,287
1868,7525,28,Lead,2024-12-20,2640,32555,22377,Display -> Lead -> Opportunity,Position Based,8,322
1869,7526,15,Customer,2023-11-06,3039,34265,40198,Paid Search -> Lead -> Opportunity,Time Decay,5,308
1870,7527,20,Customer,2024-08-06,5125,25833,28094,Influencer -> Lead -> Upsell,Position Based,1,45
1871,7542,7,Customer,2024-07-01,6773,49287,78217,Influencer -> Lead -> Opportunity,Position Based,6,166
1872,7546,9,Upsell,2024-07-10,1136,18245,81334,Webinars -> Lead -> Upsell,Position Based,2,280
1873,7548,12,Opportunity,2024-11-21,2885,17142,1819,Events -> Lead -> Upsell,Last Touch,1,167
1874,7549,44,Customer,2024-12-21,4196,49904,70839,Influencer -> Lead -> Upsell,Linear,5,286
1875,7552,19,Lead,2024-04-02,2060,38408,85840,Influencer -> Lead -> Opportunity,First Touch,7,156
1876,7554,39,SQL,2024-10-29,5952,39504,15809,Content Marketing -> Lead -> Upsell,First Touch,8,125
1877,7555,45,SQL,2023-12-11,7654,32753,23403,Direct Mail -> Lead -> Upsell,Linear,5,253
1878,7557,11,Opportunity,2024-12-13,2779,14256,29622,Events -> Lead -> Upsell,Position Based,6,42
1879,7569,10,Upsell,2024-04-27,3355,24874,67103,Social Media -> Lead -> Opportunity,First Touch,1,332
1880,7571,7,SQL,2024-11-23,2768,44542,69661,Influencer -> Lead -> MQL,Last Touch,10,62
1881,7574,21,SQL,2023-09-09,3571,27329,46118,Influencer -> Lead -> Lead,Position Based,5,127
1882,7577,11,Opportunity,2024-08-26,2295,46838,28218,Events -> Lead -> Lead,Time Decay,1,360
1883,7578,45,Customer,2023-12-23,236,9127,36358,Direct Mail -> Lead -> Opportunity,Linear,1,347
1884,7583,7,Customer,2024-03-14,6335,35497,36838,Influencer -> Lead -> MQL,First Touch,4,116
1885,7584,16,Customer,2024-12-03,9892,19305,57001,Paid Search -> Lead -> Lead,First Touch,9,31
1886,7586,3,Customer,2024-04-12,8871,11292,4356,Influencer -> Lead -> MQL,Linear,1,250
1887,7592,27,MQL,2024-09-19,3037,49076,72461,SEO -> Lead -> Customer,Time Decay,7,127
1888,7594,48,Upsell,2024-04-02,5727,10482,11658,Social Media -> Lead -> Customer,Linear,7,99
1889,7604,50,Customer,2024-11-15,9244,18642,45379,Influencer -> Lead -> Lead,Position Based,4,250
1890,7612,47,Lead,2023-10-27,9539,23847,29941,Influencer -> Lead -> MQL,Linear,7,258
1891,7618,46,MQL,2024-09-05,7760,29955,21947,Social Media -> Lead -> Opportunity,Last Touch,3,351
1892,7620,40,Customer,2024-08-17,5337,29418,57843,Email -> Lead -> Customer,Linear,1,352
1893,7625,50,Customer,2024-10-08,3382,18538,73447,Influencer -> Lead -> Upsell,Position Based,10,54
1894,7631,42,Opportunity,2024-07-18,3931,14651,4592,Direct Mail -> Lead -> MQL,Linear,8,240
1895,7634,35,Opportunity,2024-10-23,9922,29434,26518,Events -> Lead -> Lead,Position Based,10,292
1896,7639,43,SQL,2024-11-23,538,45248,6320,Social Media -> Lead -> Upsell,Linear,3,281
1897,7649,18,MQL,2024-11-04,920,48909,42723,Webinars -> Lead -> Lead,Time Decay,7,365
1898,7653,19,Lead,2024-03-19,4590,19472,12243,Influencer -> Lead -> Upsell,Position Based,7,44
1899,7654,15,Upsell,2024-10-25,9213,1268,27592,Paid Search -> Lead -> SQL,Position Based,6,322
1900,7656,49,Lead,2024-12-20,8080,40290,9290,Display -> Lead -> Customer,Position Based,4,63
1901,7667,6,SQL,2024-08-11,9839,2517,12816,SEO -> Lead -> Upsell,First Touch,2,179
1902,7669,48,Upsell,2024-08-25,8187,42170,46937,Social Media -> Lead -> SQL,Time Decay,9,147
1903,7674,41,SQL,2024-09-09,8123,8381,44452,Events -> Lead -> Opportunity,Position Based,9,247
1904,7682,48,MQL,2024-08-25,2445,18177,48083,Social Media -> Lead -> SQL,Position Based,7,301
1905,7685,15,Customer,2024-09-25,2658,21296,54883,Paid Search -> Lead -> Opportunity,Position Based,10,275
1906,7691,11,Opportunity,2024-11-27,8380,45056,99445,Events -> Lead -> Opportunity,Last Touch,1,26
1907,7697,30,Lead,2024-05-27,651,14841,21503,Influencer -> Lead -> MQL,Time Decay,2,81
1908,7702,38,Upsell,2024-09-04,1223,40205,55232,Direct Mail -> Lead -> Customer,Time Decay,9,101
1909,7704,21,MQL,2024-02-16,7463,38575,6728,Influencer -> Lead -> Customer,Linear,8,63
1910,7706,18,Upsell,2024-11-18,4428,38872,15583,Webinars -> Lead -> Opportunity,First Touch,6,292
1911,7709,33,MQL,2024-07-28,1106,2600,70254,Display -> Lead -> Opportunity,Time Decay,4,116
1912,7715,16,Customer,2024-09-28,8795,24558,57061,Paid Search -> Lead -> Lead,Time Decay,5,298
1913,7719,10,Lead,2024-03-06,1375,7057,27801,Social Media -> Lead -> Customer,Linear,3,16
1914,7721,30,MQL,2024-05-07,7394,49309,77831,Influencer -> Lead -> Opportunity,Linear,8,147
1915,7727,29,MQL,2023-11-25,3696,505,34529,Influencer -> Lead -> Upsell,First Touch,6,194
1916,7728,48,Upsell,2024-03-06,3457,10459,49789,Social Media -> Lead -> Lead,First Touch,5,190
1917,7730,18,MQL,2024-11-12,8786,45930,61500,Webinars -> Lead -> MQL,Time Decay,9,128
1918,7738,24,MQL,2023-09-21,6572,33277,4560,SEO -> Lead -> Opportunity,Last Touch,8,312
1919,7742,42,Opportunity,2024-10-07,5493,31128,99502,Direct Mail -> Lead -> SQL,Time Decay,2,83
1920,7743,30,MQL,2024-08-10,9832,23973,65147,Influencer -> Lead -> SQL,First Touch,5,193
1921,7746,34,Opportunity,2024-11-09,6610,7804,90642,Events -> Lead -> MQL,Position Based,5,128
1922,7749,43,Lead,2023-09-17,8073,46834,38269,Social Media -> Lead -> Upsell,Linear,2,84
1923,7754,7,MQL,2024-01-30,4732,10024,63698,Influencer -> Lead -> Customer,First Touch,6,155
1924,7763,17,SQL,2023-11-20,9425,33421,95547,Events -> Lead -> Lead,First Touch,4,208
1925,7766,29,Customer,2024-10-02,9029,42313,76084,Influencer -> Lead -> SQL,Last Touch,4,212
1926,7769,9,Customer,2024-06-05,9722,16808,95061,Webinars -> Lead -> MQL,Linear,9,159
1927,7771,34,Lead,2024-08-22,2005,45047,20881,Events -> Lead -> Customer,Linear,3,138
1928,7783,24,MQL,2024-05-05,3614,22936,50066,SEO -> Lead -> Upsell,First Touch,6,316
1929,7785,37,SQL,2024-10-20,4371,20424,96348,Events -> Lead -> Customer,Time Decay,7,226
1930,7789,14,Customer,2024-11-23,2613,2394,34539,Social Media -> Lead -> Opportunity,Last Touch,9,279
1931,7791,29,Lead,2023-09-28,363,1881,47459,Influencer -> Lead -> Customer,Position Based,10,97
1932,7796,50,Lead,2024-11-16,8544,37143,97567,Influencer -> Lead -> SQL,Last Touch,5,21
1933,7797,49,SQL,2024-12-29,5146,46055,9959,Display -> Lead -> Lead,First Touch,2,1
1934,7802,5,Upsell,2024-06-14,5662,2161,54820,Influencer -> Lead -> Opportunity,Position Based,4,201
1935,7806,39,Opportunity,2024-04-17,263,48003,49969,Content Marketing -> Lead -> Customer,Linear,3,261
1936,7808,22,Customer,2024-06-22,568,39298,2984,Display -> Lead -> Opportunity,First Touch,8,26
1937,7809,12,Customer,2024-11-18,9319,44402,81655,Events -> Lead -> SQL,Last Touch,6,123
1938,7812,39,Opportunity,2024-04-12,5370,32336,76821,Content Marketing -> Lead -> Customer,Time Decay,6,113
1939,7813,31,Customer,2024-11-09,5849,36578,79020,Paid Search -> Lead -> Customer,Time Decay,8,188
1940,7814,14,MQL,2024-11-10,3652,13338,15112,Social Media -> Lead -> Opportunity,Last Touch,5,351
1941,7819,44,Lead,2024-03-10,8468,9876,48655,Influencer -> Lead -> Customer,Time Decay,9,15
1942,7820,28,Upsell,2024-12-19,5945,19737,97035,Display -> Lead -> SQL,First Touch,5,66
1943,7824,33,Upsell,2024-08-02,3574,28554,41835,Display -> Lead -> MQL,Last Touch,9,242
1944,7825,43,Lead,2024-07-29,757,3851,10222,Social Media -> Lead -> SQL,First Touch,4,307
1945,7827,50,Customer,2024-10-14,6930,46870,94408,Influencer -> Lead -> Opportunity,Linear,8,43
1946,7838,23,SQL,2024-12-16,1632,47730,99429,Webinars -> Lead -> Customer,Last Touch,8,61
1947,7840,13,MQL,2024-08-26,9675,36102,69035,SEO -> Lead -> SQL,First Touch,5,148
1948,7842,21,MQL,2023-05-13,8635,47190,80435,Influencer -> Lead -> Opportunity,Position Based,6,358
1949,7843,9,Opportunity,2024-02-03,9900,13100,14287,Webinars -> Lead -> MQL,Linear,1,77
1950,7845,16,Opportunity,2024-12-18,1638,48509,93218,Paid Search -> Lead -> MQL,Linear,4,273
1951,7854,42,MQL,2024-06-09,9888,21716,5411,Direct Mail -> Lead -> MQL,Last Touch,7,293
1952,7858,50,MQL,2024-12-13,1586,28275,28017,Influencer -> Lead -> Opportunity,First Touch,1,84
1953,7860,4,SQL,2024-12-30,3925,11754,6775,Email -> Lead -> Lead,First Touch,6,220
1954,7863,27,Customer,2024-02-18,8217,40679,19786,SEO -> Lead -> Customer,Last Touch,7,226
1955,7864,42,Upsell,2024-11-18,4881,40192,39644,Direct Mail -> Lead -> Upsell,Linear,1,280
1956,7883,4,Upsell,2024-11-08,2624,10339,34752,Email -> Lead -> MQL,Position Based,3,309
1957,7884,26,Lead,2024-05-19,1776,15632,22683,SEO -> Lead -> Opportunity,First Touch,7,154
1958,7889,2,Upsell,2024-05-26,2769,22453,87648,Direct Mail -> Lead -> Opportunity,First Touch,9,224
1959,7899,42,SQL,2024-11-21,8701,929,41001,Direct Mail -> Lead -> Customer,Linear,8,72
1960,7900,46,Upsell,2023-11-08,9038,46340,56529,Social Media -> Lead -> Lead,Time Decay,8,76
1961,7901,17,Customer,2024-01-20,7230,8196,64638,Events -> Lead -> Opportunity,Time Decay,2,316
1962,7902,33,Opportunity,2024-12-14,6813,36120,8868,Display -> Lead -> SQL,First Touch,3,330
1963,7903,23,Upsell,2024-12-28,7710,13237,90811,Webinars -> Lead -> Opportunity,First Touch,6,317
1964,7907,33,Lead,2024-08-05,4223,35287,15585,Display -> Lead -> Opportunity,First Touch,8,237
1965,7912,27,Customer,2024-07-16,1152,6895,4761,SEO -> Lead -> Lead,Position Based,3,39
1966,7915,31,MQL,2024-12-27,5929,47630,42783,Paid Search -> Lead -> MQL,Time Decay,8,295
1967,7916,8,Customer,2024-06-11,3326,22772,28390,Influencer -> Lead -> Lead,Linear,1,36
1968,7918,33,Opportunity,2024-10-22,9186,12819,95721,Display -> Lead -> Upsell,First Touch,6,189
1969,7922,29,Customer,2024-05-31,6365,42110,29925,Influencer -> Lead -> MQL,Time Decay,9,39
1970,7923,27,Opportunity,2024-04-22,2128,4007,11192,SEO -> Lead -> Lead,Position Based,2,44
1971,7927,23,Lead,2024-12-24,9932,31660,44539,Webinars -> Lead -> Opportunity,Linear,5,362
1972,7930,16,Lead,2024-11-20,3168,36276,80493,Paid Search -> Lead -> MQL,Linear,1,143
1973,7932,3,Upsell,2023-11-22,3138,4434,52094,Influencer -> Lead -> SQL,Time Decay,4,231
1974,7933,5,SQL,2024-12-07,1707,4745,3600,Influencer -> Lead -> Lead,Last Touch,10,228
1975,7937,21,Opportunity,2024-09-09,2850,3912,76982,Influencer -> Lead -> Lead,Linear,10,246
1976,7944,35,SQL,2024-11-17,5060,12503,6607,Events -> Lead -> SQL,Position Based,2,319
1977,7947,9,SQL,2024-01-16,5217,30952,31418,Webinars -> Lead -> Lead,Position Based,5,201
1978,7955,24,MQL,2023-08-29,7644,42789,63097,SEO -> Lead -> Opportunity,Linear,2,136
1979,7959,24,Lead,2024-07-06,894,32611,91021,SEO -> Lead -> MQL,Time Decay,2,207
1980,7964,20,Opportunity,2024-11-04,220,26817,3589,Influencer -> Lead -> Lead,Linear,5,118
1981,7967,32,Customer,2023-05-07,9671,30859,35116,Influencer -> Lead -> Customer,Position Based,8,210
1982,7975,34,Lead,2024-08-19,4533,34830,94360,Events -> Lead -> Upsell,First Touch,4,283
1983,7983,8,Customer,2024-01-25,590,15447,98851,Influencer -> Lead -> Lead,Last Touch,7,162
1984,7990,36,MQL,2024-08-18,6438,4097,53852,Direct Mail -> Lead -> Upsell,Last Touch,7,60
1985,7994,19,MQL,2024-08-30,7250,23142,2513,Influencer -> Lead -> Customer,Last Touch,6,82
1986,8009,35,SQL,2024-10-20,1627,45199,10505,Events -> Lead -> Customer,Last Touch,8,208
1987,8014,14,Upsell,2024-02-17,8734,45199,74408,Social Media -> Lead -> Opportunity,Position Based,6,211
1988,8028,42,Lead,2024-12-15,2091,27455,39548,Direct Mail -> Lead -> MQL,First Touch,5,252
1989,8031,17,SQL,2023-12-04,4181,27651,7561,Events -> Lead -> Opportunity,First Touch,6,6
1990,8032,31,MQL,2024-04-11,3603,22234,8497,Paid Search -> Lead -> SQL,Time Decay,4,250
1991,8037,11,Customer,2024-07-23,7898,18617,65200,Events -> Lead -> Lead,Last Touch,3,131
1992,8039,18,Lead,2024-12-25,5419,28799,45793,Webinars -> Lead -> Upsell,Position Based,1,137
1993,8041,45,SQL,2024-09-06,2826,10319,86827,Direct Mail -> Lead -> Opportunity,Linear,8,314
1994,8042,43,MQL,2023-09-11,4035,27182,44434,Social Media -> Lead -> Opportunity,Linear,7,225
1995,8044,38,SQL,2024-03-05,9865,48626,93594,Direct Mail -> Lead -> Lead,Last Touch,10,288
1996,8048,42,MQL,2024-05-26,8927,10835,78503,Direct Mail -> Lead -> Opportunity,Last Touch,6,92
1997,8051,15,Upsell,2024-05-11,3136,18726,72441,Paid Search -> Lead -> Upsell,Time Decay,7,63
1998,8058,29,Customer,2023-10-11,1803,41810,19196,Influencer -> Lead -> MQL,Time Decay,10,101
1999,8060,46,MQL,2024-01-23,3816,21959,32460,Social Media -> Lead -> SQL,Time Decay,5,177
2000,8069,32,Lead,2023-05-03,2354,38308,27578,Influencer -> Lead -> SQL,Linear,4,137
2001,8077,12,Upsell,2024-10-16,5693,13448,11694,Events -> Lead -> Upsell,First Touch,6,330
2002,8081,2,Upsell,2024-08-30,9286,13971,23475,Direct Mail -> Lead -> SQL,Last Touch,5,107
2003,8083,9,Customer,2024-03-31,5308,1699,26265,Webinars -> Lead -> SQL,Time Decay,6,304
2004,8087,37,Upsell,2024-12-15,4874,34089,31996,Events -> Lead -> MQL,First Touch,10,284
2005,8092,4,Customer,2024-10-09,8250,24453,13369,Email -> Lead -> Opportunity,Last Touch,9,192
2006,8101,8,SQL,2024-08-04,8297,18635,88031,Influencer -> Lead -> Customer,Position Based,7,182
2007,8106,48,Customer,2024-12-01,1853,41176,32458,Social Media -> Lead -> Upsell,First Touch,7,213
2008,8109,38,Lead,2024-05-30,3466,27760,87912,Direct Mail -> Lead -> Upsell,Last Touch,5,124
2009,8112,9,Customer,2024-06-17,6831,47136,16480,Webinars -> Lead -> Lead,Position Based,5,123
2010,8117,38,Opportunity,2024-05-09,2861,31675,61325,Direct Mail -> Lead -> MQL,Position Based,8,87
2011,8133,48,MQL,2023-11-14,1495,7868,24999,Social Media -> Lead -> SQL,Position Based,7,197
2012,8134,15,Customer,2024-12-11,7439,31056,69519,Paid Search -> Lead -> Upsell,First Touch,10,35
2013,8139,32,Lead,2023-04-17,1927,13553,45271,Influencer -> Lead -> MQL,Linear,1,126
2014,8143,48,Upsell,2023-08-10,1319,1298,58050,Social Media -> Lead -> Lead,Position Based,3,338
2015,8145,8,Opportunity,2024-08-12,6855,43031,13624,Influencer -> Lead -> Upsell,Position Based,6,28
2016,8149,5,Opportunity,2024-08-04,4109,42941,20953,Influencer -> Lead -> Customer,First Touch,6,189
2017,8151,19,Opportunity,2024-07-11,5514,26871,52951,Influencer -> Lead -> Lead,Position Based,1,14
2018,8152,4,Opportunity,2024-10-19,8242,44288,4831,Email -> Lead -> MQL,Last Touch,6,16
2019,8155,33,Opportunity,2024-08-19,9083,18962,17908,Display -> Lead -> Upsell,Position Based,10,258
2020,8161,43,Opportunity,2023-10-03,9140,36522,36027,Social Media -> Lead -> SQL,Last Touch,1,63
2021,8162,34,Opportunity,2024-05-19,6063,13387,35906,Events -> Lead -> SQL,First Touch,8,81
2022,8165,33,MQL,2024-07-22,3977,38008,36587,Display -> Lead -> Opportunity,First Touch,10,230
2023,8171,40,Customer,2024-07-08,6586,43870,24259,Email -> Lead -> Upsell,Linear,4,279
2024,8172,3,Lead,2023-04-16,6359,7892,68795,Influencer -> Lead -> SQL,First Touch,6,226
2025,8175,21,MQL,2023-07-17,711,39525,31990,Influencer -> Lead -> Customer,Last Touch,9,282
2026,8176,1,Opportunity,2024-08-23,8550,16564,7604,Display -> Lead -> MQL,Position Based,7,90
2027,8182,31,MQL,2024-10-14,1864,42278,15202,Paid Search -> Lead -> SQL,First Touch,2,70
2028,8188,43,Customer,2023-11-30,2986,42924,90118,Social Media -> Lead -> SQL,Last Touch,5,75
2029,8191,37,Opportunity,2024-10-06,8439,10963,83980,Events -> Lead -> Customer,Linear,7,19
2030,8193,46,Lead,2024-02-19,9517,31854,85362,Social Media -> Lead -> MQL,Time Decay,6,293
2031,8195,27,SQL,2024-05-11,5042,13611,95514,SEO -> Lead -> MQL,Position Based,3,140
2032,8198,41,Customer,2024-12-23,4141,2560,93903,Events -> Lead -> Lead,Time Decay,6,203
2033,8200,13,MQL,2024-09-16,2700,9846,69025,SEO -> Lead -> Upsell,Last Touch,8,164
2034,8201,38,Customer,2023-12-03,3922,37661,59294,Direct Mail -> Lead -> MQL,First Touch,1,81
2035,8202,47,Lead,2024-04-13,4470,26614,94442,Influencer -> Lead -> Opportunity,First Touch,7,281
2036,8203,17,SQL,2024-02-13,2548,35787,33758,Events -> Lead -> Upsell,Position Based,2,186
2037,8207,21,Customer,2024-03-07,429,2090,9648,Influencer -> Lead -> SQL,Position Based,8,305
2038,8212,47,SQL,2024-07-16,2629,24551,94381,Influencer -> Lead -> Opportunity,Last Touch,6,187
2039,8215,44,Customer,2024-02-22,3260,32939,89809,Influencer -> Lead -> Upsell,Last Touch,4,35
2040,8220,23,Customer,2024-12-27,9983,29421,61115,Webinars -> Lead -> Customer,Position Based,3,130
2041,8222,28,Opportunity,2024-12-19,7454,9140,24494,Display -> Lead -> Lead,Last Touch,6,87
2042,8223,9,Lead,2023-12-13,6464,36790,77594,Webinars -> Lead -> Upsell,First Touch,8,96
2043,8235,21,Customer,2024-11-12,2093,24238,92665,Influencer -> Lead -> MQL,Linear,6,258
2044,8237,7,Upsell,2024-05-01,1990,34502,64809,Influencer -> Lead -> Upsell,Time Decay,1,202
2045,8240,33,Customer,2024-12-25,2995,20079,35245,Display -> Lead -> MQL,Linear,1,175
2046,8243,39,MQL,2023-05-09,1066,35394,18085,Content Marketing -> Lead -> Customer,Linear,4,49
2047,8251,38,SQL,2024-09-19,7046,23399,88696,Direct Mail -> Lead -> Opportunity,Time Decay,9,64
2048,8254,15,Upsell,2024-04-04,2700,42194,68563,Paid Search -> Lead -> Customer,First Touch,10,72
2049,8260,32,MQL,2024-12-29,6637,22164,53586,Influencer -> Lead -> Opportunity,First Touch,6,193
2050,8262,25,SQL,2024-10-26,6633,36370,49317,Direct Mail -> Lead -> Customer,Linear,2,314
2051,8264,12,Lead,2023-10-31,1168,18408,68226,Events -> Lead -> Lead,First Touch,6,228
2052,8271,46,MQL,2024-04-18,4016,42407,97808,Social Media -> Lead -> Opportunity,Time Decay,8,282
2053,8278,11,Opportunity,2024-08-12,8041,22395,94062,Events -> Lead -> Opportunity,Position Based,10,245
2054,8283,18,Customer,2024-12-16,8446,48126,51302,Webinars -> Lead -> Upsell,Linear,8,112
2055,8287,36,Upsell,2024-11-30,4599,41989,91351,Direct Mail -> Lead -> Upsell,Last Touch,6,289
2056,8292,18,Lead,2024-12-25,2785,21118,96172,Webinars -> Lead -> SQL,Position Based,10,172
2057,8294,27,SQL,2024-10-15,523,47952,33436,SEO -> Lead -> SQL,First Touch,3,235
2058,8298,14,Opportunity,2024-05-19,3167,27623,8498,Social Media -> Lead -> MQL,Position Based,6,27
2059,8301,26,SQL,2023-07-15,7136,1899,38880,SEO -> Lead -> SQL,First Touch,4,151
2060,8308,17,MQL,2024-10-21,9294,25625,16258,Events -> Lead -> SQL,Position Based,8,295
2061,8311,22,Upsell,2024-09-03,7655,1645,19458,Display -> Lead -> Customer,Position Based,3,179
2062,8312,36,Lead,2024-12-13,4049,5790,90394,Direct Mail -> Lead -> Lead,Last Touch,10,288
2063,8314,27,MQL,2024-05-13,426,47420,57721,SEO -> Lead -> Customer,Position Based,8,289
2064,8318,6,Lead,2024-07-28,9783,16428,43564,SEO -> Lead -> SQL,Last Touch,8,147
2065,8321,38,Lead,2023-12-29,2822,13465,4950,Direct Mail -> Lead -> Upsell,First Touch,3,348
2066,8322,38,SQL,2024-07-05,690,44853,46050,Direct Mail -> Lead -> Opportunity,Last Touch,3,130
2067,8324,35,Upsell,2024-10-28,1778,38096,58055,Events -> Lead -> Customer,Time Decay,6,357
2068,8343,7,Opportunity,2024-02-03,1364,26774,81478,Influencer -> Lead -> Lead,First Touch,4,308
2069,8349,33,MQL,2024-10-09,5091,7831,92339,Display -> Lead -> Lead,First Touch,6,167
2070,8360,32,MQL,2023-10-22,2609,17896,26947,Influencer -> Lead -> SQL,First Touch,3,344
