attribution_id,conversion_id,campaign_id,attribution_model,attribution_percentage,attributed_revenue,touchpoint_position,days_from_first_touch,days_from_last_touch,channel_weight,interaction_type
10795,2159,42,Position Based,0.52,12717.04,1,350,17,0.97,Conversion
10796,2160,48,First Touch,0.36,7229.7,4,153,18,0.18,Conversion
10797,2160,48,Last Touch,0.56,2659.2000000000003,4,288,3,0.78,View
10798,2160,48,Linear,0.21,4736.7,7,211,20,0.97,Engagement
10799,2160,48,Time Decay,0.34,6232.5,7,234,30,0.99,Engagement
10800,2160,48,Position Based,0.99,3822.6000000000004,10,322,17,0.63,Engagement
10801,2161,42,First Touch,0.82,29916.18,1,38,15,0.74,Engagement
10802,2161,42,Last Touch,0.95,5223.46,5,195,22,0.11,View
10803,2161,42,Linear,0.14,41787.68,4,133,10,0.57,Engagement
10804,2161,42,Time Decay,0.44,46061.42,1,53,15,0.69,Conversion
10805,2161,42,Position Based,0.49,43212.26,7,67,29,0.76,Conversion
10806,2162,5,First Touch,0.8,644.82,2,100,5,0.59,Click
10807,2162,5,Last Touch,0.89,175.85999999999999,2,33,13,0.4,Conversion
10808,2162,5,Linear,0.86,615.51,5,27,4,0.68,Engagement
10809,2162,5,Time Decay,0.64,713.21,8,181,1,0.1,View
10810,2162,5,Position Based,0.12,127.01,3,136,25,0.15,Click
10811,2163,9,First Touch,0.99,1321.2,3,67,12,0.58,Conversion
10812,2163,9,Last Touch,0.34,3699.36,6,90,7,0.67,Engagement
10813,2163,9,Linear,0.64,4293.900000000001,4,237,2,0.78,Conversion
10814,2163,9,Time Decay,0.83,6473.88,6,214,1,0.9,Click
10815,2163,9,Position Based,0.75,3038.76,9,301,10,0.62,Engagement
10816,2164,24,First Touch,0.6,448.4,2,201,27,0.61,Engagement
10817,2164,24,Last Touch,0.97,554.8,5,247,15,0.49,View
10818,2164,24,Linear,0.34,228.0,10,243,8,0.16,View
10819,2164,24,Time Decay,0.77,448.4,1,280,4,0.97,View
10820,2164,24,Position Based,0.16,281.2,4,318,8,0.97,Conversion
10821,2165,32,First Touch,0.87,7103.25,2,41,28,1.0,Conversion
10822,2165,32,Last Touch,0.63,4520.25,4,29,12,0.94,Engagement
10823,2165,32,Linear,0.55,5627.25,10,153,28,0.78,View
10824,2165,32,Time Decay,0.67,7841.25,3,222,17,0.55,View
10825,2165,32,Position Based,0.79,8671.5,9,277,11,0.6,Click
10826,2166,36,First Touch,0.6,38339.56,10,111,10,0.53,Engagement
10827,2166,36,Last Touch,0.31,12127.82,7,103,26,0.42,Click
10828,2166,36,Linear,0.46,16431.239999999998,2,145,2,0.95,Conversion
10829,2166,36,Time Decay,0.15,17604.9,6,288,14,0.16,Click
10830,2166,36,Position Based,0.83,21908.320000000003,10,339,22,0.9,Click
10831,2167,47,First Touch,0.87,1866.7,1,57,6,0.58,Conversion
10832,2167,47,Last Touch,0.19,5939.5,1,161,22,0.61,Click
10833,2167,47,Linear,0.35,7042.549999999999,8,95,26,0.14,Engagement
10834,2167,47,Time Decay,0.29,7806.200000000001,6,7,25,0.88,Click
10835,2167,47,Position Based,0.93,2375.8,10,317,23,0.85,Click
10836,2168,26,First Touch,0.89,11608.52,10,221,19,0.53,Engagement
10837,2168,26,Last Touch,0.3,22689.38,9,277,22,0.51,Click
10838,2168,26,Linear,0.94,10289.37,8,4,14,0.6,View
10839,2168,26,Time Decay,0.72,5540.429999999999,7,291,13,0.21,Click
10840,2168,26,Position Based,0.68,8178.73,4,149,25,0.11,View
10841,2169,39,First Touch,0.94,4136.68,5,349,5,0.85,Engagement
10842,2169,39,Last Touch,0.18,5388.57,9,332,8,0.87,Engagement
10843,2169,39,Linear,0.96,3537.9500000000003,10,315,26,0.21,Conversion
10844,2169,39,Time Decay,0.84,653.16,3,222,1,0.27,Click
10845,2169,39,Position Based,0.44,5116.42,10,129,11,0.78,Click
10846,2170,9,First Touch,0.53,20282.21,3,168,29,0.74,Click
10847,2170,9,Last Touch,0.53,17775.420000000002,5,112,24,0.88,Conversion
10848,2170,9,Linear,0.15,8887.710000000001,9,299,15,0.63,Conversion
10849,2170,9,Time Decay,0.96,6608.8099999999995,1,16,12,0.6,View
10850,2170,9,Position Based,0.4,8659.82,5,177,6,0.7,Engagement
10851,2171,29,First Touch,0.9,22785.84,8,162,13,0.26,Engagement
10852,2171,29,Last Touch,0.65,19234.8,6,337,28,0.77,Click
10853,2171,29,Linear,0.56,15387.84,2,35,9,0.43,Engagement
10854,2171,29,Time Decay,0.25,11540.880000000001,3,161,6,0.21,Conversion
10855,2171,29,Position Based,0.28,18051.12,5,181,22,0.41,Click
10856,2172,35,First Touch,0.34,9694.02,5,113,25,0.89,Conversion
10857,2172,35,Last Touch,0.34,30928.54,6,106,30,0.2,Engagement
10858,2172,35,Linear,0.69,19849.66,7,293,19,0.79,Conversion
10859,2172,35,Time Decay,0.95,21696.14,9,29,27,0.12,Click
10860,2172,35,Position Based,0.23,32313.399999999998,4,315,2,0.44,Conversion
10861,2173,10,First Touch,0.58,4711.74,7,106,1,0.27,Conversion
10862,2173,10,Last Touch,0.43,3426.7200000000003,1,169,1,0.44,Engagement
10863,2173,10,Linear,0.52,17561.94,10,104,23,0.37,View
10864,2173,10,Time Decay,0.97,2355.87,9,66,22,0.72,Click
10865,2173,10,Position Based,0.34,14991.9,1,305,29,0.79,Click
10866,2174,42,First Touch,0.46,16827.71,4,8,16,0.5,View
10867,2174,42,Last Touch,0.99,15879.67,10,104,10,0.88,Click
10868,2174,42,Linear,0.33,3792.16,1,115,22,0.39,Engagement
10869,2174,42,Time Decay,0.62,8532.36,3,173,29,0.26,View
10870,2174,42,Position Based,0.38,3792.16,4,266,14,0.35,Conversion
10871,2175,26,First Touch,0.57,3259.8,2,170,29,0.64,Conversion
10872,2175,26,Last Touch,0.97,3404.68,3,249,16,0.18,Click
10873,2175,26,Linear,0.15,2861.38,6,126,1,0.23,Conversion
10874,2175,26,Time Decay,1.0,1448.8000000000002,5,212,1,0.16,Click
10875,2175,26,Position Based,0.21,1086.6,1,334,3,0.69,Conversion
10876,2176,25,First Touch,0.73,17727.18,2,329,26,0.44,Click
10877,2176,25,Last Touch,0.84,8039.070000000001,7,155,9,0.13,Engagement
10878,2176,25,Linear,0.81,18139.44,7,110,11,0.32,Conversion
10879,2176,25,Time Decay,0.84,14429.099999999999,10,2,20,0.93,Engagement
10880,2176,25,Position Based,0.63,7832.9400000000005,10,126,24,0.29,View
10881,2177,27,First Touch,0.53,33269.75,3,236,18,0.5,Conversion
10882,2177,27,Last Touch,0.26,7747.750000000001,10,146,20,0.14,Click
10883,2177,27,Linear,0.66,26889.25,5,349,26,0.68,Engagement
10884,2177,27,Time Decay,0.37,30991.000000000004,4,235,8,0.67,Conversion
10885,2177,27,Position Based,0.88,35548.5,5,186,30,0.5,Engagement
10886,2178,20,First Touch,0.99,1009.1200000000001,8,177,16,0.18,View
10887,2178,20,Last Touch,0.5,2522.7999999999997,5,322,7,0.38,Click
10888,2178,20,Linear,0.99,1721.4399999999998,4,242,7,0.45,Engagement
10889,2178,20,Time Decay,0.15,623.28,6,137,2,0.45,Click
10890,2178,20,Position Based,0.94,742.0,2,170,6,0.99,View
10891,2179,16,First Touch,0.27,15070.96,7,194,13,0.76,Conversion
10892,2179,16,Last Touch,0.95,20904.88,1,98,2,0.8,View
10893,2179,16,Linear,0.4,41323.6,2,330,4,0.65,Engagement
10894,2179,16,Time Decay,0.1,19446.4,7,362,19,0.21,Conversion
10895,2179,16,Position Based,0.81,16529.440000000002,4,353,7,0.7,Engagement
10896,2180,43,First Touch,0.51,24800.050000000003,7,83,10,0.9,View
10897,2180,43,Last Touch,0.68,14429.12,7,220,1,0.79,Conversion
10898,2180,43,Linear,0.9,21643.68,5,1,15,0.93,View
10899,2180,43,Time Decay,0.17,36523.71,9,261,20,0.98,Engagement
10900,2180,43,Position Based,0.87,12625.480000000001,1,295,4,0.8,Engagement
10901,2181,8,First Touch,1.0,5475.860000000001,9,330,4,0.97,Conversion
10902,2181,8,Last Touch,0.37,5897.080000000001,1,87,4,0.75,Conversion
10903,2181,8,Linear,0.75,5265.25,7,85,19,0.98,Conversion
10904,2181,8,Time Decay,0.14,13479.04,1,363,29,0.54,Conversion
10905,2181,8,Position Based,0.41,7581.96,3,62,13,0.72,View
10906,2182,31,First Touch,0.94,5013.75,9,340,27,0.82,Click
10907,2182,31,Last Touch,0.31,6685.000000000001,10,244,10,0.52,Conversion
10908,2182,31,Linear,0.24,16473.75,4,304,9,0.76,View
10909,2182,31,Time Decay,0.35,6685.000000000001,4,132,23,0.5,Engagement
10910,2182,31,Position Based,0.33,19577.5,4,74,8,0.74,Engagement
10911,2183,3,First Touch,0.17,6317.64,3,356,27,0.42,Click
10912,2183,3,Last Touch,0.59,7416.360000000001,10,51,26,0.7,View
10913,2183,3,Linear,0.61,11399.22,6,279,1,0.95,View
10914,2183,3,Time Decay,0.83,8927.1,6,317,8,0.38,View
10915,2183,3,Position Based,0.94,13596.66,1,127,29,0.48,Engagement
10916,2184,30,First Touch,0.39,17013.53,10,257,4,0.45,View
10917,2184,30,Last Touch,0.22,21719.399999999998,10,23,22,0.27,Conversion
10918,2184,30,Linear,0.6,9773.730000000001,9,291,12,0.57,Click
10919,2184,30,Time Decay,0.65,32217.11,3,219,5,0.52,View
10920,2184,30,Position Based,0.65,26063.28,4,46,17,0.37,Engagement
10921,2185,33,First Touch,0.28,1255.24,1,48,4,0.62,Conversion
10922,2185,33,Last Touch,0.15,4169.1900000000005,8,71,6,0.88,Engagement
10923,2185,33,Linear,0.24,3541.57,5,345,22,0.36,Conversion
10924,2185,33,Time Decay,0.27,4124.360000000001,7,26,10,0.27,Click
10925,2185,33,Position Based,0.28,4034.7000000000003,2,177,24,0.41,Engagement
10926,2186,22,First Touch,0.87,21080.97,8,211,12,0.8,Click
10927,2186,22,Last Touch,0.26,17930.94,4,267,26,0.7,Conversion
10928,2186,22,Linear,0.46,15750.15,5,6,18,0.83,Engagement
10929,2186,22,Time Decay,0.11,17204.01,8,111,9,0.73,Engagement
10930,2186,22,Position Based,0.43,21565.59,10,118,12,0.33,View
10931,2187,8,First Touch,0.34,2295.04,2,256,1,0.4,Engagement
10932,2187,8,Last Touch,0.62,3129.6,7,241,18,0.51,View
10933,2187,8,Linear,0.27,4850.88,2,304,20,0.62,Conversion
10934,2187,8,Time Decay,0.46,3494.7200000000003,6,177,12,0.69,Engagement
10935,2187,8,Position Based,0.61,4746.56,9,212,23,0.36,Conversion
10936,2188,14,First Touch,0.22,8766.1,3,64,21,0.1,Engagement
10937,2188,14,Last Touch,0.77,10197.3,10,88,20,0.4,Engagement
10938,2188,14,Linear,0.1,6798.2,9,212,9,0.99,Conversion
10939,2188,14,Time Decay,0.71,4293.599999999999,8,263,3,0.49,Conversion
10940,2188,14,Position Based,0.93,11807.400000000001,1,292,29,0.56,Click
10941,2189,6,First Touch,0.31,10666.7,2,167,22,0.61,Conversion
10942,2189,6,Last Touch,0.48,3490.92,3,56,17,0.78,Conversion
10943,2189,6,Linear,0.75,14545.5,8,256,16,0.57,Conversion
10944,2189,6,Time Decay,0.92,4654.5599999999995,1,291,7,0.53,Click
10945,2189,6,Position Based,0.87,3103.04,3,228,2,0.64,Engagement
10946,2190,29,First Touch,0.53,6805.04,2,267,12,0.6,View
10947,2190,29,Last Touch,0.96,4598.0,2,14,4,0.31,Conversion
10948,2190,29,Linear,0.9,13242.24,6,356,27,0.3,Engagement
10949,2190,29,Time Decay,0.18,5885.4400000000005,9,16,13,0.56,Engagement
10950,2190,29,Position Based,0.64,4781.92,6,158,28,0.44,View
10951,2191,50,First Touch,0.37,3065.3700000000003,2,5,2,0.2,Conversion
10952,2191,50,Last Touch,0.19,6409.41,5,132,13,0.41,Engagement
10953,2191,50,Linear,0.79,2322.25,7,33,7,0.54,Engagement
10954,2191,50,Time Decay,0.72,6966.75,10,169,4,0.18,Engagement
10955,2191,50,Position Based,0.6,7338.31,1,84,8,0.47,View
10956,2192,48,First Touch,0.12,20267.91,7,21,1,0.63,View
10957,2192,48,Last Touch,0.13,10730.070000000002,9,216,14,0.32,Engagement
10958,2192,48,Linear,0.3,15498.99,2,83,13,0.43,Engagement
10959,2192,48,Time Decay,0.51,30203.16,10,319,8,0.52,Conversion
10960,2192,48,Position Based,0.56,15498.99,6,31,25,0.79,Engagement
10961,2193,17,First Touch,0.26,5716.5599999999995,2,167,15,0.33,Conversion
10962,2193,17,Last Touch,0.23,7860.27,3,71,2,0.8,Conversion
10963,2193,17,Linear,0.11,20960.72,4,113,28,0.85,Conversion
10964,2193,17,Time Decay,0.63,12624.070000000002,7,162,26,0.22,Conversion
10965,2193,17,Position Based,0.32,20007.96,1,95,15,0.88,Conversion
10966,2194,8,First Touch,0.27,5636.400000000001,7,252,11,0.44,Engagement
10967,2194,8,Last Touch,0.74,25363.8,1,163,1,0.39,Conversion
10968,2194,8,Linear,0.16,14493.6,6,326,29,0.85,Engagement
10969,2194,8,Time Decay,0.96,13285.800000000001,10,152,26,0.95,Engagement
10970,2194,8,Position Based,0.36,23350.8,6,2,5,0.7,Conversion
10971,2195,17,First Touch,0.41,2530.89,3,22,15,0.13,View
10972,2195,17,Last Touch,0.78,2033.01,4,208,29,0.34,Engagement
10973,2195,17,Linear,0.59,4066.02,9,356,22,0.93,Engagement
10974,2195,17,Time Decay,0.81,1452.1499999999999,8,52,6,0.13,Conversion
10975,2195,17,Position Based,0.18,3941.5499999999997,1,216,23,0.49,Engagement
10976,2196,50,First Touch,0.91,4929.6,5,92,18,0.82,View
10977,2196,50,Last Touch,0.32,10352.16,5,302,26,1.0,Engagement
10978,2196,50,Linear,0.12,46831.2,8,206,6,0.38,Engagement
10979,2196,50,Time Decay,0.47,23662.079999999998,6,218,18,0.42,Conversion
10980,2196,50,Position Based,0.42,37957.92,1,316,7,0.56,View
10981,2197,39,First Touch,0.81,2816.16,9,210,13,0.81,Click
10982,2197,39,Last Touch,0.11,3520.2000000000003,3,158,18,0.1,View
10983,2197,39,Linear,0.99,2816.16,6,234,10,0.61,Engagement
10984,2197,39,Time Decay,0.15,8624.49,6,287,10,0.51,Conversion
10985,2197,39,Position Based,0.51,14608.83,6,110,13,0.91,View
10986,2198,48,First Touch,0.22,15303.68,1,33,14,0.82,Engagement
10987,2198,48,Last Touch,0.47,4304.16,6,219,18,0.75,Engagement
10988,2198,48,Linear,0.52,21042.56,5,86,28,0.45,Engagement
10989,2198,48,Time Decay,0.49,7173.599999999999,10,50,22,0.75,Click
10990,2198,48,Position Based,0.25,21520.8,5,312,22,0.9,Conversion
10991,2199,20,First Touch,0.49,8065.5199999999995,2,197,24,0.94,Click
10992,2199,20,Last Touch,0.52,2852.4399999999996,9,45,24,0.5,Click
10993,2199,20,Linear,0.76,9442.56,6,362,24,0.34,Click
10994,2199,20,Time Decay,0.62,8754.04,1,68,21,0.84,Conversion
10995,2199,20,Position Based,0.24,2852.4399999999996,6,340,27,0.43,Engagement
10996,2200,21,First Touch,0.71,35327.079999999994,5,359,5,0.56,Conversion
10997,2200,21,Last Touch,0.3,19166.82,8,165,5,0.23,View
10998,2200,21,Linear,0.37,6764.759999999999,8,257,20,0.46,View
10999,2200,21,Time Decay,0.6,9019.68,3,199,30,0.51,Click
11000,2200,21,Position Based,0.5,32696.34,5,1,23,0.75,Conversion
11001,2201,28,First Touch,0.51,6148.97,6,263,17,0.73,Click
11002,2201,28,Last Touch,0.63,11974.31,5,121,19,0.16,Click
11003,2201,28,Linear,0.79,13268.83,6,230,3,0.58,Click
11004,2201,28,Time Decay,0.17,24595.88,1,261,19,0.13,Engagement
11005,2201,28,Position Based,0.55,5825.34,3,344,29,0.73,View
11006,2202,8,First Touch,0.84,1027.87,9,123,18,0.9,Conversion
11007,2202,8,Last Touch,0.63,476.33,2,70,11,0.53,Conversion
11008,2202,8,Linear,0.54,1203.36,2,45,30,0.88,Click
11009,2202,8,Time Decay,0.5,2055.74,1,140,11,0.9,Click
11010,2202,8,Position Based,0.66,1754.8999999999999,4,228,25,0.43,Click
11011,2203,28,First Touch,0.37,24216.39,6,172,22,0.61,Conversion
11012,2203,28,Last Touch,0.64,24216.39,4,277,30,0.54,Click
11013,2203,28,Linear,0.79,23819.399999999998,5,356,29,0.75,Engagement
11014,2203,28,Time Decay,0.55,33347.159999999996,5,264,29,0.79,Engagement
11015,2203,28,Position Based,0.83,30965.22,2,211,14,0.35,Conversion
11016,2204,41,First Touch,0.5,20270.63,4,329,15,0.33,Click
11017,2204,41,Last Touch,0.48,44312.54,10,120,3,0.96,View
11018,2204,41,Linear,0.77,28284.6,4,41,26,0.98,View
11019,2204,41,Time Decay,0.18,13199.480000000001,3,43,10,0.69,View
11020,2204,41,Position Based,0.54,24984.73,9,287,18,0.24,Conversion
11021,2205,17,First Touch,0.72,28727.129999999997,1,78,26,0.38,View
11022,2205,17,Last Touch,0.23,9691.080000000002,1,40,8,0.26,Conversion
11023,2205,17,Linear,0.53,26996.58,9,302,5,0.93,Click
11024,2205,17,Time Decay,0.94,34264.89,1,340,6,0.72,View
11025,2205,17,Position Based,0.25,14190.509999999998,8,343,10,0.7,Engagement
11026,2206,38,First Touch,0.71,4430.099999999999,2,150,4,0.84,Engagement
11027,2206,38,Last Touch,0.33,4430.099999999999,4,17,6,0.13,Click
11028,2206,38,Linear,0.93,4430.099999999999,1,178,12,0.46,View
11029,2206,38,Time Decay,0.23,20378.46,6,265,21,0.68,Engagement
11030,2206,38,Position Based,0.14,23036.52,3,236,15,0.98,Click
11031,2207,19,First Touch,0.2,18712.109999999997,7,103,2,0.61,View
11032,2207,19,Last Touch,0.92,17898.54,10,163,15,0.73,Conversion
11033,2207,19,Linear,0.95,15457.829999999998,5,258,5,0.41,Conversion
11034,2207,19,Time Decay,0.16,11661.17,6,3,27,0.67,View
11035,2207,19,Position Based,0.22,5152.61,9,203,28,0.95,View
11036,2208,2,First Touch,0.19,5741.04,5,249,27,0.68,Engagement
11037,2208,2,Last Touch,0.34,19036.08,9,91,1,0.7,View
11038,2208,2,Linear,0.55,13899.36,6,122,3,0.9,View
11039,2208,2,Time Decay,0.84,6647.52,3,287,22,0.74,View
11040,2208,2,Position Based,0.68,13295.04,7,175,26,0.11,Conversion
11041,2209,3,First Touch,0.79,3409.14,2,89,28,0.97,View
11042,2209,3,Last Touch,0.2,1055.21,9,160,9,0.11,Conversion
11043,2209,3,Linear,0.24,4220.84,6,38,17,0.26,View
11044,2209,3,Time Decay,0.67,7467.64,2,348,25,0.9,Engagement
11045,2209,3,Position Based,0.84,6412.43,7,110,2,0.87,Conversion
11046,2210,17,First Touch,0.81,14584.109999999999,1,233,18,0.91,Click
11047,2210,17,Last Touch,0.16,19924.77,6,83,28,0.48,View
11048,2210,17,Linear,0.17,4519.02,5,87,1,0.41,View
11049,2210,17,Time Decay,0.21,15405.75,2,263,28,0.79,Conversion
11050,2210,17,Position Based,0.99,13146.24,3,148,21,0.38,Engagement
11051,2211,21,First Touch,0.44,8069.88,5,201,5,0.6,View
11052,2211,21,Last Touch,0.31,4345.32,5,213,18,0.98,Conversion
11053,2211,21,Linear,0.27,17381.28,6,215,16,0.4,View
11054,2211,21,Time Decay,0.98,16346.68,8,27,1,0.45,View
11055,2211,21,Position Based,0.47,20485.079999999998,5,110,10,0.32,Conversion
11056,2212,9,First Touch,0.47,4041.7000000000003,4,64,12,0.31,View
11057,2212,9,Last Touch,0.34,16788.600000000002,6,135,24,0.45,Click
11058,2212,9,Linear,0.96,13368.699999999999,6,218,19,0.67,Conversion
11059,2212,9,Time Decay,0.77,29846.399999999998,4,4,29,0.29,Click
11060,2212,9,Position Based,0.91,28913.7,6,209,20,0.31,Conversion
11061,2213,6,First Touch,0.53,21401.039999999997,3,136,26,0.75,Conversion
11062,2213,6,Last Touch,0.21,5893.04,1,291,3,0.49,Conversion
11063,2213,6,Linear,0.43,15197.84,4,318,5,0.43,Conversion
11064,2213,6,Time Decay,0.47,23572.16,6,11,13,0.83,Click
11065,2213,6,Position Based,0.94,15818.16,1,331,11,0.32,Click
11066,2214,44,First Touch,0.87,17694.1,10,242,1,0.52,Conversion
11067,2214,44,Last Touch,0.91,17994.0,7,111,21,0.94,Click
11068,2214,44,Linear,0.77,17394.199999999997,5,148,27,0.27,Conversion
11069,2214,44,Time Decay,0.57,13795.400000000001,8,100,8,0.87,Engagement
11070,2214,44,Position Based,0.77,8997.0,4,231,15,0.21,Click
11071,2215,8,First Touch,0.77,31154.879999999997,7,202,6,0.86,Conversion
11072,2215,8,Last Touch,0.13,19796.329999999998,7,235,15,0.17,View
11073,2215,8,Linear,0.34,26935.989999999998,9,264,25,0.27,View
11074,2215,8,Time Decay,0.93,22392.57,8,27,19,0.4,Engagement
11075,2215,8,Position Based,0.71,4867.95,9,195,25,0.76,View
11076,2216,43,First Touch,0.21,1971.8400000000001,8,182,10,0.44,Click
11077,2216,43,Last Touch,0.48,13651.2,1,326,18,0.11,Engagement
11078,2216,43,Linear,0.79,8645.759999999998,8,266,22,0.25,Engagement
11079,2216,43,Time Decay,0.26,2123.52,9,278,23,0.44,Engagement
11080,2216,43,Position Based,0.24,4398.719999999999,10,7,5,0.29,Engagement
11081,2217,33,First Touch,0.2,11383.12,8,199,3,0.81,Engagement
11082,2217,33,Last Touch,0.34,12399.47,3,229,29,0.44,Engagement
11083,2217,33,Linear,0.31,14025.63,8,170,25,0.52,Click
11084,2217,33,Time Decay,0.43,18294.3,9,99,12,0.54,Click
11085,2217,33,Position Based,0.6,7114.45,7,219,13,0.44,View
11086,2218,41,First Touch,0.34,2605.2400000000002,9,7,25,0.72,Conversion
11087,2218,41,Last Touch,0.32,6394.68,4,27,27,0.5,Conversion
11088,2218,41,Linear,0.35,8881.5,1,9,14,0.19,View
11089,2218,41,Time Decay,0.16,7342.04,1,330,14,0.76,Click
11090,2218,41,Position Based,0.42,8881.5,8,132,6,0.11,Engagement
11091,2219,31,First Touch,0.46,10667.2,1,139,2,0.9,Click
11092,2219,31,Last Touch,0.65,5333.6,4,342,18,0.55,Engagement
11093,2219,31,Linear,0.13,22334.45,6,185,28,0.4,Click
11094,2219,31,Time Decay,0.65,28334.75,1,261,19,0.87,Click
11095,2219,31,Position Based,0.49,15334.1,1,166,8,0.48,Click
11096,2220,21,First Touch,0.37,21696.61,8,340,6,0.97,View
11097,2220,21,Last Touch,0.11,6924.45,10,208,28,0.9,Conversion
11098,2220,21,Linear,0.6,36007.14,10,123,25,0.78,Engagement
11099,2220,21,Time Decay,0.44,15695.420000000002,9,227,23,0.2,View
11100,2220,21,Position Based,0.26,26774.539999999997,5,246,14,0.29,Conversion
11101,2221,2,First Touch,0.94,2646.5099999999998,5,156,8,0.24,Engagement
11102,2221,2,Last Touch,0.79,3482.25,2,259,14,0.26,Conversion
11103,2221,2,Linear,0.54,4178.7,7,110,21,0.83,Engagement
11104,2221,2,Time Decay,0.17,3667.9700000000003,6,350,18,0.88,View
11105,2221,2,Position Based,0.64,3667.9700000000003,4,135,5,0.62,Conversion
11106,2222,28,First Touch,0.78,15317.94,7,152,23,0.36,View
11107,2222,28,Last Touch,0.7,15085.85,10,279,1,0.15,Click
11108,2222,28,Linear,0.21,18567.2,4,145,3,0.88,Click
11109,2222,28,Time Decay,0.84,9283.6,8,107,20,0.61,Conversion
11110,2222,28,Position Based,0.64,10444.050000000001,3,112,5,0.87,View
11111,2223,19,First Touch,0.19,27889.800000000003,3,138,27,0.29,Conversion
11112,2223,19,Last Touch,0.91,5456.7,10,225,27,0.68,View
11113,2223,19,Linear,0.52,16976.4,3,38,21,0.44,Conversion
11114,2223,19,Time Decay,0.93,6972.450000000001,9,363,22,0.73,Engagement
11115,2223,19,Position Based,0.92,13641.75,7,184,1,0.43,Engagement
11116,2224,22,First Touch,0.4,365.4,7,289,26,0.19,Conversion
11117,2224,22,Last Touch,0.99,994.6999999999999,10,326,18,0.4,Conversion
11118,2224,22,Linear,0.97,294.34999999999997,9,265,8,0.63,View
11119,2224,22,Time Decay,0.81,781.5500000000001,5,44,18,0.57,View
11120,2224,22,Position Based,0.15,314.65,8,238,21,0.85,Conversion
11121,2225,48,First Touch,0.23,17046.8,2,165,7,0.23,View
11122,2225,48,Last Touch,0.32,6392.55,4,24,16,0.12,Engagement
11123,2225,48,Linear,0.74,39207.64,7,98,23,0.38,Engagement
11124,2225,48,Time Decay,0.61,11932.760000000002,7,10,7,0.27,Engagement
11125,2225,48,Position Based,0.64,26848.71,3,12,21,0.66,Click
11126,2226,37,First Touch,0.16,10350.5,10,336,16,0.53,Conversion
11127,2226,37,Last Touch,0.86,14490.699999999999,4,284,9,0.44,Conversion
11128,2226,37,Linear,0.17,10764.52,1,159,15,0.76,Engagement
11129,2226,37,Time Decay,0.97,12420.6,1,149,30,0.69,Engagement
11130,2226,37,Position Based,0.92,19872.96,5,301,14,0.58,View
11131,2227,42,First Touch,0.78,26034.96,1,56,8,0.61,Click
11132,2227,42,Last Touch,0.19,11777.72,5,152,29,0.4,View
11133,2227,42,Linear,0.48,15187.06,1,184,25,0.36,View
11134,2227,42,Time Decay,0.69,22005.739999999998,5,14,28,0.98,Engagement
11135,2227,42,Position Based,0.37,12707.539999999999,2,53,17,0.7,Click
11136,2228,27,First Touch,0.64,11241.23,1,186,29,0.61,Conversion
11137,2228,27,Last Touch,0.5,14453.01,2,360,4,0.81,Conversion
11138,2228,27,Linear,0.3,5839.6,6,78,8,0.64,Click
11139,2228,27,Time Decay,0.96,8175.4400000000005,8,27,2,0.86,Click
11140,2228,27,Position Based,0.55,10365.289999999999,9,109,22,0.63,Engagement
11141,2229,6,First Touch,0.29,8386.74,6,107,15,0.65,View
11142,2229,6,Last Touch,0.23,9007.98,5,276,30,0.56,Click
11143,2229,6,Linear,0.5,7144.26,1,323,10,0.67,View
11144,2229,6,Time Decay,0.59,27645.18,9,349,22,0.3,View
11145,2229,6,Position Based,0.99,13356.66,8,62,12,0.97,Conversion
11146,2230,5,First Touch,0.19,21231.81,2,343,9,0.6,View
11147,2230,5,Last Touch,0.34,19150.260000000002,10,51,13,0.87,View
11148,2230,5,Linear,0.53,32055.87,2,59,30,0.45,Click
11149,2230,5,Time Decay,0.49,23313.36,9,12,24,0.68,Engagement
11150,2230,5,Position Based,0.36,17068.71,4,205,6,0.62,Conversion
11151,2231,29,First Touch,0.89,18552.440000000002,3,86,10,0.69,View
11152,2231,29,Last Touch,0.11,19098.1,10,24,16,0.32,View
11153,2231,29,Linear,0.96,16096.97,3,346,8,0.8,Conversion
11154,2231,29,Time Decay,0.12,5729.429999999999,3,285,2,0.74,Conversion
11155,2231,29,Position Based,0.24,2728.3,4,236,20,0.64,Conversion
11156,2232,46,First Touch,0.71,18920.32,3,226,3,0.67,Conversion
11157,2232,46,Last Touch,0.3,31802.24,8,143,17,0.9,Click
11158,2232,46,Linear,0.29,39048.32,9,222,26,0.26,Click
11159,2232,46,Time Decay,0.46,12076.8,9,36,16,0.62,Conversion
11160,2232,46,Position Based,0.53,9258.880000000001,7,214,6,0.54,Conversion
11161,2233,42,First Touch,0.39,16995.96,10,246,21,0.28,View
11162,2233,42,Last Touch,0.51,38240.91,4,170,3,0.19,Engagement
11163,2233,42,Linear,0.1,43906.23,5,347,21,0.74,View
11164,2233,42,Time Decay,0.8,21244.95,5,92,19,0.65,Engagement
11165,2233,42,Position Based,0.11,36352.47,1,283,28,0.29,Click
11166,2234,5,First Touch,0.71,34215.38,3,338,22,0.73,Click
11167,2234,5,Last Touch,0.63,32365.899999999998,4,154,22,0.87,View
11168,2234,5,Linear,0.68,36527.23,4,140,7,0.45,Click
11169,2234,5,Time Decay,0.35,16645.32,6,97,14,0.88,View
11170,2234,5,Position Based,0.88,14333.47,4,139,25,0.46,Engagement
